key	where	site
upper_sigma	lib/algorithms/coverage/src/rejection.cpp:1246	upper_sigma = 3.0
upper_sigma	lib/algorithms/coverage/src/rejection.cpp:1247	upper_sigma = 3.0
upper_sigma	lib/algorithms/coverage/src/rejection.cpp:1249	upper_sigma = 3.0
upper_sigma	lib/algorithms/coverage/src/rejection.cpp:1255	upper_sigma = 3.0
upper_sigma	lib/algorithms/rejection/CLASSIFY_V1_PROFILE.md:33	upper_sigma=3.0
values	lib/algorithms/coverage/tests/rejection_nonfinite_weights_test.cpp:43	values{1.0
values	lib/algorithms/coverage/tests/rejection_nonfinite_weights_test.cpp:63	values{1.0
values	lib/algorithms/coverage/tests/rejection_nonfinite_weights_test.cpp:83	values{1.0
values	lib/algorithms/coverage/tests/rejection_nonfinite_weights_test.cpp:103	values{1.0
values	lib/algorithms/coverage/tests/rejection_nonfinite_weights_test.cpp:133	values{1.0
values	lib/algorithms/coverage/tests/rejection_nonfinite_weights_test.cpp:162	values{1.0
variance_floor	lib/algorithms/noise_snr/cpp/src/noise_model.cpp:1256	variance_floor = 1e-12
variance_floor	lib/algorithms/noise_snr/tests/p1noise/p1noise_oracle.hpp:112	variance_floor : 0.0
variance_floor	lib/algorithms/noise_snr/tests/p1noise/p1noise_tests_core.cpp:776	variance_floor = 1.0e-46
wcs	lib/algorithms/fits_output/memory.md:80	wcs :305
wcs	lib/algorithms/photometry/cpp/test/test_p0_sip_order_guard.cpp:72	wcs(10.0
wcs	lib/algorithms/photometry/cpp/test/test_p0_sip_order_guard.cpp:83	wcs(10.0
wcs	lib/algorithms/photometry/cpp/test/test_p0_sip_order_guard.cpp:94	wcs(10.0
wcs	lib/algorithms/photometry/cpp/test/test_p0_sip_order_guard.cpp:106	wcs(10.0
wcs	lib/algorithms/photometry/cpp/test/test_p0_sip_order_guard.cpp:123	wcs(10.0
width_px	lib/algorithms/projection/p3_proj_v6.h:133	width_px = 0
width_px	lib/algorithms/projection/p3_projection.h:78	width_px = 0
width_px	lib/algorithms/projection/p3_wcs.h:20	width_px = 0
width_px	lib/include/astrocs/core/plan_estimator.h:93	width_px = 0
