类型,符号或键,位点,现行值,登记单位,机判档,条文命中
具名,ACS_CPU_AVX2_PARAMS_VERSION,lib/infrastructure/benchmark/cpu/avx2/include/astrocs/cpu/avx2_provider_v1.h:62,1u,未标注,③未见于条文面,
具名,ACS_CPU_AVX2_KERNEL_COUNT,lib/infrastructure/benchmark/cpu/avx2/include/astrocs/cpu/avx2_provider_v1.h:63,2u,未标注,③未见于条文面,
具名,ACS_CPU_AVX2_MAX_IN_SLOTS,lib/infrastructure/benchmark/cpu/avx2/include/astrocs/cpu/avx2_provider_v1.h:64,4u,未标注,③未见于条文面,
具名,ACS_CPU_AVX2_MAX_OUT_SLOTS,lib/infrastructure/benchmark/cpu/avx2/include/astrocs/cpu/avx2_provider_v1.h:65,2u,未标注,③未见于条文面,
具名,ASTROCS_ABI_EXPORTS,lib/infrastructure/benchmark/cpu/avx2/src/avx2_provider.cpp:59,1,未标注,③未见于条文面,
具名,ACS_CPU_AVX512_PARAMS_VERSION,lib/infrastructure/benchmark/cpu/avx512/include/astrocs/cpu/avx512_provider_v1.h:74,1u,未标注,③未见于条文面,
具名,ACS_CPU_AVX512_KERNEL_COUNT,lib/infrastructure/benchmark/cpu/avx512/include/astrocs/cpu/avx512_provider_v1.h:75,1u,未标注,③未见于条文面,
具名,ACS_CPU_AVX512_MAX_IN_SLOTS,lib/infrastructure/benchmark/cpu/avx512/include/astrocs/cpu/avx512_provider_v1.h:76,4u,未标注,③未见于条文面,
具名,ACS_CPU_AVX512_MAX_OUT_SLOTS,lib/infrastructure/benchmark/cpu/avx512/include/astrocs/cpu/avx512_provider_v1.h:77,2u,未标注,③未见于条文面,
具名,ASTROCS_ABI_EXPORTS,lib/infrastructure/benchmark/cpu/avx512/src/avx512_provider.cpp:59,1,未标注,③未见于条文面,
具名,ACS_CPU_BASELINE_PARAMS_VERSION,lib/infrastructure/benchmark/cpu/baseline/include/astrocs/cpu/baseline_provider_v1.h:63,1u,未标注,③未见于条文面,
具名,ACS_CPU_BASELINE_KERNEL_COUNT,lib/infrastructure/benchmark/cpu/baseline/include/astrocs/cpu/baseline_provider_v1.h:64,12u,未标注,③未见于条文面,
具名,ACS_CPU_BASELINE_MAX_IN_SLOTS,lib/infrastructure/benchmark/cpu/baseline/include/astrocs/cpu/baseline_provider_v1.h:65,4u,未标注,③未见于条文面,
具名,ACS_CPU_BASELINE_MAX_OUT_SLOTS,lib/infrastructure/benchmark/cpu/baseline/include/astrocs/cpu/baseline_provider_v1.h:66,2u,未标注,③未见于条文面,
具名,ASTROCS_ABI_EXPORTS,lib/infrastructure/benchmark/cpu/baseline/src/baseline_provider.cpp:48,1,未标注,③未见于条文面,
具名,ACS_CAP_ABI_VERSION_V1,lib/infrastructure/benchmark/cpu/common/include/astrocs/cpu/capability_v1.h:40,1u,未标注,③未见于条文面,
具名,ACS_CAP_BRAND_MAX,lib/infrastructure/benchmark/cpu/common/include/astrocs/cpu/capability_v1.h:41,64,未标注,③未见于条文面,
具名,ACS_CAP_VENDOR_MAX,lib/infrastructure/benchmark/cpu/common/include/astrocs/cpu/capability_v1.h:42,16,未标注,③未见于条文面,
具名,ACS_CAP_ERR_TEXT_MAX,lib/infrastructure/benchmark/cpu/common/include/astrocs/cpu/capability_v1.h:43,160,未标注,③未见于条文面,
具名,ACS_CAP_SCHEMA_VER,lib/infrastructure/benchmark/cpu/common/include/astrocs/cpu/capability_v1.h:44,1u,未标注,③未见于条文面,
具名,kDiskEstimateMaxEntries,lib/infrastructure/cli/disk_gate.h:87,20000,未标注,③未见于条文面,
具名,kEventLineMaxBytes,lib/infrastructure/cli/jsonl.h:55,4096,未标注,③未见于条文面,
具名,kAllocGrowthWarnMbPerS,lib/infrastructure/cli/memory_report.h:54,2.0,未标注,③未见于条文面,
具名,kAllocReclaimWindowSeconds,lib/infrastructure/cli/memory_report.h:63,2.0,未标注,③未见于条文面,
具名,kAllocMinCurveSamples,lib/infrastructure/cli/memory_report.h:64,4,未标注,③未见于条文面,
具名,kAllocSlopeMaxPoints,lib/infrastructure/cli/memory_report.h:66,200,未标注,③未见于条文面,
具名,kPollIntervalMs,lib/infrastructure/cli/process.cpp:26,10.0,未标注,③未见于条文面,
具名,kMon001NotSampled,lib/infrastructure/cli/resource_gate.h:121,-1.0,未标注,③未见于条文面,
具名,ASTROCS_RES_HAVE_CFITSIO_LOCK_STATS,lib/infrastructure/cli/resource_recorder.h:29,1,未标注,③未见于条文面,
具名,ASTROCS_GAIA_ABI_VERSION,lib/infrastructure/gaia_xpsd_client/include/astrocs/gaia/types.h:31,1u,未标注,③未见于条文面,
具名,ASTROCS_GAIA_PLAN_VERSION,lib/infrastructure/gaia_xpsd_client/include/astrocs/gaia/types.h:61,1,未标注,③未见于条文面,
具名,kTileDim,lib/infrastructure/hips_browser/healpix_browser_qt/app/browser_cli.cpp:152,512,未标注,③未见于条文面,
具名,dec,lib/infrastructure/hips_browser/healpix_browser_qt/app/browser_cli.cpp:251,-89.0,未标注,③未见于条文面,
具名,mad,lib/infrastructure/hips_browser/healpix_browser_qt/app/browser_cli.cpp:340,1.4826,未标注,③未见于条文面,
具名,kPi,lib/infrastructure/hips_browser/healpix_browser_qt/app/browser_cli.cpp:790,3.14159265358979323846,未标注,③未见于条文面,
具名,v,lib/infrastructure/hips_browser/healpix_browser_qt/app/browser_cli.cpp:835,1.0,未标注,③未见于条文面,
具名,u,lib/infrastructure/hips_browser/healpix_browser_qt/app/browser_cli.cpp:837,2.0,未标注,③未见于条文面,
具名,v,lib/infrastructure/hips_browser/healpix_browser_qt/app/browser_cli.cpp:881,1.0,未标注,③未见于条文面,
具名,u,lib/infrastructure/hips_browser/healpix_browser_qt/app/browser_cli.cpp:883,2.0,未标注,③未见于条文面,
具名,mid,lib/infrastructure/hips_browser/healpix_browser_qt/app/stf_bar.cpp:32,0.5,未标注,③未见于条文面,
具名,bar_h,lib/infrastructure/hips_browser/healpix_browser_qt/app/stf_bar.cpp:70,12,未标注,③未见于条文面,
具名,kPad,lib/infrastructure/hips_browser/healpix_browser_qt/app/stf_bar.h:67,10,未标注,③未见于条文面,
具名,kMinWindow,lib/infrastructure/hips_browser/healpix_browser_qt/app/stf_bar.h:68,0.05,未标注,③未见于条文面,
具名,kMidLo,lib/infrastructure/hips_browser/healpix_browser_qt/app/stf_bar.h:69,0.001,未标注,③未见于条文面,
具名,M_PI,lib/infrastructure/hips_browser/healpix_browser_qt/core/gl_renderer.cpp:29,3.14159265358979323846,未标注,③未见于条文面,
具名,MAX_SEGMENTS,lib/infrastructure/hips_browser/healpix_browser_qt/core/gl_renderer.cpp:832,2048,未标注,③未见于条文面,
具名,MAX_SHIFT,lib/infrastructure/hips_browser/healpix_browser_qt/core/gl_renderer.cpp:1243,4,未标注,③未见于条文面,
具名,MAX_PIX_FOR_MESH,lib/infrastructure/hips_browser/healpix_browser_qt/core/gl_renderer.cpp:1338,4000000,未标注,③未见于条文面,
具名,TEX_SIZE,lib/infrastructure/hips_browser/healpix_browser_qt/core/gl_renderer.cpp:1676,1024,未标注,③未见于条文面,
具名,RA_SEGMENTS,lib/infrastructure/hips_browser/healpix_browser_qt/core/gl_renderer.cpp:1914,180,未标注,③未见于条文面,
具名,DEC_SEGMENTS,lib/infrastructure/hips_browser/healpix_browser_qt/core/gl_renderer.cpp:1915,360,未标注,③未见于条文面,
具名,total,lib/infrastructure/hips_browser/healpix_browser_qt/core/healpix_math.cpp:47,12,未标注,②条文有名无值,"docs/contracts/unified_object_registry.json:355 ""total"": 7,"
具名,bit_shift,lib/infrastructure/hips_browser/healpix_browser_qt/core/healpix_math.cpp:82,2,未标注,③未见于条文面,
具名,kTileShift,lib/infrastructure/hips_browser/healpix_browser_qt/core/hips_browser_backend.cpp:33,9,未标注,①条文含值,docs/algorithms/PHASE2_SAMPLER.md:106 | kTileWidth/kTileShift | :75-76 | 512×512 tile，shift=log2(512)=9 |
具名,kTileDim,lib/infrastructure/hips_browser/healpix_browser_qt/core/hips_browser_backend.cpp:35,512,未标注,③未见于条文面,
具名,max,lib/infrastructure/hips_browser/healpix_browser_qt/core/hips_browser_backend.cpp:346,100000,未标注,③未见于条文面,
具名,kPi,lib/infrastructure/hips_browser/healpix_browser_qt/core/hips_sky_view.cpp:22,3.14159265358979323846,未标注,③未见于条文面,
具名,kTileShift,lib/infrastructure/hips_browser/healpix_browser_qt/core/hips_sky_view.cpp:25,9,未标注,①条文含值,docs/algorithms/PHASE2_SAMPLER.md:106 | kTileWidth/kTileShift | :75-76 | 512×512 tile，shift=log2(512)=9 |
具名,mad,lib/infrastructure/hips_browser/healpix_browser_qt/core/hips_sky_view.cpp:54,1.4826,未标注,③未见于条文面,
具名,v,lib/infrastructure/hips_browser/healpix_browser_qt/core/hips_sky_view.cpp:323,1.0,未标注,③未见于条文面,
具名,u,lib/infrastructure/hips_browser/healpix_browser_qt/core/hips_sky_view.cpp:325,2.0,未标注,③未见于条文面,
具名,MAX_LOG_BUFFER,lib/infrastructure/hips_browser/healpix_browser_qt/core/logger.h:29,50000,未标注,③未见于条文面,
具名,MAX_SAMPLE,lib/infrastructure/hips_browser/healpix_browser_qt/widgets/abstract_view.cpp:90,100000,未标注,③未见于条文面,
具名,MAX_SAMPLE,lib/infrastructure/hips_browser/healpix_browser_qt/widgets/abstract_view.cpp:223,100000,未标注,③未见于条文面,
具名,const,lib/infrastructure/hips_browser/healpix_browser_qt/widgets/abstract_view.h:40,0,未标注,①条文含值,"docs/algorithms/COSMETIC_ALGORITHMS.md:248 - `compute_global_mad(const float*, int, float med)`（:50-54）: 复制"
具名,kPi,lib/infrastructure/hips_browser/healpix_browser_qt/widgets/hips_view.cpp:17,3.14159265358979323846,未标注,③未见于条文面,
具名,u,lib/infrastructure/hips_browser/healpix_browser_qt/widgets/hips_view.cpp:130,2.0,未标注,③未见于条文面,
具名,v,lib/infrastructure/hips_browser/healpix_browser_qt/widgets/hips_view.cpp:131,1.0,未标注,③未见于条文面,
具名,M_PI,lib/infrastructure/hips_browser/healpix_browser_qt/widgets/sphere_view.cpp:25,3.14159265358979323846,未标注,③未见于条文面,
具名,MIN_FOV,lib/infrastructure/hips_browser/healpix_browser_qt/widgets/sphere_view.h:102,0.01,未标注,③未见于条文面,
具名,MAX_FOV,lib/infrastructure/hips_browser/healpix_browser_qt/widgets/sphere_view.h:103,50.0,未标注,③未见于条文面,
具名,FOV_SPEED,lib/infrastructure/hips_browser/healpix_browser_qt/widgets/sphere_view.h:105,0.0015,未标注,③未见于条文面,
具名,DRAG_RATIO,lib/infrastructure/hips_browser/healpix_browser_qt/widgets/sphere_view.h:107,0.003,未标注,③未见于条文面,
具名,ARROW_RATIO,lib/infrastructure/hips_browser/healpix_browser_qt/widgets/sphere_view.h:109,0.1,未标注,③未见于条文面,
具名,FOV_STEP,lib/infrastructure/hips_browser/healpix_browser_qt/widgets/sphere_view.h:111,1.2,未标注,③未见于条文面,
具名,kMaxTags,lib/infrastructure/observability/probes/include/astrocs/probe.h:111,8,未标注,③未见于条文面,
具名,ACS_REGISTRY_VERSION_V1,lib/infrastructure/pipeline/module_loader/module_registry.h:40,1u,未标注,③未见于条文面,
具名,ACS_SECURE_LOADER_VERSION_V1,lib/infrastructure/pipeline/module_loader/secure_loader.h:52,1u,未标注,③未见于条文面,
具名,LOAD_HIGH_THRESHOLD,lib/infrastructure/pipeline/orchestrator/cpp/include/admission_controller.h:114,90.0,未标注,③未见于条文面,
具名,LOAD_THROTTLE_THRESHOLD,lib/infrastructure/pipeline/orchestrator/cpp/include/admission_controller.h:115,70.0,未标注,③未见于条文面,
具名,LOAD_FULL_SPEED_THRESHOLD,lib/infrastructure/pipeline/orchestrator/cpp/include/admission_controller.h:116,60.0,未标注,③未见于条文面,
具名,HISTORY_MAX,lib/infrastructure/pipeline/orchestrator/cpp/include/admission_controller.h:142,20,未标注,③未见于条文面,
具名,SUCCESS,lib/infrastructure/pipeline/orchestrator/cpp/include/orchestrator.h:144,0,未标注,①条文含值,docs/algorithms/PLATESOLVE.md:155 - **失败面**：`success == 0` 时 `error_msg` **必须**非空；错误串的内容**必须**点名失败面
具名,GENERIC_ERROR,lib/infrastructure/pipeline/orchestrator/cpp/include/orchestrator.h:145,1,未标注,③未见于条文面,
具名,DLL_LOAD_FAILED,lib/infrastructure/pipeline/orchestrator/cpp/include/orchestrator.h:146,2,未标注,③未见于条文面,
具名,BLOCK_MISSING,lib/infrastructure/pipeline/orchestrator/cpp/include/orchestrator.h:147,3,未标注,①条文含值,docs/algorithms/PLATESOLVE.md:268 :1832；过滤后 0 星 → BLOCK_MISSING :1896；求解失败 → PLATESOLVE_FAILED
具名,CALIBRATE_FAILED,lib/infrastructure/pipeline/orchestrator/cpp/include/orchestrator.h:148,4,未标注,③未见于条文面,
具名,PLATESOLVE_FAILED,lib/infrastructure/pipeline/orchestrator/cpp/include/orchestrator.h:149,5,未标注,②条文有名无值,docs/algorithms/PLATESOLVE.md:254 | orchestrator 调用与写回 | orchestrator.cpp:1967-2049 | 求解调用 :1967；失败 → PL
具名,DRIZZLE_FAILED,lib/infrastructure/pipeline/orchestrator/cpp/include/orchestrator.h:150,6,未标注,③未见于条文面,
具名,CONFIG_ERROR,lib/infrastructure/pipeline/orchestrator/cpp/include/orchestrator.h:151,7,未标注,③未见于条文面,
具名,FILE_IO_ERROR,lib/infrastructure/pipeline/orchestrator/cpp/include/orchestrator.h:152,8,未标注,③未见于条文面,
具名,TIMEOUT,lib/infrastructure/pipeline/orchestrator/cpp/include/orchestrator.h:153,9,未标注,①条文含值,docs/ci/01_CHECKS.md:96 | CHK-REALDATA-E2E | 科学 | 真实数据 E2E（slow/heavy，linux-deep） | `python3 e
具名,CANCELLED,lib/infrastructure/pipeline/orchestrator/cpp/include/orchestrator.h:154,10,未标注,②条文有名无值,"docs/algorithms/PHASE2_SESSION.md:228 stage 标 ""cancelled"" + 返回 ACS_ERR_CANCELLED。"
具名,STAR_DETECT_FAILED,lib/infrastructure/pipeline/orchestrator/cpp/include/orchestrator.h:157,20,未标注,②条文有名无值,docs/algorithms/STAR_DETECTION_ALGORITHMS.md:159 det_count≤0 → STAR_DETECT_FAILED）。
具名,PSF_FAILED,lib/infrastructure/pipeline/orchestrator/cpp/include/orchestrator.h:158,21,未标注,③未见于条文面,
具名,PHOTOMETRIC_FAILED,lib/infrastructure/pipeline/orchestrator/cpp/include/orchestrator.h:159,22,未标注,③未见于条文面,
具名,SNR_FAILED,lib/infrastructure/pipeline/orchestrator/cpp/include/orchestrator.h:160,23,未标注,③未见于条文面,
具名,STACK_FAILED,lib/infrastructure/pipeline/orchestrator/cpp/include/orchestrator.h:161,24,未标注,③未见于条文面,
具名,HISS_INVALID,lib/infrastructure/pipeline/orchestrator/cpp/include/orchestrator.h:162,25,未标注,③未见于条文面,
具名,HCSD_INVALID,lib/infrastructure/pipeline/orchestrator/cpp/include/orchestrator.h:163,26,未标注,③未见于条文面,
具名,MODULE_ABI_UNSUPPORTED,lib/infrastructure/pipeline/orchestrator/cpp/include/orchestrator.h:164,27,未标注,③未见于条文面,
具名,INPUT_INVALID,lib/infrastructure/pipeline/orchestrator/cpp/include/orchestrator.h:165,28,未标注,③未见于条文面,
具名,MODULE_SPECIFIC_BASE,lib/infrastructure/pipeline/orchestrator/cpp/include/orchestrator.h:166,100,未标注,③未见于条文面,
具名,DEFAULT_WINDOW_SEC,lib/infrastructure/pipeline/orchestrator/cpp/include/resource_monitor.h:100,60.0,未标注,③未见于条文面,
具名,DEFAULT_SAMPLE_INTERVAL,lib/infrastructure/pipeline/orchestrator/cpp/include/resource_monitor.h:101,0.5,未标注,③未见于条文面,
具名,PROMOTE_AFTER_DEFERS,lib/infrastructure/pipeline/orchestrator/cpp/include/spill_manager.h:66,3,未标注,③未见于条文面,
具名,MAX_DEFER_SEC,lib/infrastructure/pipeline/orchestrator/cpp/include/spill_manager.h:67,300.0,未标注,③未见于条文面,
具名,default_val,lib/infrastructure/pipeline/orchestrator/cpp/src/checkpoint.cpp:141,0,未标注,③未见于条文面,
具名,default_val,lib/infrastructure/pipeline/orchestrator/cpp/src/checkpoint.cpp:171,0.0,未标注,③未见于条文面,
具名,kSmCols,lib/infrastructure/pipeline/orchestrator/cpp/src/orchestrator.cpp:2424,15,未标注,③未见于条文面,
具名,want,lib/infrastructure/pipeline/orchestrator/cpp/src/orchestrator.cpp:3120,1024,未标注,③未见于条文面,
具名,nside_leaf,lib/infrastructure/pipeline/orchestrator/cpp/src/orchestrator.cpp:3956,1,未标注,①条文含值,"docs/algorithms/PHASE3_RSMP_IMPL.md:226 `ang2pix(nside_leaf)` → 精确 cell（tile=leaf>>18, local 如 §6.4）。"
具名,a_cell,lib/infrastructure/pipeline/orchestrator/cpp/src/orchestrator.cpp:3957,4.0,未标注,②条文有名无值,docs/algorithms/DRIZZLE_GEOMETRY.md:73 :1629；**绝对球面面积**，非无量纲覆盖分数；support = D_p/A_cell 无量纲，语义不变）。
具名,n_pix,lib/infrastructure/pipeline/orchestrator/cpp/src/orchestrator.cpp:3958,512,未标注,②条文有名无值,docs/algorithms/CALIBRATION_ALGORITHMS.md:324 | 内存 | 输出缓冲调用方分配；模块内 std::vector RAII。峰值额外内存: generate_master O(n_fram
具名,kMaxSamples,lib/infrastructure/pipeline/orchestrator/cpp/src/orchestrator.cpp:5016,128,未标注,③未见于条文面,
具名,kMinWorkers,lib/infrastructure/scheduler/src/export_stream.cpp:43,1,未标注,③未见于条文面,
具名,cap,lib/infrastructure/scheduler/src/export_stream.cpp:113,2,未标注,③未见于条文面,
具名,kP1D2R,lib/infrastructure/scheduler/src/module_adapters.cpp:467,0.01745329251994329577,未标注,③未见于条文面,
具名,kP1R2D,lib/infrastructure/scheduler/src/module_adapters.cpp:468,57.29577951308232087680,未标注,③未见于条文面,
具名,kP1FitsPixelOrigin,lib/infrastructure/scheduler/src/module_adapters.cpp:470,1.0,未标注,③未见于条文面,
具名,inv,lib/infrastructure/scheduler/src/module_adapters.cpp:1744,1.0,未标注,③未见于条文面,
具名,kTotal,lib/infrastructure/scheduler/src/module_adapters.cpp:1874,8,未标注,③未见于条文面,
具名,kMaxReruns,lib/infrastructure/scheduler/src/module_adapters.cpp:2011,8,未标注,③未见于条文面,
具名,kGateSleepMs,lib/infrastructure/scheduler/src/module_adapters.cpp:2012,50,未标注,③未见于条文面,
具名,kP1FrameMemSafetyFrac,lib/infrastructure/scheduler/src/module_adapters.cpp:2236,0.75,未标注,③未见于条文面,
具名,kP1BadcolMasterSigmaDefault,lib/infrastructure/scheduler/src/module_adapters.cpp:2735,10.5,未标注,③未见于条文面,
具名,kP1BadcolMasterWideFracMax,lib/infrastructure/scheduler/src/module_adapters.cpp:2746,1e-3,未标注,③未见于条文面,
具名,kP1GuidedMaxStarsLo,lib/infrastructure/scheduler/src/module_adapters.cpp:3298,20000,未标注,③未见于条文面,
具名,kP1GuidedMaxStarsHi,lib/infrastructure/scheduler/src/module_adapters.cpp:3299,50000,未标注,③未见于条文面,
具名,kP1GuidedAsecPerUmPerMm,lib/infrastructure/scheduler/src/module_adapters.cpp:3302,206.265,未标注,③未见于条文面,
具名,cd0_12,lib/infrastructure/scheduler/src/module_adapters.cpp:3558,0.0,未标注,③未见于条文面,
具名,kP9AsecPerUmPerMm,lib/infrastructure/scheduler/src/module_adapters.cpp:4506,206.265,未标注,③未见于条文面,
具名,P1_PHOT_MAX_SIGMA_DEX,lib/infrastructure/scheduler/src/module_adapters.cpp:5327,1.0,未标注,②条文有名无值,docs/design/PHASE1_DETAILED_DESIGN.md:68 `k_photo` 非物理、帧内残差散度超 `P1_PHOT_MAX_SIGMA_DEX`）⇒ **该帧 fail，其余帧照常完成**：
