dx,dy,adrop,sum_prod,sum_a0,rel_prod,rel_a0,bitdiff_leaves
-4.50,0.50,9.401854e-13,9.403092364566e-13,9.403092364567e-13,1.3172e-04,1.3172e-04,0
-4.50,1.00,9.401759e-13,9.401759157226e-13,9.401759157227e-13,1.0547e-13,1.1599e-14,0
-4.50,1.50,9.401754e-13,9.403421701295e-13,9.403421701296e-13,1.7741e-04,1.7741e-04,0
-4.50,2.00,9.401668e-13,9.401668230204e-13,9.401668230205e-13,1.0633e-13,2.1265e-14,0
-4.50,2.50,9.401662e-13,9.402982856405e-13,9.402982856406e-13,1.4047e-04,1.4047e-04,0
-4.50,3.00,9.401652e-13,9.401652384109e-13,9.401652384110e-13,1.0590e-13,1.5466e-14,0
-4.50,3.50,9.401640e-13,9.402428372711e-13,9.402428372711e-13,8.3821e-05,8.3821e-05,0
-4.50,4.00,9.401744e-13,9.401743691200e-13,9.401743691201e-13,9.8378e-14,4.7256e-15,0
-4.50,4.50,9.401725e-13,9.401724656392e-13,9.401724656393e-13,1.0761e-13,1.2888e-15,0
-4.50,5.00,9.401835e-13,9.401816620226e-13,9.401816620227e-13,1.9959e-06,1.9959e-06,0
-4.50,5.50,9.401809e-13,9.401808873920e-13,9.401808873921e-13,1.2394e-13,1.8687e-14,0
-4.50,6.00,9.401783e-13,9.401783365422e-13,9.401783365423e-13,1.0246e-13,2.2769e-14,0
-4.50,6.50,9.401785e-13,9.401376335348e-13,9.401376335349e-13,4.3507e-05,4.3507e-05,0
-4.50,7.00,9.401764e-13,9.401764498262e-13,9.401764498263e-13,1.0633e-13,8.5919e-16,0
-4.50,7.50,9.401760e-13,9.401759901406e-13,9.401759901407e-13,1.0804e-13,1.7399e-14,0
-4.50,8.00,9.401744e-13,9.401167239133e-13,9.401167239134e-13,6.1311e-05,6.1311e-05,0
-4.00,-8.00,9.401813e-13,9.401813070745e-13,9.401813070745e-13,1.2544e-13,7.3461e-14,0
-4.00,-7.50,9.401743e-13,9.401742570186e-13,9.401742570187e-13,9.6230e-14,5.6707e-14,0
-4.00,-7.00,9.401763e-13,9.402347045107e-13,9.402347045108e-13,6.2156e-05,6.2156e-05,0
-4.00,-6.50,9.401801e-13,9.402372729860e-13,9.402372729861e-13,6.0788e-05,6.0788e-05,0
-4.00,-6.00,9.401709e-13,9.402291366936e-13,9.402291366937e-13,6.1892e-05,6.1892e-05,0
-4.00,-5.50,9.401826e-13,9.402371160588e-13,9.402371160589e-13,5.8030e-05,5.8030e-05,0
-4.00,-5.00,9.401747e-13,9.401747006605e-13,9.401747006606e-13,1.0547e-13,2.3413e-14,0
-4.00,-4.50,9.401744e-13,9.401743691071e-13,9.401743691072e-13,1.0353e-13,5.3700e-15,0
-4.00,-4.00,9.401803e-13,9.402129916778e-13,9.402129916779e-13,3.4811e-05,3.4811e-05,0
-4.00,-3.50,9.401831e-13,9.401830950469e-13,9.401830950470e-13,1.1492e-13,1.1169e-14,0
-4.00,-3.00,9.401858e-13,9.401857796611e-13,9.401857796612e-13,1.1169e-13,1.5036e-15,0
-4.00,-2.50,9.401894e-13,9.401893523661e-13,9.401893523662e-13,1.1083e-13,8.3770e-15,0
-4.00,-2.00,9.401734e-13,9.398732277794e-13,9.398732277795e-13,3.1922e-04,3.1922e-04,0
-4.00,-1.50,9.401759e-13,9.401758721680e-13,9.401758721681e-13,1.0031e-13,1.2888e-15,0
-4.00,-1.00,9.401809e-13,9.401808977328e-13,9.401808977329e-13,1.0053e-13,1.7184e-15,0
-4.00,-0.50,9.401645e-13,9.401644837910e-13,9.401644837911e-13,1.0525e-13,4.5108e-15,0
-4.00,0.00,9.401919e-13,9.402481936649e-13,9.402481936650e-13,5.9895e-05,5.9895e-05,0
-4.00,0.50,9.401645e-13,9.403392970965e-13,9.403392970965e-13,1.8594e-04,1.8594e-04,0
-4.00,1.00,9.401809e-13,9.401808977399e-13,9.401808977400e-13,1.0353e-13,2.3198e-14,0
-4.00,1.50,9.401759e-13,9.403805521735e-13,9.403805521736e-13,2.1770e-04,2.1770e-04,0
-4.00,2.00,9.401734e-13,9.401733527568e-13,9.401733527569e-13,1.0633e-13,4.9404e-15,0
-4.00,2.50,9.401894e-13,9.403276447395e-13,9.403276447395e-13,1.4709e-04,1.4709e-04,0
-4.00,3.00,9.401858e-13,9.401857796742e-13,9.401857796743e-13,1.0718e-13,0.0000e+00,0
-4.00,3.50,9.401831e-13,9.401830950603e-13,9.401830950604e-13,1.0439e-13,4.2959e-16,0
-4.00,4.00,9.401803e-13,9.402129916912e-13,9.402129916913e-13,3.4811e-05,3.4811e-05,0
-4.00,4.50,9.401744e-13,9.401743691204e-13,9.401743691205e-13,1.0654e-13,1.1599e-14,0
-4.00,5.00,9.401747e-13,9.401747006735e-13,9.401747006736e-13,1.0740e-13,1.1814e-14,0
-4.00,5.50,9.401826e-13,9.401418899589e-13,9.401418899589e-13,4.3255e-05,4.3255e-05,0
-4.00,6.00,9.401709e-13,9.401709479952e-13,9.401709479953e-13,1.1041e-13,6.0144e-15,0
-4.00,6.50,9.401801e-13,9.401801216732e-13,9.401801216733e-13,1.1019e-13,1.6539e-14,0
-4.00,7.00,9.401763e-13,9.401059359285e-13,9.401059359286e-13,7.4807e-05,7.4807e-05,0
-4.00,7.50,9.401743e-13,9.401742570298e-13,9.401742570299e-13,1.1041e-13,1.2244e-14,0
-4.00,8.00,9.401813e-13,9.401813070854e-13,9.401813070854e-13,9.4726e-14,2.3628e-15,0
-3.50,-8.00,9.401820e-13,9.402309245836e-13,9.402309245837e-13,5.1986e-05,5.1986e-05,0
-3.50,-7.50,9.401752e-13,9.402292838087e-13,9.402292838087e-13,5.7567e-05,5.7567e-05,0
-3.50,-7.00,9.401774e-13,9.401773956305e-13,9.401773956306e-13,9.4082e-14,3.4368e-14,0
-3.50,-6.50,9.401837e-13,9.401836662463e-13,9.401836662464e-13,1.0224e-13,7.5179e-15,0
-3.50,-6.00,9.401725e-13,9.401724734108e-13,9.401724734109e-13,1.0396e-13,1.9762e-14,0
-3.50,-5.50,9.401747e-13,9.401746939717e-13,9.401746939718e-13,9.9667e-14,1.8258e-14,0
-3.50,-5.00,9.401770e-13,9.402627719694e-13,9.402627719695e-13,9.1195e-05,9.1195e-05,0
-3.50,-4.50,9.401640e-13,9.402428372571e-13,9.402428372572e-13,8.3821e-05,8.3821e-05,0
-3.50,-4.00,9.401831e-13,9.401830950457e-13,9.401830950458e-13,1.0568e-13,7.0883e-15,0
-3.50,-3.50,9.401868e-13,9.401868175117e-13,9.401868175118e-13,1.1191e-13,1.7184e-15,0
-3.50,-3.00,9.401893e-13,9.401892743440e-13,9.401892743441e-13,1.0998e-13,9.2362e-15,0
-3.50,-2.50,9.401941e-13,9.400755562676e-13,9.400755562677e-13,1.2606e-04,1.2606e-04,0
-3.50,-2.00,9.401764e-13,9.401763863591e-13,9.401763863592e-13,1.0761e-13,2.1480e-16,0
-3.50,-1.50,9.401799e-13,9.401799098693e-13,9.401799098694e-13,1.0031e-13,3.0072e-15,0
-3.50,-1.00,9.401753e-13,9.401752907239e-13,9.401752907240e-13,9.9667e-14,8.5919e-16,0
-3.50,-0.50,9.401683e-13,9.400639641231e-13,9.400639641232e-13,1.1093e-04,1.1093e-04,0
-3.50,0.00,9.401687e-13,9.401687097869e-13,9.401687097870e-13,1.0031e-13,8.8068e-15,0
-3.50,0.50,9.401683e-13,9.401682591237e-13,9.401682591238e-13,1.0482e-13,9.2364e-15,0
-3.50,1.00,9.401753e-13,9.401752907332e-13,9.401752907333e-13,1.0074e-13,2.7924e-15,0
-3.50,1.50,9.401799e-13,9.401799098814e-13,9.401799098815e-13,1.0461e-13,1.9332e-15,0
-3.50,2.00,9.401764e-13,9.401763863730e-13,9.401763863731e-13,1.0203e-13,3.4368e-15,0
-3.50,2.50,9.401941e-13,9.403179147317e-13,9.403179147317e-13,1.3172e-04,1.3172e-04,0
-3.50,3.00,9.401893e-13,9.401892743591e-13,9.401892743592e-13,9.4940e-14,1.7184e-15,0
-3.50,3.50,9.401868e-13,9.401868175269e-13,9.401868175271e-13,1.1298e-13,1.2888e-15,0
-3.50,4.00,9.401831e-13,9.401830950608e-13,9.401830950609e-13,1.1427e-13,6.8735e-15,0
-3.50,4.50,9.401640e-13,9.401353378096e-13,9.401353378097e-13,3.0520e-05,3.0520e-05,0
-3.50,5.00,9.401770e-13,9.401770328406e-13,9.401770328407e-13,1.0761e-13,8.5919e-16,0
-3.50,5.50,9.401747e-13,9.401746939856e-13,9.401746939857e-13,9.8378e-14,3.8664e-15,0
-3.50,6.00,9.401725e-13,9.400859697826e-13,9.400859697827e-13,9.2008e-05,9.2008e-05,0
-3.50,6.50,9.401837e-13,9.401836662592e-13,9.401836662593e-13,1.0847e-13,4.9403e-15,0
-3.50,7.00,9.401774e-13,9.400739636537e-13,9.400739636538e-13,1.1001e-04,1.1001e-04,0
-3.50,7.50,9.401752e-13,9.401751607257e-13,9.401751607259e-13,1.0783e-13,4.0812e-15,0
-3.50,8.00,9.401820e-13,9.401820485539e-13,9.401820485540e-13,1.0826e-13,4.0811e-15,0
-3.00,-8.00,9.401779e-13,9.401779083669e-13,9.401779083670e-13,7.9690e-14,3.2220e-15,0
-3.00,-7.50,9.401675e-13,9.401675072318e-13,9.401675072319e-13,1.0912e-13,5.5848e-15,0
-3.00,-7.00,9.401694e-13,9.402356012840e-13,9.402356012841e-13,7.0402e-05,7.0402e-05,0
-3.00,-6.50,9.401856e-13,9.402605837269e-13,9.402605837269e-13,7.9797e-05,7.9797e-05,0
-3.00,-6.00,9.401739e-13,9.402566314161e-13,9.402566314162e-13,8.8049e-05,8.8049e-05,0
-3.00,-5.50,9.401764e-13,9.402599978926e-13,9.402599978927e-13,8.8871e-05,8.8871e-05,0
-3.00,-5.00,9.401793e-13,9.401792728827e-13,9.401792728827e-13,1.0761e-13,1.9117e-14,0
-3.00,-4.50,9.401652e-13,9.401652383959e-13,9.401652383960e-13,1.0525e-13,5.3700e-15,0
-3.00,-4.00,9.401858e-13,9.401857796583e-13,9.401857796584e-13,1.0740e-13,1.0740e-14,0
-3.00,-3.50,9.401893e-13,9.401892743423e-13,9.401892743424e-13,9.8376e-14,6.4439e-16,0
-3.00,-3.00,9.401739e-13,9.401967184815e-13,9.401967184816e-13,2.4278e-05,2.4278e-05,0
-3.00,-2.50,9.401771e-13,9.401770911041e-13,9.401770911042e-13,1.1105e-13,2.1480e-15,0
-3.00,-2.00,9.401616e-13,9.401615923708e-13,9.401615923709e-13,1.1041e-13,4.9404e-15,0
-3.00,-1.50,9.401658e-13,9.396619383589e-13,9.396619383590e-13,5.3588e-04,5.3588e-04,0
-3.00,-1.00,9.401822e-13,9.401822458173e-13,9.401822458174e-13,9.8807e-14,1.5036e-15,0
-3.00,-0.50,9.401731e-13,9.401731059506e-13,9.401731059506e-13,9.8378e-14,8.5920e-16,0
-3.00,0.00,9.401738e-13,9.401737508734e-13,9.401737508735e-13,1.0310e-13,2.3628e-15,0
-3.00,0.50,9.401731e-13,9.401731059578e-13,9.401731059579e-13,9.9882e-14,3.2220e-15,0
-3.00,1.00,9.401822e-13,9.405496036337e-13,9.405496036337e-13,3.9073e-04,3.9073e-04,0
-3.00,1.50,9.401658e-13,9.401657532662e-13,9.401657532663e-13,1.0955e-13,8.1624e-15,0
-3.00,2.00,9.401616e-13,9.404191450720e-13,9.404191450721e-13,2.7395e-04,2.7395e-04,0
-3.00,2.50,9.401771e-13,9.401770911217e-13,9.401770911218e-13,1.0611e-13,2.5776e-15,0
-3.00,3.00,9.401739e-13,9.401967184992e-13,9.401967184993e-13,2.4278e-05,2.4278e-05,0
-3.00,3.50,9.401893e-13,9.401892743598e-13,9.401892743599e-13,9.9450e-14,5.7995e-15,0
-3.00,4.00,9.401858e-13,9.401857796753e-13,9.401857796754e-13,1.1105e-13,4.7255e-15,0
-3.00,4.50,9.401652e-13,9.400597894060e-13,9.400597894061e-13,1.1216e-04,1.1216e-04,0
-3.00,5.00,9.401793e-13,9.400738238921e-13,9.400738238922e-13,1.1216e-04,1.1216e-04,0
-3.00,5.50,9.401764e-13,9.401764439045e-13,9.401764439046e-13,1.0912e-13,6.4440e-16,0
-3.00,6.00,9.401739e-13,9.400344702587e-13,9.400344702588e-13,1.4825e-04,1.4825e-04,0
-3.00,6.50,9.401856e-13,9.401855594242e-13,9.401855594243e-13,1.0955e-13,2.1480e-15,0
-3.00,7.00,9.401694e-13,9.401694115050e-13,9.401694115052e-13,1.0933e-13,2.3628e-15,0
-3.00,7.50,9.401675e-13,9.401675072443e-13,9.401675072444e-13,8.9142e-14,2.5776e-15,0
-3.00,8.00,9.401779e-13,9.401779083788e-13,9.401779083789e-13,9.6015e-14,7.9475e-15,0
-2.50,-8.00,9.401787e-13,9.402328591513e-13,9.402328591514e-13,5.7567e-05,5.7567e-05,0
-2.50,-7.50,9.401680e-13,9.402301161784e-13,9.402301161785e-13,6.6070e-05,6.6070e-05,0
-2.50,-7.00,9.401701e-13,9.401700607909e-13,9.401700607910e-13,9.5156e-14,1.5036e-14,0
-2.50,-6.50,9.401872e-13,9.401871843519e-13,9.401871843520e-13,1.2523e-13,2.5131e-14,0
-2.50,-6.00,9.401750e-13,9.401749898401e-13,9.401749898402e-13,1.1427e-13,4.5108e-15,0
-2.50,-5.50,9.401779e-13,9.401779444700e-13,9.401779444701e-13,8.8282e-14,5.6707e-14,0
-2.50,-5.00,9.401813e-13,9.403061692959e-13,9.403061692960e-13,1.3284e-04,1.3284e-04,0
-2.50,-4.50,9.401662e-13,9.402982856245e-13,9.402982856246e-13,1.4047e-04,1.4047e-04,0
-2.50,-4.00,9.401894e-13,9.403276447222e-13,9.403276447223e-13,1.4709e-04,1.4709e-04,0
-2.50,-3.50,9.401941e-13,9.403179147132e-13,9.403179147133e-13,1.3172e-04,1.3172e-04,0
-2.50,-3.00,9.401771e-13,9.401770911020e-13,9.401770911021e-13,1.0461e-13,6.4439e-16,0
-2.50,-2.50,9.401817e-13,9.401816930626e-13,9.401816930627e-13,1.1019e-13,2.1480e-15,0
-2.50,-2.00,9.401628e-13,9.400942070197e-13,9.400942070198e-13,7.3006e-05,7.3006e-05,0
-2.50,-1.50,9.401685e-13,9.401684558809e-13,9.401684558810e-13,1.0482e-13,2.1480e-16,0
-2.50,-1.00,9.401919e-13,9.401918849538e-13,9.401918849539e-13,1.0267e-13,4.2959e-16,0
-2.50,-0.50,9.401794e-13,9.401794156791e-13,9.401794156792e-13,9.7733e-14,6.4439e-16,0
-2.50,0.00,9.401803e-13,9.401802778724e-13,9.401802778725e-13,1.0654e-13,3.8664e-15,0
-2.50,0.50,9.401794e-13,9.401794156900e-13,9.401794156901e-13,1.0697e-13,2.1480e-16,0
-2.50,1.00,9.401919e-13,9.406863367802e-13,9.406863367803e-13,5.2591e-04,5.2591e-04,0
-2.50,1.50,9.401685e-13,9.401684559010e-13,9.401684559011e-13,1.0740e-13,7.0884e-15,0
-2.50,2.00,9.401628e-13,9.403847796057e-13,9.403847796058e-13,2.3606e-04,2.3606e-04,0
-2.50,2.50,9.401817e-13,9.401816930836e-13,9.401816930837e-13,1.0826e-13,3.0072e-15,0
-2.50,3.00,9.401771e-13,9.401770911225e-13,9.401770911227e-13,1.0718e-13,1.9332e-15,0
-2.50,3.50,9.401941e-13,9.400755562838e-13,9.400755562839e-13,1.2606e-04,1.2606e-04,0
-2.50,4.00,9.401894e-13,9.401893523803e-13,9.401893523805e-13,1.1126e-13,7.7326e-15,0
-2.50,4.50,9.401662e-13,9.401662229791e-13,9.401662229792e-13,1.0654e-13,2.1480e-16,0
-2.50,5.00,9.401813e-13,9.399837547871e-13,9.399837547872e-13,2.1009e-04,2.1009e-04,0
-2.50,5.50,9.401779e-13,9.401779444863e-13,9.401779444864e-13,1.0933e-13,4.2960e-16,0
-2.50,6.00,9.401750e-13,9.401749898555e-13,9.401749898556e-13,1.0804e-13,2.5776e-15,0
-2.50,6.50,9.401872e-13,9.401871843664e-13,9.401871843665e-13,9.7303e-14,6.0143e-15,0
-2.50,7.00,9.401701e-13,9.401700608047e-13,9.401700608048e-13,9.4297e-14,7.7328e-15,0
-2.50,7.50,9.401680e-13,9.401679988337e-13,9.401679988338e-13,1.0139e-13,1.2244e-14,0
-2.50,8.00,9.401787e-13,9.401787360689e-13,9.401787360690e-13,9.8592e-14,1.2888e-14,0
-2.00,-8.00,9.401760e-13,9.401759878450e-13,9.401759878451e-13,9.2793e-14,3.5227e-14,0
-2.00,-7.50,9.401737e-13,9.401737127224e-13,9.401737127225e-13,1.2480e-13,8.1624e-15,0
-2.00,-7.00,9.401761e-13,9.401761442800e-13,9.401761442801e-13,1.0396e-13,7.5179e-15,0
-2.00,-6.50,9.401884e-13,9.402712151480e-13,9.402712151481e-13,8.8047e-05,8.8047e-05,0
-2.00,-6.00,9.401758e-13,9.402683388244e-13,9.402683388244e-13,9.8439e-05,9.8439e-05,0
-2.00,-5.50,9.401791e-13,9.402880971242e-13,9.402880971242e-13,1.1598e-04,1.1598e-04,0
-2.00,-5.00,9.401829e-13,9.401828584348e-13,9.401828584349e-13,1.1084e-13,1.1384e-14,0
-2.00,-4.50,9.401668e-13,9.401668230034e-13,9.401668230036e-13,1.0611e-13,3.6301e-14,0
-2.00,-4.00,9.401734e-13,9.401733527382e-13,9.401733527383e-13,1.0676e-13,4.9404e-15,0
-2.00,-3.50,9.401764e-13,9.401763863527e-13,9.401763863528e-13,9.9666e-14,4.2960e-15,0
-2.00,-3.00,9.401616e-13,9.404191450500e-13,9.404191450501e-13,2.7395e-04,2.7395e-04,0
-2.00,-2.50,9.401628e-13,9.403847795819e-13,9.403847795820e-13,2.3606e-04,2.3606e-04,0
-2.00,-2.00,9.401704e-13,9.401703815711e-13,9.401703815712e-13,1.1256e-13,1.2888e-15,0
-2.00,-1.50,9.401760e-13,9.401759519481e-13,9.401759519482e-13,1.0804e-13,2.5776e-15,0
-2.00,-1.00,9.402062e-13,9.402061836313e-13,9.402061836314e-13,1.0482e-13,0.0000e+00,0
-2.00,-0.50,9.401876e-13,9.401875878425e-13,9.401875878426e-13,9.9236e-14,1.0740e-15,0
-2.00,0.00,9.401881e-13,9.406839087813e-13,9.406839087814e-13,5.2735e-04,5.2735e-04,0
-2.00,0.50,9.401876e-13,9.401875878604e-13,9.401875878605e-13,1.0353e-13,3.4367e-15,0
-2.00,1.00,9.402062e-13,9.408291239896e-13,9.408291239896e-13,6.6256e-04,6.6256e-04,0
-2.00,1.50,9.401760e-13,9.401759519740e-13,9.401759519741e-13,1.0568e-13,4.0812e-15,0
-2.00,2.00,9.401704e-13,9.401703815967e-13,9.401703815968e-13,1.1084e-13,6.4440e-16,0
-2.00,2.50,9.401628e-13,9.400942070418e-13,9.400942070419e-13,7.3006e-05,7.3006e-05,0
-2.00,3.00,9.401616e-13,9.401615923898e-13,9.401615923899e-13,1.0998e-13,5.7996e-15,0
-2.00,3.50,9.401764e-13,9.401763863755e-13,9.401763863756e-13,1.0675e-13,2.7924e-15,0
-2.00,4.00,9.401734e-13,9.398732277936e-13,9.398732277937e-13,3.1922e-04,3.1922e-04,0
-2.00,4.50,9.401668e-13,9.401668230234e-13,9.401668230235e-13,1.1019e-13,3.8664e-15,0
-2.00,5.00,9.401829e-13,9.401828584535e-13,9.401828584536e-13,9.9236e-14,3.4368e-15,0
-2.00,5.50,9.401791e-13,9.401790561917e-13,9.401790561918e-13,9.7518e-14,4.5108e-15,0
-2.00,6.00,9.401758e-13,9.401757890055e-13,9.401757890056e-13,1.0418e-13,6.4440e-16,0
-2.00,6.50,9.401884e-13,9.401884342407e-13,9.401884342408e-13,1.0095e-13,1.0740e-15,0
-2.00,7.00,9.401761e-13,9.401761442944e-13,9.401761442945e-13,1.0461e-13,7.0883e-15,0
-2.00,7.50,9.401737e-13,9.401737127360e-13,9.401737127361e-13,9.6015e-14,1.5895e-14,0
-2.00,8.00,9.401760e-13,9.401759878578e-13,9.401759878579e-13,8.5919e-14,1.0096e-14,0
-1.50,-8.00,9.401770e-13,9.402281138838e-13,9.402281138839e-13,5.4327e-05,5.4327e-05,0
-1.50,-7.50,9.401743e-13,9.402314019037e-13,9.402314019038e-13,6.0788e-05,6.0788e-05,0
-1.50,-7.00,9.401768e-13,9.401768328956e-13,9.401768328957e-13,9.1504e-14,6.4439e-15,0
-1.50,-6.50,9.401787e-13,9.401787007876e-13,9.401787007877e-13,1.0096e-13,2.1480e-15,0
-1.50,-6.00,9.401761e-13,9.401761416354e-13,9.401761416355e-13,1.0504e-13,2.0406e-14,0
-1.50,-5.50,9.401743e-13,9.401743193763e-13,9.401743193764e-13,9.6659e-14,1.3103e-14,0
-1.50,-5.00,9.401838e-13,9.403158578167e-13,9.403158578168e-13,1.4046e-04,1.4046e-04,0
-1.50,-4.50,9.401754e-13,9.403421701117e-13,9.403421701118e-13,1.7741e-04,1.7741e-04,0
-1.50,-4.00,9.401759e-13,9.403805521538e-13,9.403805521539e-13,2.1770e-04,2.1770e-04,0
-1.50,-3.50,9.401799e-13,9.401799098594e-13,9.401799098595e-13,1.0461e-13,6.0143e-15,0
-1.50,-3.00,9.401658e-13,9.401657532416e-13,9.401657532417e-13,1.0998e-13,4.2960e-15,0
-1.50,-2.50,9.401685e-13,9.401684558736e-13,9.401684558738e-13,1.0504e-13,3.6516e-15,0
-1.50,-2.00,9.401760e-13,9.401759519440e-13,9.401759519441e-13,1.0654e-13,1.9332e-15,0
-1.50,-1.50,9.401868e-13,9.406826278105e-13,9.406826278105e-13,5.2735e-04,5.2735e-04,0
-1.50,-1.00,9.401642e-13,9.392051842126e-13,9.392051842127e-13,1.0201e-03,1.0201e-03,0
-1.50,-0.50,9.401979e-13,9.389964908230e-13,9.389964908231e-13,1.2778e-03,1.2778e-03,0
-1.50,0.00,9.401473e-13,9.401473059864e-13,9.401473059865e-13,1.0397e-13,1.5036e-15,0
-1.50,0.50,9.401979e-13,9.401979194350e-13,9.401979194351e-13,1.0546e-13,1.9331e-15,0
-1.50,1.00,9.401642e-13,9.401642462767e-13,9.401642462768e-13,1.0418e-13,2.1480e-16,0
-1.50,1.50,9.401868e-13,9.406826278431e-13,9.406826278432e-13,5.2735e-04,5.2735e-04,0
-1.50,2.00,9.401760e-13,9.401759519756e-13,9.401759519757e-13,1.0783e-13,8.5919e-16,0
-1.50,2.50,9.401685e-13,9.401684559038e-13,9.401684559039e-13,1.0461e-13,3.2220e-15,0
-1.50,3.00,9.401658e-13,9.396619383780e-13,9.396619383781e-13,5.3588e-04,5.3588e-04,0
-1.50,3.50,9.401799e-13,9.401799098853e-13,9.401799098854e-13,1.0010e-13,2.5776e-15,0
-1.50,4.00,9.401759e-13,9.401758721816e-13,9.401758721817e-13,1.0010e-13,2.7924e-15,0
-1.50,4.50,9.401754e-13,9.401753696028e-13,9.401753696029e-13,1.0547e-13,2.5776e-15,0
-1.50,5.00,9.401838e-13,9.401837951731e-13,9.401837951732e-13,1.0675e-13,8.5919e-16,0
-1.50,5.50,9.401743e-13,9.400688703885e-13,9.400688703886e-13,1.1216e-04,1.1216e-04,0
-1.50,6.00,9.401761e-13,9.401761416525e-13,9.401761416527e-13,1.0375e-13,9.2363e-15,0
-1.50,6.50,9.401787e-13,9.401787008036e-13,9.401787008037e-13,9.7948e-14,1.5036e-14,0
-1.50,7.00,9.401768e-13,9.401768329105e-13,9.401768329106e-13,1.0289e-13,2.5776e-15,0
-1.50,7.50,9.401743e-13,9.401297428966e-13,9.401297428967e-13,4.7340e-05,4.7340e-05,0
-1.50,8.00,9.401770e-13,9.401770367585e-13,9.401770367585e-13,9.3437e-14,1.9332e-15,0
-1.00,-8.00,9.401796e-13,9.401795754062e-13,9.401795754063e-13,1.0095e-13,9.6659e-15,0
-1.00,-7.50,9.401824e-13,9.402282821045e-13,9.402282821046e-13,4.8771e-05,4.8771e-05,0
-1.00,-7.00,9.401765e-13,9.401765321834e-13,9.401765321835e-13,9.1289e-14,1.8473e-14,0
-1.00,-6.50,9.401794e-13,9.401794461515e-13,9.401794461516e-13,1.1642e-13,1.0095e-14,0
-1.00,-6.00,9.401729e-13,9.402586134066e-13,9.402586134067e-13,9.1195e-05,9.1195e-05,0
-1.00,-5.50,9.401759e-13,9.402853848305e-13,9.402853848306e-13,1.1650e-04,1.1650e-04,0
-1.00,-5.00,9.401794e-13,9.401794326383e-13,9.401794326384e-13,1.0138e-13,1.5036e-14,0
-1.00,-4.50,9.401759e-13,9.401759157043e-13,9.401759157044e-13,1.0461e-13,1.4821e-14,0
-1.00,-4.00,9.401809e-13,9.401808977193e-13,9.401808977194e-13,1.0031e-13,1.6325e-14,0
-1.00,-3.50,9.401753e-13,9.401752907098e-13,9.401752907099e-13,9.8163e-14,2.3628e-15,0
-1.00,-3.00,9.401822e-13,9.405496036067e-13,9.405496036068e-13,3.9073e-04,3.9073e-04,0
-1.00,-2.50,9.401919e-13,9.406863367490e-13,9.406863367490e-13,5.2591e-04,5.2591e-04,0
-1.00,-2.00,9.402062e-13,9.408291239534e-13,9.408291239534e-13,6.6256e-04,6.6256e-04,0
-1.00,-1.50,9.401642e-13,9.401642462363e-13,9.401642462364e-13,1.0461e-13,6.4440e-16,0
-1.00,-1.00,9.401739e-13,9.401738640544e-13,9.401738640545e-13,1.0761e-13,1.0740e-15,0
-1.00,-0.50,9.401323e-13,9.401323064051e-13,9.401323064052e-13,1.0912e-13,2.1481e-16,0
-1.00,0.00,9.401369e-13,9.401368571523e-13,9.401368571524e-13,1.0096e-13,2.1481e-16,0
-1.00,0.50,9.401323e-13,9.428500956488e-13,9.428500956489e-13,2.8909e-03,2.8909e-03,0
-1.00,1.00,9.401739e-13,9.401738640980e-13,9.401738640981e-13,1.0804e-13,1.2888e-15,0
-1.00,1.50,9.401642e-13,9.392051842499e-13,9.392051842499e-13,1.0201e-03,1.0201e-03,0
-1.00,2.00,9.402062e-13,9.402061836607e-13,9.402061836608e-13,1.0589e-13,8.5917e-16,0
-1.00,2.50,9.401919e-13,9.401918849767e-13,9.401918849768e-13,1.0396e-13,1.2888e-15,0
-1.00,3.00,9.401822e-13,9.401822458355e-13,9.401822458356e-13,1.0010e-13,1.9332e-15,0
-1.00,3.50,9.401753e-13,9.401752907388e-13,9.401752907388e-13,9.8593e-14,1.9332e-15,0
-1.00,4.00,9.401809e-13,9.401808977452e-13,9.401808977453e-13,9.9666e-14,1.5036e-15,0
-1.00,4.50,9.401759e-13,9.401759157276e-13,9.401759157277e-13,1.0310e-13,8.5919e-16,0
-1.00,5.00,9.401794e-13,9.401794326594e-13,9.401794326595e-13,1.1105e-13,1.6539e-14,0
-1.00,5.50,9.401759e-13,9.401758558974e-13,9.401758558975e-13,1.0418e-13,8.1623e-15,0
-1.00,6.00,9.401729e-13,9.401363165925e-13,9.401363165926e-13,3.8884e-05,3.8884e-05,0
-1.00,6.50,9.401794e-13,9.401794461680e-13,9.401794461681e-13,9.7303e-14,4.5108e-15,0
-1.00,7.00,9.401765e-13,9.401765321987e-13,9.401765321988e-13,1.0267e-13,4.7256e-15,0
-1.00,7.50,9.401824e-13,9.401672843812e-13,9.401672843813e-13,1.6108e-05,1.6108e-05,0
-1.00,8.00,9.401796e-13,9.401644220319e-13,9.401644220319e-13,1.6118e-05,1.6118e-05,0
-0.50,-8.00,9.401783e-13,9.401783213656e-13,9.401783213657e-13,8.9141e-14,3.4582e-14,0
-0.50,-7.50,9.401810e-13,9.401810344922e-13,9.401810344923e-13,1.1019e-13,2.9212e-14,0
-0.50,-7.00,9.401841e-13,9.401841163180e-13,9.401841163181e-13,1.0117e-13,5.3699e-15,0
-0.50,-6.50,9.401709e-13,9.401708911251e-13,9.401708911252e-13,1.1170e-13,1.1384e-14,0
