dx,dy,adrop,sum_prod,sum_a0,rel_prod,rel_a0,bitdiff_leaves
-0.50,-6.00,9.401736e-13,9.402302444072e-13,9.402302444073e-13,6.0218e-05,6.0218e-05,0
-0.50,-5.50,9.401769e-13,9.402557289174e-13,9.402557289175e-13,8.3820e-05,8.3820e-05,0
-0.50,-5.00,9.401807e-13,9.401806972325e-13,9.401806972326e-13,1.0504e-13,1.6325e-14,0
-0.50,-4.50,9.401854e-13,9.403092364383e-13,9.403092364384e-13,1.3172e-04,1.3172e-04,0
-0.50,-4.00,9.401645e-13,9.403392970757e-13,9.403392970758e-13,1.8594e-04,1.8594e-04,0
-0.50,-3.50,9.401683e-13,9.401682590998e-13,9.401682590999e-13,1.0310e-13,3.2220e-15,0
-0.50,-3.00,9.401731e-13,9.401731059295e-13,9.401731059296e-13,9.8378e-14,4.7256e-15,0
-0.50,-2.50,9.401794e-13,9.401794156556e-13,9.401794156557e-13,1.0568e-13,1.5036e-15,0
-0.50,-2.00,9.401876e-13,9.401875878173e-13,9.401875878174e-13,1.0461e-13,2.5776e-15,0
-0.50,-1.50,9.401979e-13,9.401979193789e-13,9.401979193790e-13,1.0611e-13,8.5917e-16,0
-0.50,-1.00,9.401323e-13,9.428500955779e-13,9.428500955780e-13,2.8909e-03,2.8909e-03,0
-0.50,-0.50,9.401369e-13,9.403676888944e-13,9.403676888945e-13,2.4553e-04,2.4553e-04,0
-0.50,0.00,9.403145e-13,9.639842663705e-13,9.639842663706e-13,2.5172e-02,2.5172e-02,0
-0.50,0.50,9.401369e-13,9.403676890033e-13,9.403676890033e-13,2.4553e-04,2.4553e-04,0
-0.50,1.00,9.401323e-13,9.401323064716e-13,9.401323064717e-13,1.0912e-13,2.1481e-16,0
-0.50,1.50,9.401979e-13,9.389964908649e-13,9.389964908650e-13,1.2778e-03,1.2778e-03,0
-0.50,2.00,9.401876e-13,9.401875878704e-13,9.401875878705e-13,1.0009e-13,1.0740e-15,0
-0.50,2.50,9.401794e-13,9.401794156992e-13,9.401794156993e-13,9.8377e-14,1.5036e-15,0
-0.50,3.00,9.401731e-13,9.401731059661e-13,9.401731059662e-13,9.9022e-14,1.7184e-15,0
-0.50,3.50,9.401683e-13,9.400639641356e-13,9.400639641357e-13,1.1093e-04,1.1093e-04,0
-0.50,4.00,9.401645e-13,9.401644838015e-13,9.401644838016e-13,1.0740e-13,3.6516e-15,0
-0.50,4.50,9.401854e-13,9.401853981756e-13,9.401853981757e-13,1.0375e-13,7.5179e-15,0
-0.50,5.00,9.401807e-13,9.401806972544e-13,9.401806972545e-13,9.6444e-14,2.5776e-15,0
-0.50,5.50,9.401769e-13,9.401769231036e-13,9.401769231037e-13,1.0418e-13,5.3700e-15,0
-0.50,6.00,9.401736e-13,9.401736293131e-13,9.401736293132e-13,1.0847e-13,7.5180e-15,0
-0.50,6.50,9.401709e-13,9.401708911419e-13,9.401708911420e-13,9.7519e-14,1.4606e-14,0
-0.50,7.00,9.401841e-13,9.401841163337e-13,9.401841163338e-13,9.9236e-14,6.2291e-15,0
-0.50,7.50,9.401810e-13,9.401810345068e-13,9.401810345069e-13,1.1599e-13,4.2959e-15,0
-0.50,8.00,9.401783e-13,9.401852427786e-13,9.401852427787e-13,7.3618e-06,7.3618e-06,0
0.00,-8.00,9.401785e-13,9.402037927710e-13,9.402037927711e-13,2.6930e-05,2.6930e-05,0
0.00,-7.50,9.401812e-13,9.401812187707e-13,9.401812187707e-13,9.6444e-14,2.2124e-14,0
0.00,-7.00,9.401687e-13,9.401686672030e-13,9.401686672031e-13,1.1363e-13,6.0144e-15,0
0.00,-6.50,9.401711e-13,9.401710753936e-13,9.401710753937e-13,1.0719e-13,1.2888e-14,0
0.00,-6.00,9.401739e-13,9.401739430601e-13,9.401739430602e-13,1.0096e-13,8.8068e-15,0
0.00,-5.50,9.401772e-13,9.401772179417e-13,9.401772179418e-13,1.0697e-13,1.5465e-14,0
0.00,-5.00,9.401812e-13,9.401812484273e-13,9.401812484274e-13,1.0482e-13,4.2959e-16,0
0.00,-4.50,9.401859e-13,9.401858997998e-13,9.401858997999e-13,1.0761e-13,1.1599e-14,0
0.00,-4.00,9.401919e-13,9.402481936448e-13,9.402481936449e-13,5.9895e-05,5.9895e-05,0
0.00,-3.50,9.401687e-13,9.401687097637e-13,9.401687097638e-13,1.0031e-13,3.2220e-15,0
0.00,-3.00,9.401738e-13,9.401737508460e-13,9.401737508461e-13,9.9882e-14,3.2220e-15,0
0.00,-2.50,9.401803e-13,9.401802778389e-13,9.401802778390e-13,1.0632e-13,2.1480e-16,0
0.00,-2.00,9.401881e-13,9.406839087380e-13,9.406839087381e-13,5.2735e-04,5.2735e-04,0
0.00,-1.50,9.401473e-13,9.401473059258e-13,9.401473059259e-13,1.0440e-13,0.0000e+00,0
0.00,-1.00,9.401369e-13,9.401368570586e-13,9.401368570586e-13,1.0096e-13,4.2961e-16,0
0.00,-0.50,9.403145e-13,9.639842662767e-13,9.639842662768e-13,2.5172e-02,2.5172e-02,0
0.00,0.00,9.401369e-13,9.401368574130e-13,9.401368574131e-13,8.9790e-14,2.1481e-16,0
0.00,0.50,9.403145e-13,9.639842664074e-13,9.639842664075e-13,2.5172e-02,2.5172e-02,0
0.00,1.00,9.401369e-13,9.401368571892e-13,9.401368571893e-13,1.0096e-13,8.5923e-16,0
0.00,1.50,9.401473e-13,9.401473060103e-13,9.401473060104e-13,1.0461e-13,1.2888e-15,0
0.00,2.00,9.401881e-13,9.406839087983e-13,9.406839087984e-13,5.2735e-04,5.2735e-04,0
0.00,2.50,9.401803e-13,9.401802778856e-13,9.401802778857e-13,1.0697e-13,2.1480e-15,0
0.00,3.00,9.401738e-13,9.401737508842e-13,9.401737508843e-13,1.0439e-13,1.0740e-15,0
0.00,3.50,9.401687e-13,9.401687097960e-13,9.401687097961e-13,1.0160e-13,9.8808e-15,0
0.00,4.00,9.401919e-13,9.402481936729e-13,9.402481936729e-13,5.9895e-05,5.9895e-05,0
0.00,4.50,9.401859e-13,9.401858998246e-13,9.401858998247e-13,1.0375e-13,9.0214e-15,0
0.00,5.00,9.401812e-13,9.401812484495e-13,9.401812484496e-13,9.9451e-14,1.2458e-14,0
0.00,5.50,9.401772e-13,9.401772179618e-13,9.401772179619e-13,1.0761e-13,8.5919e-16,0
0.00,6.00,9.401739e-13,9.401739430785e-13,9.401739430786e-13,1.0310e-13,1.3747e-14,0
0.00,6.50,9.401711e-13,9.401710754105e-13,9.401710754106e-13,1.0633e-13,9.8808e-15,0
0.00,7.00,9.401687e-13,9.401686672187e-13,9.401686672188e-13,1.2437e-13,2.6206e-14,0
0.00,7.50,9.401812e-13,9.401812187853e-13,9.401812187854e-13,1.0761e-13,1.3747e-14,0
0.00,8.00,9.401785e-13,9.402037927848e-13,9.402037927848e-13,2.6930e-05,2.6930e-05,0
0.50,-8.00,9.401783e-13,9.401852427646e-13,9.401852427647e-13,7.3618e-06,7.3618e-06,0
0.50,-7.50,9.401810e-13,9.401810344918e-13,9.401810344919e-13,1.1169e-13,3.2220e-15,0
0.50,-7.00,9.401841e-13,9.401841163175e-13,9.401841163176e-13,9.6873e-14,4.0811e-15,0
0.50,-6.50,9.401709e-13,9.401708911245e-13,9.401708911246e-13,1.0525e-13,1.8473e-14,0
0.50,-6.00,9.401736e-13,9.401736292941e-13,9.401736292942e-13,1.0139e-13,1.2888e-15,0
0.50,-5.50,9.401769e-13,9.401769230828e-13,9.401769230829e-13,1.1427e-13,0.0000e+00,0
0.50,-5.00,9.401807e-13,9.401806972315e-13,9.401806972316e-13,9.9881e-14,6.4439e-15,0
0.50,-4.50,9.401854e-13,9.401853981499e-13,9.401853981500e-13,1.0375e-13,1.0095e-14,0
0.50,-4.00,9.401645e-13,9.401644837724e-13,9.401644837725e-13,1.0697e-13,8.5920e-16,0
0.50,-3.50,9.401683e-13,9.400639641020e-13,9.400639641021e-13,1.1093e-04,1.1093e-04,0
0.50,-3.00,9.401731e-13,9.401731059264e-13,9.401731059265e-13,9.8378e-14,4.2960e-16,0
0.50,-2.50,9.401794e-13,9.401794156509e-13,9.401794156510e-13,9.7518e-14,1.2888e-15,0
0.50,-2.00,9.401876e-13,9.401875878095e-13,9.401875878096e-13,9.9450e-14,2.1480e-16,0
0.50,-1.50,9.401979e-13,9.389964907853e-13,9.389964907854e-13,1.2778e-03,1.2778e-03,0
0.50,-1.00,9.401323e-13,9.401323063702e-13,9.401323063703e-13,1.0977e-13,2.1481e-16,0
0.50,-0.50,9.401369e-13,9.403676888470e-13,9.403676888471e-13,2.4553e-04,2.4553e-04,0
0.50,0.00,9.403145e-13,9.639842663136e-13,9.639842663137e-13,2.5172e-02,2.5172e-02,0
0.50,0.50,9.401369e-13,9.403676889559e-13,9.403676889560e-13,2.4553e-04,2.4553e-04,0
0.50,1.00,9.401323e-13,9.428500956239e-13,9.428500956240e-13,2.8909e-03,2.8909e-03,0
0.50,1.50,9.401979e-13,9.401979194300e-13,9.401979194302e-13,1.0675e-13,8.5917e-16,0
0.50,2.00,9.401876e-13,9.401875878626e-13,9.401875878627e-13,1.0439e-13,2.1480e-15,0
0.50,2.50,9.401794e-13,9.401794156944e-13,9.401794156945e-13,1.0611e-13,2.1480e-16,0
0.50,3.00,9.401731e-13,9.401731059629e-13,9.401731059630e-13,1.0096e-13,2.3628e-15,0
0.50,3.50,9.401683e-13,9.401682591289e-13,9.401682591290e-13,1.0504e-13,7.7328e-15,0
0.50,4.00,9.401645e-13,9.403392971015e-13,9.403392971016e-13,1.8594e-04,1.8594e-04,0
0.50,4.50,9.401854e-13,9.403092364614e-13,9.403092364615e-13,1.3172e-04,1.3172e-04,0
0.50,5.00,9.401807e-13,9.401806972534e-13,9.401806972535e-13,1.0181e-13,5.1551e-15,0
0.50,5.50,9.401769e-13,9.402557289365e-13,9.402557289366e-13,8.3820e-05,8.3820e-05,0
0.50,6.00,9.401736e-13,9.402302444248e-13,9.402302444249e-13,6.0218e-05,6.0218e-05,0
0.50,6.50,9.401709e-13,9.401708911413e-13,9.401708911414e-13,9.4941e-14,4.0812e-15,0
0.50,7.00,9.401841e-13,9.401841163332e-13,9.401841163332e-13,1.1320e-13,1.6754e-14,0
0.50,7.50,9.401810e-13,9.401810345064e-13,9.401810345064e-13,1.1384e-13,5.6062e-14,0
0.50,8.00,9.401783e-13,9.401783213789e-13,9.401783213790e-13,1.0439e-13,3.0072e-14,0
1.00,-8.00,9.401796e-13,9.401644220176e-13,9.401644220177e-13,1.6118e-05,1.6118e-05,0
1.00,-7.50,9.401824e-13,9.401672843660e-13,9.401672843660e-13,1.6108e-05,1.6108e-05,0
1.00,-7.00,9.401765e-13,9.401765321824e-13,9.401765321824e-13,1.0740e-13,1.1384e-14,0
1.00,-6.50,9.401794e-13,9.401794461503e-13,9.401794461504e-13,1.0181e-13,4.7255e-15,0
1.00,-6.00,9.401729e-13,9.401363165734e-13,9.401363165734e-13,3.8884e-05,3.8884e-05,0
1.00,-5.50,9.401759e-13,9.401758558764e-13,9.401758558765e-13,1.0804e-13,7.3032e-15,0
1.00,-5.00,9.401794e-13,9.401794326363e-13,9.401794326364e-13,1.0761e-13,9.6659e-15,0
1.00,-4.50,9.401759e-13,9.401759157019e-13,9.401759157020e-13,1.0396e-13,6.0144e-15,0
1.00,-4.00,9.401809e-13,9.401808977162e-13,9.401808977163e-13,9.8592e-14,1.7184e-15,0
1.00,-3.50,9.401753e-13,9.401752907058e-13,9.401752907059e-13,9.7519e-14,2.1480e-16,0
1.00,-3.00,9.401822e-13,9.401822457974e-13,9.401822457975e-13,9.9666e-14,8.5919e-16,0
1.00,-2.50,9.401919e-13,9.401918849324e-13,9.401918849325e-13,1.0310e-13,4.2959e-16,0
1.00,-2.00,9.402062e-13,9.402061836093e-13,9.402061836094e-13,1.0460e-13,1.5035e-15,0
1.00,-1.50,9.401642e-13,9.392051841921e-13,9.392051841922e-13,1.0201e-03,1.0201e-03,0
1.00,-1.00,9.401739e-13,9.401738640355e-13,9.401738640356e-13,1.0718e-13,4.2960e-16,0
1.00,-0.50,9.401323e-13,9.428500955531e-13,9.428500955532e-13,2.8909e-03,2.8909e-03,0
1.00,0.00,9.401369e-13,9.401368570955e-13,9.401368570956e-13,1.0053e-13,6.4442e-16,0
1.00,0.50,9.401323e-13,9.401323064367e-13,9.401323064368e-13,1.0934e-13,4.2962e-16,0
1.00,1.00,9.401739e-13,9.401738640791e-13,9.401738640792e-13,1.0783e-13,1.7184e-15,0
1.00,1.50,9.401642e-13,9.401642462635e-13,9.401642462636e-13,1.0396e-13,1.9332e-15,0
1.00,2.00,9.402062e-13,9.408291239831e-13,9.408291239832e-13,6.6256e-04,6.6256e-04,0
1.00,2.50,9.401919e-13,9.406863367781e-13,9.406863367782e-13,5.2591e-04,5.2591e-04,0
1.00,3.00,9.401822e-13,9.405496036339e-13,9.405496036340e-13,3.9073e-04,3.9073e-04,0
1.00,3.50,9.401753e-13,9.401752907347e-13,9.401752907348e-13,9.7519e-14,5.5848e-15,0
1.00,4.00,9.401809e-13,9.401808977421e-13,9.401808977422e-13,1.0332e-13,1.1169e-14,0
1.00,4.50,9.401759e-13,9.401759157252e-13,9.401759157253e-13,9.9022e-14,2.9857e-14,0
1.00,5.00,9.401794e-13,9.401794326575e-13,9.401794326575e-13,1.0267e-13,2.1480e-16,0
1.00,5.50,9.401759e-13,9.402853848483e-13,9.402853848484e-13,1.1650e-04,1.1650e-04,0
1.00,6.00,9.401729e-13,9.402586134231e-13,9.402586134232e-13,9.1195e-05,9.1195e-05,0
1.00,6.50,9.401794e-13,9.401794461668e-13,9.401794461670e-13,1.0053e-13,2.7494e-14,0
1.00,7.00,9.401765e-13,9.401765321977e-13,9.401765321978e-13,1.0224e-13,2.8998e-14,0
1.00,7.50,9.401824e-13,9.402282821180e-13,9.402282821180e-13,4.8771e-05,4.8771e-05,0
1.00,8.00,9.401796e-13,9.401795754190e-13,9.401795754191e-13,1.1105e-13,1.3532e-14,0
1.50,-8.00,9.401770e-13,9.401770367441e-13,9.401770367442e-13,9.7948e-14,8.1623e-15,0
1.50,-7.50,9.401743e-13,9.401297428814e-13,9.401297428814e-13,4.7340e-05,4.7340e-05,0
1.50,-7.00,9.401768e-13,9.401768328941e-13,9.401768328942e-13,9.9452e-14,0.0000e+00,0
1.50,-6.50,9.401787e-13,9.401787007860e-13,9.401787007861e-13,9.9881e-14,3.0072e-15,0
1.50,-6.00,9.401761e-13,9.401761416334e-13,9.401761416335e-13,1.0224e-13,5.5848e-15,0
1.50,-5.50,9.401743e-13,9.400688703677e-13,9.400688703677e-13,1.1216e-04,1.1216e-04,0
1.50,-5.00,9.401838e-13,9.401837951503e-13,9.401837951504e-13,1.0589e-13,8.5919e-16,0
1.50,-4.50,9.401754e-13,9.401753695777e-13,9.401753695778e-13,9.9881e-14,6.4440e-16,0
1.50,-4.00,9.401759e-13,9.401758721537e-13,9.401758721538e-13,1.0267e-13,2.1480e-15,0
1.50,-3.50,9.401799e-13,9.401799098541e-13,9.401799098542e-13,1.0181e-13,8.5919e-16,0
1.50,-3.00,9.401658e-13,9.396619383432e-13,9.396619383432e-13,5.3588e-04,5.3588e-04,0
1.50,-2.50,9.401685e-13,9.401684558649e-13,9.401684558650e-13,1.0547e-13,2.7924e-15,0
1.50,-2.00,9.401760e-13,9.401759519327e-13,9.401759519328e-13,1.0890e-13,1.9332e-15,0
1.50,-1.50,9.401868e-13,9.406826277962e-13,9.406826277963e-13,5.2735e-04,5.2735e-04,0
1.50,-1.00,9.401642e-13,9.401642462230e-13,9.401642462231e-13,1.0418e-13,4.2960e-16,0
1.50,-0.50,9.401979e-13,9.401979193739e-13,9.401979193740e-13,1.0632e-13,1.9331e-15,0
1.50,0.00,9.401473e-13,9.401473059497e-13,9.401473059498e-13,1.0440e-13,1.2888e-15,0
1.50,0.50,9.401979e-13,9.389964908272e-13,9.389964908273e-13,1.2778e-03,1.2778e-03,0
1.50,1.00,9.401642e-13,9.392051842294e-13,9.392051842295e-13,1.0201e-03,1.0201e-03,0
1.50,1.50,9.401868e-13,9.406826278289e-13,9.406826278290e-13,5.2735e-04,5.2735e-04,0
1.50,2.00,9.401760e-13,9.401759519644e-13,9.401759519645e-13,1.0783e-13,2.7924e-15,0
1.50,2.50,9.401685e-13,9.401684558951e-13,9.401684558952e-13,1.0912e-13,4.2960e-16,0
1.50,3.00,9.401658e-13,9.401657532630e-13,9.401657532631e-13,1.0998e-13,6.0144e-15,0
1.50,3.50,9.401799e-13,9.401799098800e-13,9.401799098801e-13,1.0675e-13,9.2363e-15,0
1.50,4.00,9.401759e-13,9.403805521733e-13,9.403805521734e-13,2.1770e-04,2.1770e-04,0
1.50,4.50,9.401754e-13,9.403421701301e-13,9.403421701302e-13,1.7741e-04,1.7741e-04,0
1.50,5.00,9.401838e-13,9.403158578340e-13,9.403158578340e-13,1.4046e-04,1.4046e-04,0
1.50,5.50,9.401743e-13,9.401743193925e-13,9.401743193926e-13,1.0203e-13,9.6659e-15,0
1.50,6.00,9.401761e-13,9.401761416506e-13,9.401761416506e-13,1.0847e-13,4.4893e-14,0
1.50,6.50,9.401787e-13,9.401787008020e-13,9.401787008021e-13,9.1933e-14,2.0621e-14,0
1.50,7.00,9.401768e-13,9.401768329091e-13,9.401768329092e-13,9.7304e-14,2.3628e-15,0
1.50,7.50,9.401743e-13,9.402314019165e-13,9.402314019165e-13,6.0788e-05,6.0788e-05,0
1.50,8.00,9.401770e-13,9.402281138960e-13,9.402281138960e-13,5.4327e-05,5.4327e-05,0
2.00,-8.00,9.401760e-13,9.401759878436e-13,9.401759878436e-13,9.1934e-14,2.3843e-14,0
2.00,-7.50,9.401737e-13,9.401737127208e-13,9.401737127209e-13,9.4941e-14,2.1480e-14,0
2.00,-7.00,9.401761e-13,9.401761442781e-13,9.401761442782e-13,1.0396e-13,6.4440e-15,0
2.00,-6.50,9.401884e-13,9.401884342233e-13,9.401884342234e-13,1.0310e-13,9.2362e-15,0
2.00,-6.00,9.401758e-13,9.401757889867e-13,9.401757889868e-13,1.0310e-13,1.9332e-15,0
2.00,-5.50,9.401791e-13,9.401790561714e-13,9.401790561715e-13,1.0203e-13,0.0000e+00,0
2.00,-5.00,9.401829e-13,9.401828584314e-13,9.401828584315e-13,9.9236e-14,4.2959e-15,0
2.00,-4.50,9.401668e-13,9.401668229994e-13,9.401668229995e-13,1.1191e-13,1.2888e-15,0
2.00,-4.00,9.401734e-13,9.398732277673e-13,9.398732277674e-13,3.1922e-04,3.1922e-04,0
2.00,-3.50,9.401764e-13,9.401763863467e-13,9.401763863468e-13,1.0955e-13,2.1480e-15,0
2.00,-3.00,9.401616e-13,9.401615923584e-13,9.401615923585e-13,1.1170e-13,6.4441e-16,0
2.00,-2.50,9.401628e-13,9.400942070077e-13,9.400942070078e-13,7.3006e-05,7.3006e-05,0
2.00,-2.00,9.401704e-13,9.401703815599e-13,9.401703815601e-13,1.1019e-13,3.2220e-15,0
2.00,-1.50,9.401760e-13,9.401759519344e-13,9.401759519345e-13,1.0826e-13,2.1480e-16,0
2.00,-1.00,9.402062e-13,9.408291239469e-13,9.408291239469e-13,6.6256e-04,6.6256e-04,0
2.00,-0.50,9.401876e-13,9.401875878194e-13,9.401875878195e-13,1.0568e-13,1.0740e-15,0
2.00,0.00,9.401881e-13,9.406839087551e-13,9.406839087551e-13,5.2735e-04,5.2735e-04,0
2.00,0.50,9.401876e-13,9.401875878373e-13,9.401875878374e-13,9.7947e-14,2.7923e-15,0
2.00,1.00,9.402062e-13,9.402061836387e-13,9.402061836388e-13,1.0439e-13,1.2887e-15,0
2.00,1.50,9.401760e-13,9.401759519603e-13,9.401759519604e-13,1.0869e-13,4.2960e-15,0
2.00,2.00,9.401704e-13,9.401703815856e-13,9.401703815857e-13,1.1019e-13,5.3700e-15,0
2.00,2.50,9.401628e-13,9.403847795978e-13,9.403847795979e-13,2.3606e-04,2.3606e-04,0
2.00,3.00,9.401616e-13,9.404191450666e-13,9.404191450667e-13,2.7395e-04,2.7395e-04,0
2.00,3.50,9.401764e-13,9.401763863695e-13,9.401763863696e-13,9.9881e-14,4.9404e-15,0
2.00,4.00,9.401734e-13,9.401733527547e-13,9.401733527548e-13,1.0955e-13,4.2960e-16,0
2.00,4.50,9.401668e-13,9.401668230194e-13,9.401668230195e-13,1.0482e-13,3.7375e-14,0
2.00,5.00,9.401829e-13,9.401828584501e-13,9.401828584502e-13,1.1019e-13,5.3699e-15,0
2.00,5.50,9.401791e-13,9.402880971387e-13,9.402880971388e-13,1.1598e-04,1.1598e-04,0
2.00,6.00,9.401758e-13,9.402683388382e-13,9.402683388383e-13,9.8439e-05,9.8439e-05,0
2.00,6.50,9.401884e-13,9.402712151612e-13,9.402712151613e-13,8.8047e-05,8.8047e-05,0
2.00,7.00,9.401761e-13,9.401761442925e-13,9.401761442926e-13,9.9666e-14,2.1050e-14,0
2.00,7.50,9.401737e-13,9.401737127344e-13,9.401737127345e-13,9.2793e-14,2.5991e-14,0
2.00,8.00,9.401760e-13,9.401759878564e-13,9.401759878565e-13,9.6230e-14,1.8902e-14,0
2.50,-8.00,9.401787e-13,9.401787360548e-13,9.401787360549e-13,1.0890e-13,4.2960e-16,0
2.50,-7.50,9.401680e-13,9.401679988187e-13,9.401679988188e-13,1.0654e-13,1.1384e-14,0
2.50,-7.00,9.401701e-13,9.401700607887e-13,9.401700607888e-13,9.5371e-14,9.0216e-15,0
2.50,-6.50,9.401872e-13,9.401871843494e-13,9.401871843495e-13,9.8162e-14,4.5107e-15,0
2.50,-6.00,9.401750e-13,9.401749898372e-13,9.401749898373e-13,1.0740e-13,5.1552e-15,0
2.50,-5.50,9.401779e-13,9.401779444667e-13,9.401779444668e-13,1.1105e-13,4.2960e-16,0
2.50,-5.00,9.401813e-13,9.399837547660e-13,9.399837547661e-13,2.1009e-04,2.1009e-04,0
2.50,-4.50,9.401662e-13,9.401662229564e-13,9.401662229565e-13,1.1084e-13,2.3628e-15,0
2.50,-4.00,9.401894e-13,9.401893523558e-13,9.401893523560e-13,1.1277e-13,6.2291e-15,0
2.50,-3.50,9.401941e-13,9.400755562575e-13,9.400755562576e-13,1.2606e-04,1.2606e-04,0
2.50,-3.00,9.401771e-13,9.401770910943e-13,9.401770910944e-13,1.0933e-13,1.0740e-15,0
2.50,-2.50,9.401817e-13,9.401816930535e-13,9.401816930536e-13,1.0890e-13,2.1480e-16,0
2.50,-2.00,9.401628e-13,9.403847795740e-13,9.403847795741e-13,2.3606e-04,2.3606e-04,0
2.50,-1.50,9.401685e-13,9.401684558677e-13,9.401684558678e-13,1.0933e-13,3.6516e-15,0
2.50,-1.00,9.401919e-13,9.406863367468e-13,9.406863367469e-13,5.2591e-04,5.2591e-04,0
2.50,-0.50,9.401794e-13,9.401794156601e-13,9.401794156602e-13,1.0826e-13,2.1480e-16,0
2.50,0.00,9.401803e-13,9.401802778521e-13,9.401802778522e-13,1.0611e-13,8.5919e-16,0
2.50,0.50,9.401794e-13,9.401794156710e-13,9.401794156711e-13,9.7089e-14,1.0740e-15,0
2.50,1.00,9.401919e-13,9.401918849553e-13,9.401918849554e-13,1.0289e-13,6.4438e-16,0
2.50,1.50,9.401685e-13,9.401684558879e-13,9.401684558880e-13,1.0267e-13,1.9332e-15,0
2.50,2.00,9.401628e-13,9.400942070297e-13,9.400942070298e-13,7.3006e-05,7.3006e-05,0
2.50,2.50,9.401817e-13,9.401816930745e-13,9.401816930746e-13,1.1169e-13,2.1480e-15,0
2.50,3.00,9.401771e-13,9.401770911149e-13,9.401770911150e-13,1.0718e-13,5.5848e-15,0
2.50,3.50,9.401941e-13,9.403179147267e-13,9.403179147268e-13,1.3172e-04,1.3172e-04,0
2.50,4.00,9.401894e-13,9.403276447359e-13,9.403276447360e-13,1.4709e-04,1.4709e-04,0
2.50,4.50,9.401662e-13,9.402982856381e-13,9.402982856382e-13,1.4047e-04,1.4047e-04,0
2.50,5.00,9.401813e-13,9.403061693093e-13,9.403061693093e-13,1.3284e-04,1.3284e-04,0
2.50,5.50,9.401779e-13,9.401779444830e-13,9.401779444831e-13,8.1838e-14,4.2745e-14,0
2.50,6.00,9.401750e-13,9.401749898526e-13,9.401749898527e-13,1.1556e-13,5.5848e-15,0
2.50,6.50,9.401872e-13,9.401871843639e-13,9.401871843640e-13,1.1126e-13,1.5680e-14,0
2.50,7.00,9.401701e-13,9.401700608025e-13,9.401700608025e-13,9.1505e-14,3.0502e-14,0
2.50,7.50,9.401680e-13,9.402301161895e-13,9.402301161896e-13,6.6070e-05,6.6070e-05,0
2.50,8.00,9.401787e-13,9.402328591620e-13,9.402328591620e-13,5.7567e-05,5.7567e-05,0
3.00,-8.00,9.401779e-13,9.401779083649e-13,9.401779083650e-13,9.1289e-14,1.5680e-14,0
3.00,-7.50,9.401675e-13,9.401675072296e-13,9.401675072297e-13,9.3868e-14,8.5920e-16,0
3.00,-7.00,9.401694e-13,9.401694114895e-13,9.401694114896e-13,1.0976e-13,2.3628e-15,0
3.00,-6.50,9.401856e-13,9.401855594077e-13,9.401855594078e-13,1.0955e-13,5.7995e-15,0
3.00,-6.00,9.401739e-13,9.400344702411e-13,9.400344702412e-13,1.4825e-04,1.4825e-04,0
3.00,-5.50,9.401764e-13,9.401764438857e-13,9.401764438858e-13,1.0976e-13,2.1480e-15,0
3.00,-5.00,9.401793e-13,9.400738238721e-13,9.400738238722e-13,1.1216e-04,1.1216e-04,0
3.00,-4.50,9.401652e-13,9.400597893847e-13,9.400597893848e-13,1.1216e-04,1.1216e-04,0
3.00,-4.00,9.401858e-13,9.401857796526e-13,9.401857796527e-13,1.1341e-13,1.7184e-15,0
3.00,-3.50,9.401893e-13,9.401892743358e-13,9.401892743358e-13,1.0396e-13,2.5775e-15,0
3.00,-3.00,9.401739e-13,9.401967184739e-13,9.401967184739e-13,2.4278e-05,2.4278e-05,0
3.00,-2.50,9.401771e-13,9.401770910952e-13,9.401770910953e-13,1.0740e-13,4.9404e-15,0
3.00,-2.00,9.401616e-13,9.404191450446e-13,9.404191450447e-13,2.7395e-04,2.7395e-04,0
3.00,-1.50,9.401658e-13,9.401657532384e-13,9.401657532385e-13,1.1191e-13,0.0000e+00,0
3.00,-1.00,9.401822e-13,9.405496036070e-13,9.405496036070e-13,3.9073e-04,3.9073e-04,0
3.00,-0.50,9.401731e-13,9.401731059347e-13,9.401731059348e-13,1.0010e-13,3.8664e-15,0
3.00,0.00,9.401738e-13,9.401737508568e-13,9.401737508569e-13,1.0396e-13,1.2888e-15,0
3.00,0.50,9.401731e-13,9.401731059419e-13,9.401731059420e-13,9.9022e-14,8.5920e-16,0
3.00,1.00,9.401822e-13,9.401822458156e-13,9.401822458157e-13,1.0031e-13,2.1480e-16,0
3.00,1.50,9.401658e-13,9.396619383622e-13,9.396619383623e-13,5.3588e-04,5.3588e-04,0
3.00,2.00,9.401616e-13,9.401615923773e-13,9.401615923774e-13,1.1170e-13,1.5036e-15,0
3.00,2.50,9.401771e-13,9.401770911127e-13,9.401770911128e-13,1.0697e-13,4.5108e-15,0
3.00,3.00,9.401739e-13,9.401967184915e-13,9.401967184916e-13,2.4278e-05,2.4278e-05,0
3.00,3.50,9.401893e-13,9.401892743532e-13,9.401892743533e-13,1.0052e-13,6.4439e-16,0
3.00,4.00,9.401858e-13,9.401857796696e-13,9.401857796697e-13,1.1255e-13,1.0740e-15,0
3.00,4.50,9.401652e-13,9.401652384075e-13,9.401652384075e-13,9.7305e-14,6.4440e-16,0
3.00,5.00,9.401793e-13,9.401792728942e-13,9.401792728943e-13,1.0482e-13,1.5680e-14,0
3.00,5.50,9.401764e-13,9.402599979040e-13,9.402599979041e-13,8.8871e-05,8.8871e-05,0
