path,lines,h1,meta_block,frontmatter,upstream_pointer,dates,task_ids,commit_sha,sha256,history_narrative,dangling_links,unregistered_index,unreadable
docs/architecture/cpu/CPU_003_AVX2_PROVIDER.md,158,CPU AVX2/FMA provider（热点 kernel 后端）(CPU-003),False,False,True,[],[],[],False,[],[],False,
docs/architecture/doc_symbol_namespaces.json,48,,False,False,False,[],[],[],False,[],[],False,
docs/architecture/execution_inventory.csv,15,,False,False,False,[],[],[],True,[],['noise_model_impl'],False,
docs/architecture/execution_options_contract.md,71,CON-002 全局 worker 预算合同 (ExecutionOptions),False,False,True,[],[],[],False,[],[],False,
docs/architecture/observability/RESOURCE_MONITORING_CONTRACT.md,185,Astro Celestial Sphere Database（ACSD） 资源监控伴随器合同（LOG-002）,False,False,True,[],[],[],True,[],[],False,
docs/architecture/observability/RUN_GRAPH_CONTRACT.md,173,Astro Celestial Sphere Database（ACSD） 运行图渲染工具合同（LOG-003）,False,False,True,[],[],[],True,[],[],False,
docs/architecture/observability/STRUCTURED_LOGGING_CONTRACT.md,169,Astro Celestial Sphere Database（ACSD） 结构化日志合同（LOG-001）,False,False,True,[],[],[],False,[],[],False,
docs/architecture/production_call_paths_stage1.csv,8,,False,False,True,[],[],[],False,[],[],False,
docs/architecture/production_call_paths_stage2.csv,11,,False,False,True,[],[],[],True,[],[],False,
docs/contracts/API-001.md,74,API-001 — 公共 API 与错误模型（V6）,False,False,True,[3],[],[],False,"[8, 15, 36, 54]",[],False,
docs/contracts/API_CONTRACTS.csv,382,,False,False,False,[],['FIX-202'],[],True,[79],[],False,
docs/contracts/ARCH-001.md,94,ARCH-001 — Runtime 与职责边界（V6 目标架构合同）,False,False,True,[6],[],[],False,[],[],False,
docs/contracts/CONFIG_CONTRACT.md,248,配置合同（全局默认值 · 滤镜库 · 三命令 phase_config · cpu_profile · run_manifest）,False,False,True,"[5, 6, 32, 181, 182, 193, 194, 199, 202, 203]","['FIX-207', 'R-001', 'R-002', 'RELEASE-04']",[],True,"[50, 67, 82, 137, 169, 192]","['eng/contracts/schemas/phase_config_{normalize,mosaic,export}.schema.json']",False,
docs/contracts/DATA_ARTIFACTS.md,128,DATA-001 DataArtifact 注册表与 weight 歧义映射,False,False,True,"[44, 56, 64]",[],[],False,[56],"['P2MocCell:', 'eng/contracts/schemas/unified/<对象名>.schema.json']",False,
docs/contracts/DATA_SEMANTICS.md,3458,Astro Celestial Sphere Database（ACSD） Data Semantics（跨阶段唯一数据合同）,False,False,True,"[3110, 3131, 3140, 3150, 3252, 3259]","['A-04', 'F-10']",[],True,"[317, 1515, 3131]","['docs/design/PHASE{1,2,3}_DETAILED_DESIGN.md', 'eng/contracts/schemas/unified/<对象名>.schema.json', 'eng/contracts/schemas/unified/{variance,ivar}.schema.json', 'eng/tests/contracts/product_family/evidence/rc_summary.json']",False,
docs/contracts/DUAL_LINE_CONTRACT.md,41,双线合同与冻结点（CONTRACT-501 / RELEASE-05）,False,False,True,[],['RELEASE-05'],[],False,[],[],False,
docs/contracts/HIPS_STORAGE_FORM_CONTRACT.md,268,落盘形态合同：扩展名、归档布局、索引 schema 与哈希口径,False,False,True,[],['EXP-02'],[],True,[192],[],False,
docs/contracts/INDEX.yaml,1010,ACSD Contract Index (DOC-001),False,False,True,"[4, 6, 893]",['E-004'],[],False,[895],['eng/contracts/schemas/unified/psfsw_robust_weight.schema.json'],False,
docs/contracts/LOG_AND_ERROR_CONTRACT.md,172,日志与错误合同（LOG-004）,False,False,True,[],['RELEASE-02'],[],True,[],[],False,
docs/contracts/PERF_GATE_CONTRACT.md,49,性能门判据与监控字段语义合同（CONTRACT-501 / RELEASE-05）,False,False,True,[],"['RELEASE-04', 'RELEASE-05']",[],False,[],[],False,
docs/contracts/PIPELINE_BLOCK_CONTRACT.md,111,命名块生命周期合同（CONTRACT-501 / RELEASE-05）,False,False,True,[],['RELEASE-05'],[],False,[],[],False,
docs/contracts/PUBLIC_API.md,2210,Astro Celestial Sphere Database（ACSD） Public / Internal API,False,False,True,"[106, 137, 185, 247, 286, 310, 326, 404, 479, 582, 702, 772, 781, 814, 908, 1033, 1166, 1278, 1352, 1488]",['FIX-406'],['ac04289d'],True,"[310, 1206, 1213, 1214, 1253, 1339, 1436, 1468, 2163, 2165, 2170, 2175, 2179, 2186, 2188, 2192, 2208]",[],False,
docs/contracts/RT-001.md,57,RT-001 — Runtime 与模块公共合同（冻结）,False,False,True,[],[],[],False,[],[],False,
docs/contracts/SCHEDULER_CONTRACT.md,72,三阶段调度器接口合同（CONTRACT-501 / RELEASE-05）,False,False,True,[],['RELEASE-05'],[],False,[],[],False,
docs/contracts/TEST_MATRIX.md,66,TEST-001 — 科学测试矩阵（V6）,False,False,True,[],['FIX-406'],[],False,[],[],False,
docs/contracts/UNIFIED_OBJECTS.md,165,统一数据对象合同（UNIFIED_MODEL §2 的 **13** 个对象）,False,False,True,"[5, 6, 9, 19, 83, 87, 88, 89, 90, 91, 92, 93, 101]",['EXP-04'],[],False,"[12, 99, 154, 155]",['eng/contracts/schemas/unified/psfsw_robust_weight.schema.json'],False,
docs/contracts/config_separation_anchors.json,215,,False,False,True,[],[],['ecf6ad6f'],False,[],[],False,
docs/contracts/unified_object_registry.json,681,,False,False,True,"[462, 532, 559, 560, 561, 577, 585, 593, 601, 609, 617, 625, 633, 641, 649, 657, 665]","['GOV-001', 'RELEASE-05']","['808e7a8d', 'ecf6ad6f']",False,[],[],False,
docs/design/LOG_AND_ERROR_SYSTEM.md,207,日志与错误系统（详细设计）,False,False,True,[],[],[],True,[],[],False,
docs/design/PHASE1_DETAILED_DESIGN.md,227,Phase1 目标态详细设计,False,False,True,[],[],[],True,[],[],False,
docs/design/PHASE2_DETAILED_DESIGN.md,145,Phase2 目标态详细设计,False,False,True,[],[],[],False,[],[],False,
docs/design/PHASE3_DETAILED_DESIGN.md,174,Phase3 目标态详细设计,False,False,True,[],[],[],False,[],[],False,
docs/design/PRODUCT_STORAGE_FORM.md,256,产品落盘形态：裸 HiPS 与 zstd 归档包,False,False,True,[],['EXP-02'],[],True,[],[],False,
docs/design/UNIFIED_MODEL.md,76,统一观测模型与数据对象（细节文档）,False,False,True,[],[],[],False,[],[],False,
docs/standards/API_STANDARD.md,23,Astro Celestial Sphere Database（ACSD） Public API Standard,False,False,True,[],[],[],False,[],[],False,
docs/standards/BENCHMARK_STANDARD.md,8,Astro Celestial Sphere Database（ACSD） Benchmark Standard,False,False,True,[],[],[],False,[],[],False,
docs/standards/CODE_STANDARD.md,42,Astro Celestial Sphere Database（ACSD） Code Standard,False,False,True,[],[],[],False,[],[],False,
docs/standards/COMMENT_STANDARD.md,46,Astro Celestial Sphere Database（ACSD） Comment Standard,False,False,True,[],[],[],False,[],[],False,
docs/standards/CONCURRENCY_STANDARD.md,26,Astro Celestial Sphere Database（ACSD） Concurrency Standard,False,False,True,[],[],[],False,[],[],False,
docs/standards/C_ABI_STANDARD.md,13,Astro Celestial Sphere Database（ACSD） C ABI Standard,False,False,True,[],[],[],False,[],[],False,
docs/standards/DOCUMENTATION_STANDARD.md,36,Astro Celestial Sphere Database（ACSD） Documentation Standard,False,False,True,[],[],[],False,[],[],False,
docs/standards/ERROR_HANDLING_STANDARD.md,24,Astro Celestial Sphere Database（ACSD） Error Handling Standard,False,False,True,[],[],[],False,[],[],False,
docs/standards/IO_STANDARD.md,23,Astro Celestial Sphere Database（ACSD） I/O Standard,False,False,True,[],[],[],False,[],[],False,
docs/standards/LOGGING_DIAGNOSTICS_STANDARD.md,11,Astro Celestial Sphere Database（ACSD） Logging & Diagnostics Standard,False,False,True,[],[],[],False,[],[],False,
docs/standards/NUMERIC_STANDARD.md,131,Astro Celestial Sphere Database（ACSD） Numeric Standard,False,False,True,[],['RELEASE-05'],[],True,[],[],False,
docs/standards/RELEASE_STANDARD.md,16,Astro Celestial Sphere Database（ACSD） Release Standard,False,False,True,[],[],[],True,[],[],False,
docs/standards/STANDARDS_REGISTRY.md,404,国际标准冻结注册表（STANDARDS_REGISTRY）,False,False,True,"[47, 222]",['FIX-01'],[],False,[],[],False,
docs/standards/TEST_STANDARD.md,10,Astro Celestial Sphere Database（ACSD） Test Standard,False,False,True,[],[],[],False,[],[],False,
docs/standards/checks/check_standards_registry.py,702,-*- coding: utf-8 -*-,False,False,False,"[97, 111, 127]",[],[],True,[],[],False,
docs/DEVELOPER_GUIDE.md,41,Astro Celestial Sphere Database（ACSD） 开发者指南,False,False,True,[],[],[],False,[],[],False,
docs/DOCUMENT_INDEX.yaml,1514,ACSD 文档机器索引（DOCUMENT_INDEX）——全文档集唯一索引地图,False,False,True,"[4, 31, 153, 175, 181, 187, 193, 216, 222, 228, 234, 240, 246, 252, 263, 279, 575, 616, 627, 797]","['GOV-001', 'GOV-002', 'GOV-004', 'RELEASE-01', 'RELEASE-05']","['6f668c87', 'd1ccfa1bed9c9c4ae3dbf032ae04de24d2618eb8', 'e654d4c2']",True,"[868, 1065]",[],False,
docs/GLOSSARY.md,29,Astro Celestial Sphere Database（ACSD） 术语与单位词典,False,False,True,[],[],[],False,[],['y'],False,
docs/KNOWN_LIMITATIONS.md,157,Astro Celestial Sphere Database（ACSD） 已知限制（Known Limitations）,False,False,True,[],['F-03'],[],False,[],"['artifacts/evidence/prerelease-v5/ISA-005/MEASUREMENTS.csv', 'eng/contracts/schemas/export_product.schema.json', 'eng/contracts/schemas/fits_product.schema.json', 'eng/tests/contracts/product_family/evidence/mutations.json', 'lib/infrastructure/scheduler/src/runtime_client.cpp', 'lib/infrastructure/scheduler/src/{normalize_workflow,mosaic_window,export_stream,block_flow}.cpp']",False,
docs/TRACEABILITY.csv,68,,False,False,False,"[65, 66, 67, 68]",[],[],False,[],[],False,
docs/TROUBLESHOOTING.md,42,Astro Celestial Sphere Database（ACSD） 排障手册,False,False,True,[],[],[],False,[],[],False,
docs/VERSIONING.md,68,Astro Celestial Sphere Database（ACSD） 版本合同（VER-001）,False,False,True,[],[],[],True,[9],[],False,
docs/audit/doc_classification.csv,96,,False,False,False,[],[],[],False,[],[],False,
docs/audit/inventory.csv,14,,False,False,False,[],[],[],False,[],[],False,
docs/audit/risk_verification_T012.csv,8,,False,False,False,[],[],[],False,[3],[],False,
docs/browser/HIPS_BROWSER.md,49,HiPS Browser,False,False,True,[],[],[],False,[],[],False,
docs/ci/01_CHECKS.md,273,CI 检查项目录（CI Checks Registry）,False,False,True,[],"['FIX-202', 'FIX-205', 'FIX-406', 'RELEASE-04']",[],True,"[34, 40, 72, 98, 99, 102, 109]",['eng/tools/quality/check_source_index_v61.py'],False,
docs/ci/02_PIPELINE.md,79,CI 流水线定义（Pipeline）,False,False,True,[],[],[],False,[],[],False,
docs/ci/03_GATES.md,107,CI 门禁与状态（Gates & States）,False,False,True,[],[],[],False,[],[],False,
docs/ci/04_ARTIFACTS.md,40,CI 产物与留存（Artifacts & Retention）,False,False,True,[],[],[],True,[],[],False,
docs/ci/CI_SPEC.md,251,Astro Celestial Sphere Database（ACSD） CI 规范（CI Specification）,False,False,True,[],['RELEASE-04'],[],True,[119],[],False,
docs/development/CODE_STYLE.md,13,Code Style,False,False,True,[],[],[],False,[],[],False,
docs/development/CONFIG_SCHEMA.md,115,Config / Schema（单一事实来源）,False,False,True,[63],[],['712cc7c3'],False,"[35, 58]",[],False,
docs/development/TESTING.md,28,Testing,False,False,True,[],[],[],False,[],[],False,
docs/diagnostics/TROUBLESHOOTING.md,33,Astro Celestial Sphere Database（ACSD） Troubleshooting,False,False,True,[],[],[],False,[],[],False,
docs/operations/TOOLCHAIN_AGENT_HOST.md,62,TOOLCHAIN_AGENT_HOST — Agent 主机工具链快照,False,False,True,[],[],['98c2354fcd59423e80ae9592f19b5b9094d20fc1'],True,[],[],False,
docs/owner/ARCHITECTURE_OVERVIEW.md,117,架构总览（Architecture Overview）,False,False,True,[],"['GOV-004', 'GOV-01']","['59fdeab3', 'caee3e67e5a209a9e47b514f42b2b63f3dc4da4e', 'da3c4b4aaf64ef9b61039fabd1100ddd1f9b8540']",False,"[66, 107]","['docs/api/PHASE{1,2,3}_API_V1.md']",False,
docs/owner/PIPELINE_OVERVIEW.md,172,管线总览（Pipeline Overview）,False,False,True,[137],"['GOV-004', 'GOV-01']","['1a56ffb7', '439f9f20', '9e09941a', '9e0fa3a8', 'a6c39cc1', 'caee3e67e5a209a9e47b514f42b2b63f3dc4da4e', 'da3c4b4a', 'da3c4b4aaf64ef9b61039fabd1100ddd1f9b8540']",False,"[69, 110]","['docs/api/{PHASE1_API_V1,PHASE2_API_V1,PHASE3_API_V1,CLI_PROTOCOL_V1}.md', 'docs/contracts/{ARCH-001,RT-001,DATA_ARTIFACTS,DATA_SEMANTICS}.md', 'lib/algorithms/coverage/src/{coverage,sampler,upm,rejection,integrate,stage2_common}.cpp']",False,
docs/owner/PROJECT_SPEC.md,86,Astro Celestial Sphere Database（ACSD） 最高设计细节规范,False,False,True,[],[],[],False,[],[],False,
docs/owner/RELEASE_STATUS.md,154,发布状态（Release Status）,False,False,True,[],"['GOV-003', 'GOV-004', 'GOV-01']","['026717fd', '59fdeab3', '9f6b72b5', 'caee3e67e5a209a9e47b514f42b2b63f3dc4da4e', 'da3c4b4a', 'da3c4b4aaf64ef9b61039fabd1100ddd1f9b8540', 'f74fc20f', 'fb7f232a']",False,"[5, 77, 91, 92, 131]",['lib/infrastructure/cli/version_generated.h'],False,
docs/owner/SCIENCE_OVERVIEW.md,144,科学总览（Science Overview）,False,False,True,"[6, 103]","['GOV-001', 'GOV-004', 'GOV-01']","['1a56ffb7', '439f9f20', '9662afa8', '9e09941a', '9e0fa3a8', '9f6b72b5', 'caee3e67e5a209a9e47b514f42b2b63f3dc4da4e', 'da3c4b4a', 'da3c4b4aaf64ef9b61039fabd1100ddd1f9b8540']",False,"[81, 103, 108]","['docs/algorithms/{UPM_SOLVER,PHASE2_SAMPLER,REJECTION_ALGORITHMS,INTEGRATION_ALGORITHMS}.md', 'eng/tests/unit/p3_{assembly,coverage,interp,output,wcs}_test.cpp', 'lib/phase3_session/{p3_session,p3_wcs,p3_resample,p3_output}.cpp']",False,
docs/performance/BASELINE.md,44,Performance Baseline,False,False,True,[],[],[],False,[],[],False,
docs/performance/OPTIMIZATION.md,17,Optimization（真实热点，先 profile）,False,False,True,[],[],[],False,[],[],False,
docs/quality/complexity_baseline_v1.md,34,复杂度基线 v1（complexity_baseline_v1）,False,False,True,[],[],[],False,[],[],False,
docs/quality/coverage_baseline_v1.md,31,覆盖率基线（首次 deep CI）,False,False,True,[],[],[],False,[],[],False,
docs/references/PHOTOMETRY_LITERATURE_REVIEW_ARCHIVE.md,242,测光定标与 SNR 文献综述（现行结论 + 文献清单）,False,False,True,[],[],[],False,[],[],False,
docs/references/SCIENTIFIC_REFERENCES.md,184,Astro Celestial Sphere Database（ACSD） 科学与格式参考文献档案,False,False,True,[],[],"['712cc7c3fdb523643ad0e685104592d511996f82', 'aa26075']",False,[91],[],False,
docs/research/CCD_LINEAR_DEFECT_LITERATURE.md,309,CCD/CMOS 线性缺陷（坏列 / 坏行 / 拖尾列）检测与修复：一手文献证据,False,False,True,"[24, 144]",[],[],False,[],[],True,
docs/research/COMPRESSION_CODEC_RESEARCH_PACK.md,681,HiPS 稠密数据层与内存累加器的压缩编码评估（zstd / Rice / TRIM）,False,False,True,"[273, 314]","['FIX-403', 'RELEASE-02']",[],True,[],[],False,
docs/research/COMPRESSION_CODEC_RESEARCH_PACK_TABLES.md,810,HiPS 压缩基准：分层 / 分阶原始数字表,False,False,True,[],[],[],False,[],[],False,
docs/research/IVOA_HIPS_TILE_FORMAT_RESEARCH_PACK.md,610,IVOA HiPS 标准对瓦片（tile）文件格式的规定,False,False,True,"[4, 14, 18, 168, 358, 452]",[],[],False,[],[],False,
docs/research/PHOTOMETRY_RESEARCH_PACK.md,205,研究包：测光标定（Gaia XP × 系统响应 → 测光星等坐标系）,False,False,True,[205],[],[],False,[3],[],False,
docs/research/SNR_WEIGHT_RESEARCH_PACK.md,229,文献与开源研究包：帧级 SNR、PSF 信号权重与逆方差叠加,False,False,True,"[1, 113, 121]",[],[],False,"[1, 26, 115, 193]",[],False,
docs/traceability/TRACEABILITY_LAYERS.csv,10,,False,False,False,[],[],[],False,[],[],False,
docs/traceability/TRACEABILITY_MATRIX.csv,31,,False,False,True,[],[],[],True,[],[],False,
docs/traceability/TRACEABILITY_MATRIX.json,789,,False,False,False,[],[],['0d32c07d65c6d7489fa408cbafaa98ddf9ecf4da'],True,[],[],False,
docs/traceability/TRACEABILITY_SPEC.md,172,机器追溯合同（TRACEABILITY_SPEC v1）,False,False,True,[],[],['0d32c07d65c6d7489fa408cbafaa98ddf9ecf4da'],False,[],[],False,
docs/traceability/traceability_warn_baseline.json,47,,False,False,False,[],[],[],False,[],[],False,
docs/validation/SCIENCE_FREEZE.md,80,Science Freeze（V17 True Final Freeze）,False,False,True,[17],[],['712cc7c3'],False,[],[],False,
docs/validation/v6/BASELINE_COMPARISON_MATRIX.md,69,基线比较矩阵（QA-MATRIX-001）,False,False,True,[1],[],[],False,[],['reports/v6/qa-design/data/baseline_matrix.json'],False,
docs/validation/v6/NEGATIVE_MUTATION_CATALOG.md,70,负向 mutation 目录（QA-MATRIX-001）,False,False,True,[1],[],[],False,[],"['reports/v6/qa-design/data/mutations.json', 'reports/v6/qa-design/evidence/mutations.json', 'reports/v6/qa-design/oracle/run_mutations.py']",False,
docs/validation/v6/ORACLE_AND_ZERO_CASE_POLICY.md,46,独立 Oracle、零用例即红与负向 mutation 政策（QA-MATRIX-001）,False,False,True,[1],[],[],False,[1],['reports/v6/qa-design/oracle/qa_oracle.py'],False,
docs/validation/v6/P0_GATE_FAMILY.md,35,P0 门族：历史根因 R1/R2/R4/R5/R10 与 785 合并层账本（QA-MATRIX-001）,False,False,True,[3],['AUDIT-001'],[],False,"[1, 27]","['reports/v6/review-audit/03_缺陷账本_重开清单.md', 'reports/v6/review-audit/05_未决风险与控制器裁决事项.md']",False,
docs/validation/v6/QA_MATRIX.md,873,QA-MATRIX-001 科学 QA 矩阵（解析 / Monte Carlo / 注入源 / 真实数据 / 负向 mutation / 基线比较）,False,False,True,[3],"['A-02', 'AUDIT-001', 'F-001', 'F-002', 'F-005', 'F-01', 'FIX-01']",[],False,"[1, 3, 753, 817]","['docs/design/PHASE{1,2,3}_DETAILED_DESIGN.md', 'reports/v6/qa-design/SUMMARY.md', 'reports/v6/qa-design/case_ledger.json', 'reports/v6/qa-design/data/baseline_matrix.json', 'reports/v6/qa-design/data/mutations.json', 'reports/v6/qa-design/oracle/{qa_oracle,validate_spec,render_docs,check_docs,run_mutations,run_all}.py', 'reports/v6/qa-design/qa_matrix.json']",False,
docs/validation/v6/README.md,29,docs/validation/v6 索引（QA-MATRIX-001）,True,False,True,"[1, 22]",[],[],False,[],['reports/v6/qa-design/SUMMARY.md'],False,
实验/absolute-snr/B7_ABSOLUTE_SNR_RECON.md,57,B7 要点：逐像素绝对 SNR 重建（SCI-RECON-SNR-01）,False,False,False,[],[],[],False,[],[],,
实验/absolute-snr/README.md,385,SCI-B — 跨帧绝对 SNR 传递链 · 实验报告（实验单元）,False,False,True,[],"['EXP-01', 'EXP-205', 'FIX-405', 'RELEASE-02']",[],False,[],['testdata/HST_M16/hlsp_heritage_hst_wfc3-uvis_m16_f657n_v1_drz.fits'],,
实验/absolute-snr/REPORT_paper.md,533,跨帧绝对 SNR 传递链（创新点二）精读报告,False,False,True,"[435, 436, 437, 438, 439, 440]","['EXP-205', 'FIX-405', 'FIX-407', 'RELEASE-05']",['cdcc0975'],False,[],"['results/figs/fig1_sky_scan.png', 'results/figs/fig2_domain_map.png', 'results/figs/fig3_negatives_gates.png', 'testdata/HST_M16/…_m16_f657n_v1_drz.fits']",,
实验/absolute-snr/code/reverse_verify/f_instr/README.md,47,F-INSTR — 星点通量口径调研与定案 (RELEASE-02 裁决 A6),False,False,False,[],['RELEASE-02'],[],False,[],[],,
实验/absolute-snr/code/reverse_verify/frame_snr/README.md,56,frame_snr —— 帧级 SNR 定案的实验与红线测试,False,False,False,[],['RELEASE-02'],[],False,[],[],,
实验/absolute-snr/code/reverse_verify/snr_design/README.md,60,SNR-DESIGN 数值实验,False,False,False,[],"['EXP-1', 'EXP-2', 'EXP-3', 'EXP-4', 'EXP-5', 'RELEASE-02']",[],False,[],[],,
实验/absolute-snr/data/README.md,38,SCI-B 数据指针（只读声明）,False,False,False,[],[],[],False,[],['testdata/HST_M16/hlsp_heritage_hst_wfc3-uvis_m16_f657n_v1_drz.fits'],,
实验/absolute-snr/docs/EXP-01-DELTA-AND-ESTIMATOR.md,772,EXP-01 —— 天光语义容差 δ 与逐源 SNR 估计量错配的**实验判定**,False,False,False,[],['EXP-01'],[],False,[745],['testdata/HST_M16/hlsp_heritage_hst_wfc3-uvis_m16_f657n_v1_drz.fits'],,
实验/absolute-snr/docs/EXP-02-STRUCTURE-CONTAMINATION.md,762,EXP-02 天光噪声估计的「结构污染」缺陷：独立复核、修法与判据,False,False,True,[],"['EXP-01', 'EXP-02']",['5e82a8d17e19a0ffc981b59d6776630c885f388f'],False,"[168, 678]",[],,
实验/absolute-snr/docs/EXP-03-REGIONAL-SIGMA.md,973,EXP-03 区域化 σ_sky 的绝对准确性与跨帧一致性：前提实证、口径、误差界与文献对照,False,False,True,[4],"['EXP-01', 'EXP-02', 'EXP-03']",['5e82a8d17e19a0ffc981b59d6776630c885f388f'],False,[852],"['../results/exp03_figs/a_error_vs_scale.png', '../results/exp03_figs/b_real_premise.png']",,
实验/absolute-snr/docs/EXP-04-RECONSTRUCTION.md,901,EXP-04 稀疏重建算法选型 + 稀疏重建与稠密的精度对比,False,False,True,[],['EXP-04'],[],False,[842],['docs/EXP-04-RECONSTRUCTION.md'],,
实验/absolute-snr/docs/EXP-05-ABSOLUTE-SNR.md,710,EXP-05 绝对 SNR 表示推导：稀疏层存「绝对 SNR」在科学上是否正确,False,False,True,[],"['EXP-01', 'EXP-02', 'EXP-03', 'EXP-04', 'EXP-05', 'EXP-1', 'EXP-3']",[],False,[630],"['x', 'x,y']",,
实验/absolute-snr/docs/EXP-06-SNR-PHYS.md,631,EXP-06 帧内 SNR 的物理建模与重建,False,False,True,[],"['EXP-02', 'EXP-03', 'EXP-04', 'EXP-05', 'EXP-06']",[],False,[556],[],,
实验/absolute-snr/docs/EXP-06-SUMMARY.md,52,EXP-06 上呈摘要：帧内 SNR 的物理建模与重建,False,False,False,[],"['EXP-03', 'EXP-04', 'EXP-06']",[],False,[],[],,
实验/absolute-snr/docs/f-instr-canon.md,504,F-INSTR 定案 —— ACSD 星点通量口径（RELEASE-02 裁决 A6）,False,False,False,[],"['F-02', 'F-03', 'F-05', 'F-06', 'F-08', 'F-09', 'F-10', 'F-11', 'F-13', 'F-14', 'F-15', 'F-16', 'F-17', 'F-18', 'F-23', 'F-24', 'F-30', 'F-31', 'F-32', 'F-33']",[],False,[],[],,
实验/absolute-snr/docs/frame-snr-canon.md,564,帧级 SNR 定案（FRAME-SNR-CANON）,False,False,True,"[138, 187, 291, 421, 453, 462, 500, 523]",['RELEASE-02'],[],False,[],[],,
实验/absolute-snr/docs/snr-propagation-design.md,1528,信噪比（SNR）在全流程中的传播：从单帧校准到成品的方案设计,False,False,False,"[1131, 1349]","['EXP-05', 'EXP-1', 'EXP-2', 'EXP-3', 'EXP-4', 'EXP-5', 'RELEASE-02']",['ddf692edd3eb503b26e5579e8525043a47d8abf4'],False,[],['reports/RELEASE-02/unc-prop-audit.md'],,
实验/absolute-snr/docs/surveys/f-instr-survey.md,501,F-INSTR 逐条记录 —— 星点通量口径（文献 / 开源科学软件 / 本仓权威）,False,False,False,"[221, 431]","['F-01', 'F-02', 'F-03', 'F-04', 'F-05', 'F-06', 'F-07', 'F-08', 'F-09', 'F-10', 'F-11', 'F-12', 'F-13', 'F-14', 'F-15', 'F-16', 'F-17', 'F-18', 'F-19', 'F-20']",[],False,[],['lib/include/lsst/meas/base/PsfFlux.h'],,
实验/absolute-snr/docs/surveys/frame-snr-survey.md,473,帧级 SNR（frame-level SNR）文献与开源实现调研记录,False,False,False,[],['RELEASE-02'],"['0e56ae0', 'a44f29b']",False,[],[],,
实验/absolute-snr/results/COMPARISON_TABLES.md,168,SCI-B 对比表（由 results/*.json 自动生成，勿手改）,False,False,False,[],[],[],False,[],[],,
实验/absolute-snr/results/DOC_CORRECTIONS.md,106,SCI-B 对研究包/先行实验的补充与订正条目（DOC_CORRECTIONS）,False,False,False,[],"['EXP-205', 'RELEASE-02', 'RELEASE-05']",[],False,[],['lib/algorithms/noise_snr/cpp/include/.../snr_science.h'],,
实验/absolute-snr/results/EXP02_TABLES.md,124,EXP-02 产物表（自动生成，勿手改）,False,False,False,[],['EXP-02'],[],False,[],[],,
实验/absolute-snr/results/EXP03_TABLES.md,177,EXP-03 表格（自动生成，勿手改）,False,False,False,[],['EXP-03'],[],False,[],[],,
实验/absolute-snr/results/EXP04_TABLES.md,322,EXP-04 汇总表（由 code/exp04/make_tables.py 生成）,False,False,False,[],['EXP-04'],[],False,[],[],,
实验/absolute-snr/results/EXP05_TABLES.md,141,EXP-05 对照表（自动生成，勿手改）,False,False,False,[],['EXP-05'],[],False,[],[],,
实验/absolute-snr/results/EXP06_TABLES.md,331,EXP-06 表格（由 results/exp06_*.json 生成）,False,False,False,[],"['EXP-03', 'EXP-04', 'EXP-06']",[],False,[],[],,
实验/absolute-snr/results/REVERSE_VERIFY_CANON.md,53,reverse_verify 定案结论 · SCI-B（帧级 SNR / 星点通量口径 / SNR 传播设计）,False,False,True,[5],[],[],False,[],[],,
实验/absolute-snr/results/REVIEW.md,239,SCI-B 独立审稿记录,False,False,False,[5],"['EXP-205', 'FIX-405']",['88d3a1e2'],False,[],[],,
实验/absolute-snr/results/ctest_evidence.md,55,SCI-B 仓内测试证据（run/ 不入库，此处为入库副本）,False,False,False,"[3, 49]",['FIX-405'],[],False,[],[],,
实验/additive-sky-seamless/README.md,458,SCI-C 加性天光与无接缝叠加 —— 实验单元报告,False,False,True,[388],"['FIX-1', 'FIX-2', 'FIX-3', 'RELEASE-02']",['48ceaa3'],False,[425],"['实验/additive-sky-seamless/code/{upm_probe,sky_probe}.cpp', '实验/additive-sky-seamless/results/evidence_{lit,code}.json']",,
实验/additive-sky-seamless/REPORT_paper.md,551,加性天光与无接缝叠加：猜想在什么条件下成立、何时失效,False,False,True,"[11, 86, 298, 301, 389, 503, 545]","['FIX-1', 'FIX-2', 'FIX-3']","['2f7e8b62', '48ceaa38', '8103fec5', '90296de1', 'd77fd11f']",False,[],"['results/figs/fig_c1_additive.png', 'results/figs/fig_c2_multiplicative.png', 'results/figs/fig_c4_criterion.png', 'results/figs/fig_c5_weights.png', 'results/figs/fig_c6_memory.png', 'results/figs/fig_c7_real_crop.png', 'testdata/HST_M16/...f657n_v1_drz.fits']",,
实验/additive-sky-seamless/code/reverse_verify/m16_scene/README.md,58,experiments/m16_scene —— M16 场景模板的判据实验,False,False,False,[3],"['FIX-001', 'RELEASE-02']",[],False,[],['reports/RELEASE-02/m16-scene.md'],,
实验/additive-sky-seamless/code/reverse_verify/smooth_lambda/CRITERIA.md,36,A5（SMOOTH-LAMBDA）判据预登记（**先写判据，再看结果**）,False,False,False,[],[],[],False,[],[],,
实验/additive-sky-seamless/data/README.md,55,SCI-C 数据指针（data/README.md）,False,False,True,[],[],[],False,[],['testdata/HST_M16/hlsp_heritage_hst_wfc3-uvis_m16_f657n_v1_drz.fits'],,
实验/additive-sky-seamless/docs/smooth-lambda.md,156,A5（SMOOTH-LAMBDA）：UPM 控制点平滑参数 λs 的合成 + 真实数据定案,False,False,False,[],['RELEASE-02'],[],False,[],[],,
