path,lines,h1,meta_block,frontmatter,upstream_pointer,dates,task_ids,commit_sha,sha256,history_narrative,dangling_links,unregistered_index,unreadable
实验/additive-sky-seamless/results/REVERSE_VERIFY_CANON.md,41,reverse_verify 定案结论 · SCI-C（UPM 控制点平滑 λs）,False,False,True,[4],[],[],False,[],[],,
实验/additive-sky-seamless/results/REVIEW.md,204,SCI-C 独立对抗审稿记录,False,False,True,[],"['FIX-1', 'FIX-2', 'FIX-3', 'RELEASE-02']","['607f93da', '7aae7212']",False,"[94, 142, 198]",['工程控制/RELEASE-02/change-claims/CONFORM-FIX-B-001-tolerance-relative.md'],,
实验/healpix-polar/README.md,54,实验单元：healpix-polar（极区面积交叠）,False,False,False,[],['EXP-07'],[],False,[],[],,
实验/healpix-polar/docs/EXP-07-POLAR-摘要.md,59,EXP-07-POLAR 上呈摘要（≤1 页）,False,False,False,[],['EXP-07'],[],False,[],[],,
实验/healpix-polar/docs/EXP-07-POLAR.md,795,EXP-07-POLAR — 极区面积交叠：极点破门根因与候选算法对照,False,False,False,[],['EXP-07'],[],True,[],['testdata/HST_M16/hlsp_heritage_hst_wfc3-uvis_m16_f502n_v1_drz.fits'],,
实验/m42-realdata/README.md,248,实验单元 05：M42 真实数据腿（m42-realdata）,False,False,True,[],"['EXP-04', 'EXP-06', 'EXP-07', 'RELEASE-05']",[],True,[],['docs/science/SNR_CHAIN.md'],,
实验/m42-realdata/REPORT_paper.md,192,M42 真实数据上的四创新点复核：第三类数据腿的独立判据与三条判红,False,False,True,[],"['EXP-04', 'EXP-06', 'EXP-07', 'RELEASE-05']",[],True,[],[],,
实验/m42-realdata/docs/CRITERIA.md,301,判据目录（CRITERIA）——规范依据 / 红绿证据 / 负例注入 / 差异来源,False,False,True,[],"['EXP-04', 'EXP-06', 'EXP-07']",[],False,[],['docs/science/SNR_CHAIN.md'],,
实验/m42-realdata/docs/DATA-SOURCES.md,60,数据来源与产品布局清单（DATA-SOURCES）,False,False,False,[],['RELEASE-05'],[],False,[],[],,
实验/photometric-magnitude/README.md,457,SCI-A 实验单元 · 测光校准到星等坐标系,False,False,True,[],"['RELEASE-02', 'RELEASE-04']",[],True,[],[],,
实验/photometric-magnitude/REPORT_paper.md,398,测光星等坐标系（创新点一）· 论文式精读报告,False,False,True,[306],['RELEASE-04'],"['b85c79dd', 'd8495a65b696759bae209e509c6ef2e6a372245a']",True,[],[],,
实验/photometric-magnitude/RESOLUTION_fsyn_formula.md,161,订正：参考通量 `F_syn` 的合成口径（判定、证据与对本实验单元的影响）,False,False,False,[],[],[],False,[],[],,
实验/photometric-magnitude/RESOLUTION_m42_curve_resolve.md,300,订正：M42 真实数据测光残差散度 7.8 倍超标的根因（曲线解析缺陷）与判据带口径澄清,False,False,False,[],"['EXP-04', 'RELEASE-05']",[],False,[],['lib/.../response_curves/filters.json'],,
实验/photometric-magnitude/code/README.md,58,SCI-A · code（固定种子一键复跑）,False,False,False,[],[],[],True,[],[],,
实验/photometric-magnitude/code/reverse_verify/p1_spatial_gain/README.md,71,P1-SPATIAL-GAIN —— Phase1 低阶空间乘法增益（逆向验收实验）,False,False,False,[],['RELEASE-02'],[],False,[],[],,
实验/photometric-magnitude/data/README.md,64,SCI-A · data（数据来源与生成方式）,False,False,False,[],[],[],True,[],['testdata/HST_M16/hlsp_heritage_hst_wfc3-uvis_m16_f657n_v1_drz.fits'],,
实验/photometric-magnitude/docs/p1-spatial-gain.md,500,Phase1 低阶空间乘法增益（P1-SPATIAL-GAIN）—— 方案设计与独立验收,False,False,False,[4],['RELEASE-02'],['b7287fed6090b0fd21cfd895a0c1f483742e3f61'],False,[],[],,
实验/photometric-magnitude/results/DOC_CORRECTIONS.md,139,SCI-A → 文档订正建议（交前台合并；本轮**未改** `docs/`）,False,False,False,[],['RELEASE-02'],[],False,[],[],,
实验/photometric-magnitude/results/GATES.md,17,SCI-A 验收判据逐项结果,False,False,False,[],[],[],False,[],[],,
实验/photometric-magnitude/results/REVERSE_VERIFY_CANON.md,40,reverse_verify 定案结论 · SCI-A（低阶空间乘法增益）,False,False,True,[4],[],[],False,[],[],,
实验/photometric-magnitude/results/REVIEW.md,537,SCI-A 独立审稿意见（非作者）,False,False,False,"[4, 434]",['RELEASE-02'],[],True,[],[],,
实验/shared/REVERSE_VERIFY_MIGRATION.md,104,reverse_verify 工作区迁移登记（ROOT-CONSOLIDATION，2026-09-21）,False,False,True,"[1, 4]",[],[],False,[],"['docs/f-instr-canon.md', 'docs/frame-snr-canon.md', '实验/absolute-snr/docs/{frame-snr-canon,f-instr-canon,snr-propagation-design}.md']",,
实验/shared/data/README.md,84,实验/shared/data —— 数据类型矩阵（真实数据实例 + 合成数据配方）,False,False,False,[],['RELEASE-02'],[],False,[],['工程控制/RELEASE-02/GAP_AUDIT.md'],,
实验/shared/data/real/README.md,117,实验/shared/data/real —— 真实数据实例登记,False,False,False,[],[],[],False,[],[],,
实验/shared/data/synthetic/before_stackn32/CHANGES.md,44,before_stackn32 —— stack_n=1 交付版备份（STACKN32-001）,False,False,False,[],['RELEASE-02'],[],False,[],[],,
实验/shared/references/REVERSE_VERIFY_BIBLIOGRAPHY.md,333,参考文献与开源项目（reverse_verify 逆向验收工作区）,False,False,True,"[4, 48, 81, 92]","['EXP-2', 'RELEASE-02']",['0e56ae0'],False,[],['docs/p1-spatial-gain.md'],,
实验/shared/synthetic/README.md,90,synthetic —— 合成数据生成代码（可复用真值场景）,False,False,False,[],['RELEASE-02'],[],False,[],['reports/RELEASE-02/m16-scene.md'],,
工程控制/RELEASE-05/00_README.md,70,工程控制 / RELEASE-05 启动文档（00_README）,False,False,False,[],"['RELEASE-04', 'RELEASE-05']",[],False,[],['实验/<单元>/REPORT_paper.md'],,
工程控制/RELEASE-05/ACCEPTANCE.md,72,ACCEPTANCE — RELEASE-05 执行状态登记（执行 agent 维护）,False,False,False,[],"['FIX-1', 'FIX-2', 'FIX-3', 'P-1', 'P-2', 'RELEASE-02', 'RELEASE-04', 'RELEASE-05']","['02bf4704', '1d9609ae', '1efb5c9e', '25c8227d', '3f5265ff', '3f7feb14', '4e8d476d', '53c9c0f0', '557ddd68', '6f217cef']",False,"[54, 70]",['docs/algorithms/07_noise_snr.md'],,
工程控制/RELEASE-05/GAP_AUDIT.md,65,GAP_AUDIT — RELEASE-05 差距审计,False,False,True,[],"['EXP-205', 'FIX-1', 'FIX-2', 'FIX-3', 'FIX-404', 'FIX-407', 'RELEASE-04', 'RELEASE-05']",[],False,[39],[],,
工程控制/RELEASE-05/HANDOFF.md,243,RELEASE-05 交接上下文（供新对话直接使用）,False,False,True,[],"['RELEASE-04', 'RELEASE-05']","['02bf4704', '557ddd68', '7bb30701', '8ef6ec62', 'ad46016f', 'dd9c2404']",False,[],['uint64_t'],,
工程控制/RELEASE-05/OPEN_QUESTIONS.md,239,OPEN_QUESTIONS — RELEASE-05（无法由执行 agent 裁决项）,False,False,True,"[26, 115, 127, 196]","['AUDIT-01', 'RELEASE-04', 'RELEASE-05']",[],False,"[26, 124]",[],,
工程控制/RELEASE-05/PROMPT.md,27,PROMPT — RELEASE-05 新会话启动提示词,False,False,True,[],"['RELEASE-04', 'RELEASE-05']",[],False,[],[],,
工程控制/RELEASE-05/SUMMARY.md,104,SUMMARY — RELEASE-05 收口报告,False,False,False,[],"['RELEASE-04', 'RELEASE-05']",[],False,[],[],,
工程控制/RELEASE-05/TASK_LIST.md,63,TASK_LIST — RELEASE-05,False,False,False,[],"['FIX-407', 'RELEASE-04', 'RELEASE-05']",[],False,[],[],,
工程控制/RELEASE-05/tasks/ACCEPT-501.md,33,任务：ACCEPT-501 独立验收（五一致性自迭代）,False,False,True,[],[],[],False,[],[],,
工程控制/RELEASE-05/tasks/ARCH-501.md,27,任务：ARCH-501 命名块机制与块生命周期（A 线）,False,False,True,[],[],[],False,[],[],,
工程控制/RELEASE-05/tasks/ARCH-502.md,28,任务：ARCH-502 normalize 异步工作流调度器（A 线）,False,False,True,[],[],[],False,[],[],,
工程控制/RELEASE-05/tasks/ARCH-503.md,28,任务：ARCH-503 mosaic 天球窗口并行调度器（A 线）,False,False,True,[],['RELEASE-04'],[],False,[],[],,
工程控制/RELEASE-05/tasks/ARCH-504.md,24,任务：ARCH-504 export 子块流式调度器（A 线）,False,False,True,[],[],[],False,[],[],,
工程控制/RELEASE-05/tasks/ARCH-505.md,30,任务：ARCH-505 生产节点改写与旧架构退役（A 线）,False,False,True,[],[],[],False,[],[],,
工程控制/RELEASE-05/tasks/BLD-501.md,16,任务：BLD-501 双平台全门,False,False,False,[],[],[],False,[],[],,
工程控制/RELEASE-05/tasks/CLEAN-501.md,27,任务：CLEAN-501 死代码与注册表缺口收尾（A 线）,False,False,False,[],['RELEASE-04'],[],False,[18],[],,
工程控制/RELEASE-05/tasks/CONTRACT-501.md,29,任务：CONTRACT-501 双线合同与冻结点约定,False,False,True,[],[],[],False,[],[],,
工程控制/RELEASE-05/tasks/DOC-501.md,25,任务：DOC-501 替换根文档与 PROJECT_SPEC,False,False,True,[],[],[],False,[],['docs/docs/owner/PROJECT_SPEC.md'],,
工程控制/RELEASE-05/tasks/DOC-502.md,29,任务：DOC-502 科学定案结论订正入文档,False,False,True,[],['RELEASE-04'],[],False,[],[],,
工程控制/RELEASE-05/tasks/E2E-501.md,20,任务：E2E-501 小批量端到端与预检矩阵,False,False,True,[],[],[],False,[],[],,
工程控制/RELEASE-05/tasks/GATE-501.md,29,任务：GATE-501 门禁合理性审计与修复（B 线）,False,False,True,[],['RELEASE-04'],[],False,[],[],,
工程控制/RELEASE-05/tasks/GATE-502.md,29,任务：GATE-502 测试体系审计与补充（B 线）,False,False,True,[],['RELEASE-04'],[],False,[18],[],,
工程控制/RELEASE-05/tasks/PERF-501.md,26,任务：PERF-501 探针驱动的编排性能优化（A 线，最后）,False,False,True,[],['RELEASE-04'],[],False,[],[],,
工程控制/RELEASE-05/tasks/REPORT-501.md,25,任务：REPORT-501 审核包与最终报告,False,False,False,[],[],[],False,[],[],,
工程控制/RELEASE-05/tasks/SCI-501.md,27,任务：SCI-501 SNR 噪声项双计修复（FIX-407）,False,False,True,[],['FIX-407'],[],False,[],[],,
工程控制/RELEASE-05/tasks/SCI-502.md,27,任务：SCI-502 UPM 三个生产缺陷修复,False,False,True,[],"['FIX-1', 'FIX-2', 'FIX-3']",[],False,[],[],,
工程控制/RELEASE-05/tasks/SCI-503.md,27,任务：SCI-503 论文式实验报告 · 测光星等坐标系,False,False,False,[],[],[],False,[],[],,
工程控制/RELEASE-05/tasks/SCI-504.md,26,任务：SCI-504 论文式实验报告 · 跨帧绝对 SNR,False,False,False,[],[],[],False,[],[],,
工程控制/RELEASE-05/tasks/SCI-505.md,26,任务：SCI-505 论文式实验报告 · 加性天光与无接缝,False,False,False,[],[],[],False,[],[],,
工程控制/RELEASE-05/tasks/SCI-506.md,22,任务：SCI-506 p1001_real_nodes 产品行为红修复,False,False,False,[],"['FIX-408', 'RELEASE-04']",[],False,[],[],,
工程控制/RELEASE-05/tasks/VIS-501.md,24,任务：VIS-501 L4 两组成品帧与视觉验收,False,False,False,[],[],[],False,[],[],,
