path,size_bytes,sha256,license_hint
lib/astro_image_io/third_party/cfitsio/putcolsb.c,35680,46e825a1db2897e18f05b5db15682ca910861b3c52b8a7364b1c05a1527bd3fd,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/putcolsb.o,14680,60b8227c43eda233f20b5007179653c736b1688f5bb3bfb938c920bc063b6161,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/putcolu.c,21555,4cde219c0c4f8600e395d22b5fd0871e7f0084d69091929ccefb47c6ba4d156c,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/putcolu.o,10536,79932fa3a4f67b0fa7660ae972ab6c268f3aae67b54793b182869156c272c8b8,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/putcolui.c,35051,306abf6b0f6e473bfe2b3c590ea18aa70b11a217b531d2027fd5f599fe39d5b7,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/putcolui.o,14568,38ca11cc9090ce0a2405e9033e66711cd96ce31bdc86cf27a1b8b54aa3e2e595,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/putcoluj.c,69713,ba11052056ab6d33d5c74c7afca114ef6ffd0608ac15b0b54f99a0ed6c04a2f0,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/putcoluj.o,26184,43c0af36e5adf14b6ea93726256412117df3950296b46dd0aa3b49fd01ae4761,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/putcoluk.c,35867,eeac3261de966d5386a7121a3c2a2a831fc1ca7e65f67b365e47ae7e5431c8f2,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/putcoluk.o,14568,92287b49a73fc0bf5071c24a3f595168a5b48054c25eeeac70c729ff03935a1e,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/putkey.c,122940,672ed440ce69b6031498f7b4272e035b5e7a35eb9f0a02c900f85df55e17c2f6,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/putkey.o,72720,18ca68411a825247cc786a0febc6a9e5c03f3ec874698f31e084a270bf920b5f,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/quantize.c,118885,9ab45b0409d94289bc793b9e5943d870e2f938a1ad64bf3594f48bbd5545147d,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/quantize.o,37008,39dff996636bc933e95153c6c86d7892d93e7e29385ee0a0c0c36358e3709f2c,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/region.c,57372,f3c3ed4863868118a111e9836852a4e783cebb323a035c5698faac1a9c203d7b,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/region.h,2157,9ece17e2894e790567e061735600c7d79b401c03b2dcae6e29c1789ea496f178,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/region.o,36368,bb9421192ea225605e2d480bc97157603c4e0cf3f64a619b78689a7ecbc593ab,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/ricecomp.c,35727,4f85db87abce51e332c3344c46a70680d23d0970463c4f107635e69106c08429,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/ricecomp.o,12296,4d713ff1688ae8cf0491a6ed87be6d1da7862aa4fd6bb1e97004adba6a50e16d,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/run-testprog,365,4c462c43a61afe62dcd4c97c3fddc9750bd1a291ddcc0ec75599a394496e214c,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/sample.tpl,3581,8ca267c9f817f2864d8a9457bac5bd6c71f29f079afdc8d4e395b3c982df47dd,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/scalnull.c,8973,778516c95c7c2c6a4b958b1709741e89b4e6132ef79819cd5f7ba2915636e481,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/scalnull.o,3360,fac33da01ae1b55f978641a1856630622acf7b1456c10ba358fb0abec4a035fa,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/simplerng.c,13925,e739ed84b1fffe547ff0a4e24ffd901a8eb45e5ace741448f5f0580fa960bef3,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/simplerng.h,1078,6abe1ada40bd1006397fa96d9fa51f04de074d684872f825067f55b64ba3244e,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/simplerng.o,8264,bde1f29f289482c5496a540e595598dab3b01132fe85208f1b8f5389635cb9d0,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/swapproc.c,7703,0d2709c904e21b7989b335c97ffa4caa74d1be2c1dc52a06175fd7a801c59a2d,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/swapproc.o,2368,8a5868176d145564c16cdf8dba530178b1b05707b8c327e339e912c9851c8f71,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/testf77.std,66240,beeaa9d10868cc16aa85aa25d8fed754499d51d99140f0da6935928c030800b5,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/testprog.std,69120,cb329672783c07132618f5cbeb67241e0d8886fbba039b64c1b8b4f5e1289df6,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/testprog.tpt,396,227b7fadb06d451fddb6105f3386dd937f2059f29686832c46bf98e8899aca98,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/utilities/cookbook.c,21885,7a0a5f1a22753cfe344b23fd56e2f1bd4a41c5b0c2d992a65736788d61fa0e8c,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/utilities/cookbook.f,30206,e404c202106df2089cccd1c57f7cde6a13d17464c2d1c985e69cbf1632c3076f,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/utilities/fitscopy.c,2642,d94216c501d2875baf57da8531123d695cda184bece81c9dc64197cac0c3ff83,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/utilities/fitsverify.c,11283,b0937c42b843d32e1a9d41709d3873064b3680c4df917f1d31dc9ce71d4f2ae6,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/utilities/fpack.c,16825,148f84845422d3d4f93ba49b00ab17c25c1f93af3763d05bff34747301759cf2,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/utilities/fpack.h,7155,bbd6017b9b0b9d9df29a193ce93955a2dee03a28f8c726e1a91f49eb3d3844b1,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/utilities/fpackutil.c,78403,ea1b0acdecb8245611d0fe93efe81041eba4a976cddfbc21000f5a651a931af2,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/utilities/ftverify.c,16001,f756f23f526a9affb42dbe5b3217a7174a2cb313197c7b42a5c166dcb54267f2,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/utilities/funpack.c,4664,102bfead4f8b488452f055a6f94e46a7aaf455a5fb905c1f7b4095919b1aad43,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/utilities/fverify.h,7837,f8334719f5c19c53b9a879cddf425e805b237317d203c298ada16b88032f7ad0,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/utilities/fvrf_data.c,27996,ca37082638ccc27d8387de3ef76c3e34fe56d39663686562c076feac5771f5ed,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/utilities/fvrf_file.c,7635,23ce209b2f7bcdda49dce219693d246e9fd149d0bb43e1b7609bc8853ef2e457,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/utilities/fvrf_head.c,101868,e5086d029712364e1d10985cdbb65e0b5c76558ae597bc499e446b89739d3169,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/utilities/fvrf_key.c,18958,2b1ccb2aaf6e6184d7702fd6fedbd9ce7078141f5a7412341d933af0408b856e,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/utilities/fvrf_misc.c,8508,6a1028c8514502e8f3b803a1f1647317630ae45de1da63ff5008bc0c1a3c6118,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/utilities/imcopy.c,9368,51a87f82e1ecdef7f278b41a09f74b5be75667ad6fe8628b57433ab03455d6d8,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/utilities/iter_image.c,2940,ba2988c051ed5f21ad91f551ae0592b2ced9f6e4e128da73883e53e2ca893a06,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/utilities/iter_var.c,3139,08505c55dc768c77741f66511d45afd29c506d19d5ca3a64dbcc8b103f140dc3,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/utilities/smem.c,2627,90397aa13ddeaebb4a41b43d7b195a49234ed73bd7aa3bfc14a6caf6fe648a5c,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/utilities/speed.c,17999,68217e192c7f54cf762d0d2424a3e37e9045f07a629cbbb48efb3c8642c12dc7,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/utilities/testf77.f,80140,fd658d1fec71fd10dcb2b043458501ad33999fdbc4e50f6069b78c6f4076e357,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/utilities/testprog.c,85934,b9293706b3cf15690aa346571785a5ae91f3da24a22b4193311f3ef26194fd6d,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/vmsieee.c,3782,972e71db410ea3c795a18715171b355a8bf20fefdef828ae830c16ec2874dbef,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/wcssub.c,35267,5aef12602956cf80535027bef7c9aa38e940652d8be674cb33d34a1f024d79ae,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/wcssub.o,21768,0bb54105bdb96eaac91ef0dc3ee4885f7cacbde15d6d0f14b32e543a56f58265,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/wcsutil.c,16769,f857edcd8a8cf2f94d720ec2b012ce493026303d02d1d971aee3e01180a100c5,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/wcsutil.o,15152,d3a5858ed9dbea6ff0c68ecd2892a9eb4f384ca132893a465d68226651df2d00,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/winDumpExts.mak,4257,5dfe20d8f4d6a31649b84fb5c2ef72a86b013ed52a33271be5a3f8fd0f88f2d1,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/win_compat/unistd.h,948,ebe8b3919a84b6d19b7e328525bded8dca7df3d971cd7d02c7a2b1028c2d19fa,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/windumpexts.c,13037,bec68703662d4e69f365b0198836e605bbd00bc5933d09b66b0da035b0200c02,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/zcompress.c,19729,fc3b625d54be48418375779fdda8e9fc1421c33c5c53c9da5ec794ec0b998fd1,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/zcompress.o,5848,52fecd9fd70848d7385495bce45f4bb3e396232e8c48e44c7b858a2568c5b4c5,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/zuncompress.c,16425,2dc6e7391b0e7c48725a69555941dd6939730640481b284b91c494150b1fbb82,cfitsio (NASA)
lib/astro_image_io/third_party/cfitsio/zuncompress.o,9864,44d8ab05c462c1c0e8149a0faeb6b797ccd78524290fd647ad549940cfe20b1f,cfitsio (NASA)
lib/orchestrator/cpp/third_party/json-schema-validator/CMakeLists.txt,2966,2641f23c8aa19f00aa9320f75cceff2b0ffa8d06b69e3d66afdf425e9032818b,cfitsio (NASA)
lib/orchestrator/cpp/third_party/json-schema-validator/json-patch.cpp,3354,3eda0face337a52ff6ca27b3b1b53725f775e350cc47aa5dbffb14420aea0878,cfitsio (NASA)
lib/orchestrator/cpp/third_party/json-schema-validator/json-patch.hpp,868,a6be0afd659b0f1e66381430c1c321cf1c24cbc84fad2c38e56be76ad49aac9a,cfitsio (NASA)
lib/orchestrator/cpp/third_party/json-schema-validator/json-schema-draft7.json.cpp,5183,9486585610d3f4a335b08cde0b5ea8aec27c979271e2581bc5ab6f3c86b4c05c,cfitsio (NASA)
lib/orchestrator/cpp/third_party/json-schema-validator/json-uri.cpp,3553,97261225bb67e95b333e44d1e6e8e0ee13cac1aad2dd2f5c6c1a8fc5465c907c,cfitsio (NASA)
lib/orchestrator/cpp/third_party/json-schema-validator/json-validator.cpp,45790,5d7fe9468a1d425940f91a1b816d10082e469a0a895a92a28b60159152af7fc8,cfitsio (NASA)
lib/orchestrator/cpp/third_party/json-schema-validator/nlohmann/json-schema.hpp,5760,2d9772aee4cb7ddb6d338eac207c965fe2cd283a045dc35dfa9c0aaec481247b,cfitsio (NASA)
lib/orchestrator/cpp/third_party/json-schema-validator/smtp-address-validator.cpp,26059,a234cc0c4296a88a73b65e600c1ebf83b3a5385119739e93a1b74a6406e536dd,cfitsio (NASA)
lib/orchestrator/cpp/third_party/json-schema-validator/smtp-address-validator.hpp,1354,e7d1351661378e4d07c2deaf92fa9547f6adfb414bd844aa17095516f487c23b,cfitsio (NASA)
lib/orchestrator/cpp/third_party/json-schema-validator/string-format-check.cpp,15368,f6fafb7289a8499e8d7465825dee36f9791ffe994dba156191d0669bd604afe8,cfitsio (NASA)
