path,module,status,rc,elapsed_sec,findings,errors
lib/plate_solve/cpp/ipv/src/ipv_distortion.cpp,plate_solve,PASS,0,6.37,0,
lib/plate_solve/cpp/ipv/src/ipv_entry.cpp,plate_solve,PASS,0,2.51,0,
lib/plate_solve/cpp/ipv/src/ipv_itertrans.cpp,plate_solve,FINDINGS,0,9.63,1,
lib/plate_solve/cpp/ipv/src/ipv_kvector.cpp,plate_solve,PASS,0,4.56,0,
lib/plate_solve/cpp/ipv/src/ipv_polygon.cpp,plate_solve,PASS,0,11.84,0,
lib/plate_solve/cpp/ipv/src/ipv_ransac.cpp,plate_solve,PASS,0,21.76,0,
lib/plate_solve/cpp/ipv/src/ipv_robust_refine.cpp,plate_solve,PASS,0,10.52,0,
lib/plate_solve/cpp/ipv/src/ipv_select.cpp,plate_solve,PASS,0,20.89,0,
lib/plate_solve/cpp/ipv/src/ipv_sip.cpp,plate_solve,PASS,0,6.22,0,
lib/plate_solve/cpp/ipv/src/ipv_solver.cpp,plate_solve,PASS,0,14.97,0,
lib/plate_solve/cpp/ipv/src/ipv_triangle.cpp,plate_solve,PASS,0,6.45,0,
lib/plate_solve/cpp/ipv/src/ipv_wcs.cpp,plate_solve,PASS,0,2.66,0,
lib/plate_solve/cpp/ipv/test/test_kvector.cpp,plate_solve,PASS,0,6.12,0,
lib/plate_solve/cpp/ipv/test/test_synthetic.cpp,plate_solve,PASS,0,5.53,0,
lib/snr_estimator/cpp/include/snr_estimator.h,snr_estimator,HEADER_VIA_TU,-2,0.0,0,
lib/snr_estimator/cpp/src/noise_model.cpp,snr_estimator,PASS,0,8.64,0,
lib/snr_estimator/cpp/src/snr_estimator.cpp,snr_estimator,PASS,0,6.04,0,
lib/star_detector/include/star_detector.h,star_detector,HEADER_VIA_TU,-2,0.0,0,
lib/star_detector/src/sdet_api.cpp,star_detector,PASS,0,18.78,0,
lib/star_detector/src/sdet_background.cpp,star_detector,FINDINGS,0,1.73,1,
lib/star_detector/src/sdet_background.h,star_detector,HEADER_VIA_TU,-2,0.0,0,
lib/star_detector/src/sdet_detector.cpp,star_detector,PASS,0,16.32,0,
lib/star_detector/src/sdet_detector.h,star_detector,HEADER_VIA_TU,-2,0.0,0,
lib/star_detector/src/sdet_image.cpp,star_detector,FINDINGS,0,21.51,1,
lib/star_detector/src/sdet_image.h,star_detector,HEADER_VIA_TU,-2,0.0,0,
lib/star_detector/src/sdet_log.cpp,star_detector,PASS,0,1.73,0,
lib/star_detector/src/sdet_log.h,star_detector,HEADER_VIA_TU,-2,0.0,0,
