symbol,header,signature,export
p2_sample_controls_cached,lib/algorithms/coverage/include/astro/phase2/sampler.h,"P2_API int p2_sample_controls_cached( const P2CoverageResult* coverage, const char* const* hips_paths, const std::uint64_t* frame_ids, const P2SamplerConfig* cfg, P2ControlObservation* out_obs, std::uint64_t out_capacity, std::uint64_t* out_n_obs, std::uint64_t* out_n_controls, P2SampleStats* out_stats, P2ControlNode* out_controls, std::uint64_t ctrl_capacity, char* err, std::size_t err_size);",P2_API
p2_sampler_default_config,lib/algorithms/coverage/include/astro/phase2/sampler.h,P2_API P2SamplerConfig p2_sampler_default_config(void);,P2_API
p2_stats_mad,lib/algorithms/coverage/include/astro/phase2/sampler.h,"P2_API double p2_stats_mad(const double* vals, std::uint64_t n, double* out_median = nullptr);",P2_API
p2_stats_median,lib/algorithms/coverage/include/astro/phase2/sampler.h,"P2_API double p2_stats_median(const double* vals, std::uint64_t n);",P2_API
p2_stage2_make_upm_cfg,lib/algorithms/coverage/include/astro/phase2/stage2_common.h,"P2UpmBuildConfig p2_stage2_make_upm_cfg(const P2Stage2Config& cfg, int target_order, const char* input_manifest_hash);",
p2_stage2_parse_config,lib/algorithms/coverage/include/astro/phase2/stage2_common.h,"bool p2_stage2_parse_config(const nlohmann::json& j, P2Stage2Config* cfg, std::string* err);",
p2_upm_build,lib/algorithms/coverage/include/astro/phase2/upm.h,"P2_API int p2_upm_build( const P2ControlObservation* obs, std::uint64_t n_obs, const P2UpmBuildConfig* cfg, void** out_model);",P2_API
p2_upm_build_geo,lib/algorithms/coverage/include/astro/phase2/upm.h,"P2_API int p2_upm_build_geo( const P2ControlObservation* obs, std::uint64_t n_obs, const P2ControlNode* nodes, std::uint64_t n_nodes, const P2UpmBuildConfig* cfg, void** out_model);",P2_API
p2_upm_calibrate_block,lib/algorithms/coverage/include/astro/phase2/upm.h,"P2_API int p2_upm_calibrate_block( const void* model, std::uint64_t frame_id, const std::uint64_t* leaf_ipix, const double* input_signal, double* output_signal, std::uint64_t count);",P2_API
p2_upm_close,lib/algorithms/coverage/include/astro/phase2/upm.h,P2_API int p2_upm_close(void* model);,P2_API
p2_upm_component_gauges,lib/algorithms/coverage/include/astro/phase2/upm.h,"P2_API int p2_upm_component_gauges(const void* model, std::uint64_t* out_component_count, std::uint64_t* out_ref_frame_ids);",P2_API
p2_upm_dense_info,lib/algorithms/coverage/include/astro/phase2/upm.h,"P2_API int p2_upm_dense_info( const void* model, const char* cache_path, int* out_target_order, std::uint64_t* out_pixels, char* out_source_hash, std::size_t hash_buf_size);",P2_API
p2_upm_dense_read_block,lib/algorithms/coverage/include/astro/phase2/upm.h,"P2_API int p2_upm_dense_read_block( const void* model, const char* cache_path, std::uint64_t frame_id, const std::uint64_t* leaf_ipix, const double* input_signal, double* output_signal, std::uint64_t count);",P2_API
p2_upm_evaluate_c,lib/algorithms/coverage/include/astro/phase2/upm.h,"P2_API double p2_upm_evaluate_c(const void* model, std::uint64_t frame_id, std::uint64_t leaf_ipix);",P2_API
p2_upm_geometry_hash,lib/algorithms/coverage/include/astro/phase2/upm.h,"P2_API int p2_upm_geometry_hash(const void* model, char* out, int buf_size);",P2_API
p2_upm_info,lib/algorithms/coverage/include/astro/phase2/upm.h,"P2_API int p2_upm_info(const void* model, P2ModelInfo* out_info);",P2_API
p2_upm_materialize_dense,lib/algorithms/coverage/include/astro/phase2/upm.h,"P2_API int p2_upm_materialize_dense( const void* model, int target_order, const char* cache_path);",P2_API
p2_upm_normalized_weights,lib/algorithms/coverage/include/astro/phase2/upm.h,"P2_API int p2_upm_normalized_weights(const P2ControlObservation* obs, std::uint64_t n_obs, const P2UpmBuildConfig* cfg, double* out_norm);",P2_API
p2_upm_open,lib/algorithms/coverage/include/astro/phase2/upm.h,"P2_API int p2_upm_open(const char* path, void** out_model);",P2_API
p2_upm_raw_weight,lib/algorithms/coverage/include/astro/phase2/upm.h,"P2_API int p2_upm_raw_weight(const P2ControlObservation* obs, const P2UpmBuildConfig* cfg, double* out_raw);",P2_API
p2_upm_save,lib/algorithms/coverage/include/astro/phase2/upm.h,"P2_API int p2_upm_save(const void* model, const char* path);",P2_API
pc_calibrate_simple,lib/algorithms/photometry/cpp/include/photometric_calib.h,"PC_API int pc_calibrate_simple( const float* pixels, int width, int height, const double* gaia_ra, const double* gaia_dec, const double* gaia_mag, const double* gaia_fsyn, int n_gaia, const double* psf_cx, const double* psf_cy, const double* psf_flux, const int* psf_status, int n_psf, const double* qe_wl, const double* qe_trans, int qe_count, double crval1, double crval2, double crpix1, double crpix2, double cd11, double cd12, double cd21, double cd22, int sip_order, const double* sip_a, const double* sip_b, const double* sip_ap, const double* sip_bp, float* out_pixels, int* out_n_matched, double* out_scale_factor, double* out_sigma_residual, PhotometricDiag* out_diag);",
pc_calibrate_simple_f64,lib/algorithms/photometry/cpp/include/photometric_calib.h,"PC_API int pc_calibrate_simple_f64( const double* pixels, int width, int height, const double* gaia_ra, const double* gaia_dec, const double* gaia_mag, const double* gaia_fsyn, int n_gaia, const double* psf_cx, const double* psf_cy, const double* psf_flux, const int* psf_status, int n_psf, const double* qe_wl, const double* qe_trans, int qe_count, double crval1, double crval2, double crpix1, double crpix2, double cd11, double cd12, double cd21, double cd22, int sip_order, const double* sip_a, const double* sip_b, const double* sip_ap, const double* sip_bp, double* out_pixels, int* out_n_matched, double* out_scale_factor, double* out_sigma_residual, PhotometricDiag* out_diag);",
pc_calibrate_simple_with_gaia,lib/algorithms/photometry/cpp/include/photometric_calib.h,"PC_API int pc_calibrate_simple_with_gaia( void* gaia_client_handle, double ra_center, double dec_center, double radius_deg, double mag_min, double mag_max, const double* filter_wl, const double* filter_trans, int filter_count, const double* qe_wl, const double* qe_trans, int qe_count, const double* spectrum_wl, int spectrum_count, const float* pixels, int width, int height, const double* psf_cx, const double* psf_cy, const double* psf_flux, const int* psf_status, int n_psf, double crval1, double crval2, double crpix1, double crpix2, double cd11, double cd12, double cd21, double cd22, int sip_order, const double* sip_a, const double* sip_b, const double* sip_ap, const double* sip_bp, float* out_pixels, int* out_n_matched, double* out_scale_factor, double* out_sigma_residual, PhotometricDiag* out_diag);",
pc_calibrate_simple_with_gaia_f64,lib/algorithms/photometry/cpp/include/photometric_calib.h,"PC_API int pc_calibrate_simple_with_gaia_f64( void* gaia_client_handle, double ra_center, double dec_center, double radius_deg, double mag_min, double mag_max, const double* filter_wl, const double* filter_trans, int filter_count, const double* qe_wl, const double* qe_trans, int qe_count, const double* spectrum_wl, int spectrum_count, const double* pixels, int width, int height, const double* psf_cx, const double* psf_cy, const double* psf_flux, const int* psf_status, int n_psf, double crval1, double crval2, double crpix1, double crpix2, double cd11, double cd12, double cd21, double cd22, int sip_order, const double* sip_a, const double* sip_b, const double* sip_ap, const double* sip_bp, double* out_pixels, int* out_n_matched, double* out_scale_factor, double* out_sigma_residual, PhotometricDiag* out_diag);",
pc_calibrate_simple_with_gaia_f64_v2,lib/algorithms/photometry/cpp/include/photometric_calib.h,"PC_API int pc_calibrate_simple_with_gaia_f64_v2( void* gaia_client_handle, double ra_center, double dec_center, double radius_deg, double mag_min, double mag_max, const double* filter_wl, const double* filter_trans, int filter_count, const double* qe_wl, const double* qe_trans, int qe_count, const double* spectrum_wl, int spectrum_count, const double* pixels, int width, int height, const double* psf_cx, const double* psf_cy, const double* psf_flux, const int* psf_status, int n_psf, const int64_t* psf_star_ids, PcMatchRecord* out_records, double crval1, double crval2, double crpix1, double crpix2, double cd11, double cd12, double cd21, double cd22, int sip_order, const double* sip_a, const double* sip_b, const double* sip_ap, const double* sip_bp, double* out_pixels, int* out_n_matched, double* out_scale_factor, double* out_sigma_residual, PhotometricDiag* out_diag);",
pc_calibrate_simple_with_gaia_v2,lib/algorithms/photometry/cpp/include/photometric_calib.h,"PC_API int pc_calibrate_simple_with_gaia_v2( void* gaia_client_handle, double ra_center, double dec_center, double radius_deg, double mag_min, double mag_max, const double* filter_wl, const double* filter_trans, int filter_count, const double* qe_wl, const double* qe_trans, int qe_count, const double* spectrum_wl, int spectrum_count, const float* pixels, int width, int height, const double* psf_cx, const double* psf_cy, const double* psf_flux, const int* psf_status, int n_psf, const int64_t* psf_star_ids, PcMatchRecord* out_records, double crval1, double crval2, double crpix1, double crpix2, double cd11, double cd12, double cd21, double cd22, int sip_order, const double* sip_a, const double* sip_b, const double* sip_ap, const double* sip_bp, float* out_pixels, int* out_n_matched, double* out_scale_factor, double* out_sigma_residual, PhotometricDiag* out_diag);",
angle_cyclic_verify,lib/algorithms/platesolve/cpp/ipv/include/ipv_angle.h,"double angle_cyclic_verify( const StarPoint& pivot_img, const StarPoint& pivot_cat, const std::vector<StarPoint>& U, const std::vector<StarPoint>& W, const HexDescriptor& hex, const std::vector<std::pair<int,int>>& matched_neighbors, double angle_tol_deg = 5.0 );",
ipv_get_default_params,lib/algorithms/platesolve/cpp/ipv/include/ipv_api.h,IPV_API void ipv_get_default_params(IpvParams* params);,
ipv_get_last_inlier_count,lib/algorithms/platesolve/cpp/ipv/include/ipv_api.h,IPV_API int ipv_get_last_inlier_count(void* solver);,
ipv_get_last_inliers,lib/algorithms/platesolve/cpp/ipv/include/ipv_api.h,"IPV_API int ipv_get_last_inliers(void* solver, double* out_buffer, int max_count);",
ipv_set_detector_handle,lib/algorithms/platesolve/cpp/ipv/include/ipv_api.h,"IPV_API void ipv_set_detector_handle(void* solver, intptr_t handle);",
ipv_set_gaia_handle,lib/algorithms/platesolve/cpp/ipv/include/ipv_api.h,"IPV_API void ipv_set_gaia_handle(void* solver, intptr_t handle);",
ipv_solve,lib/algorithms/platesolve/cpp/ipv/include/ipv_api.h,"IPV_API int ipv_solve( void* solver, const char* image_path, double ra0, double dec0, double focal_length_mm, double pixel_size_um, const IpvParams* params, IpvWcsResult* result );",
ipv_solve_create,lib/algorithms/platesolve/cpp/ipv/include/ipv_api.h,IPV_API void* ipv_solve_create(void);,
ipv_solve_destroy,lib/algorithms/platesolve/cpp/ipv/include/ipv_api.h,IPV_API void ipv_solve_destroy(void* solver);,
ipv_solve_from_detections_v1,lib/algorithms/platesolve/cpp/ipv/include/ipv_api.h,"IPV_API int ipv_solve_from_detections_v1( void* solver, const double* detections, int n_detections, int image_width, int image_height, double ra0, double dec0, double focal_length_mm, double pixel_size_um, const IpvParams* params, IpvWcsResult* result );",
ipv_solve_from_memory,lib/algorithms/platesolve/cpp/ipv/include/ipv_api.h,"IPV_API int ipv_solve_from_memory( void* solver, const float* pixels, int width, int height, double ra0, double dec0, double focal_length_mm, double pixel_size_um, const IpvParams* params, IpvWcsResult* result );",
ipv_solve_from_memory_with_callback,lib/algorithms/platesolve/cpp/ipv/include/ipv_api.h,"IPV_API int ipv_solve_from_memory_with_callback( void* solver, const float* pixels, int width, int height, double ra0, double dec0, double focal_length_mm, double pixel_size_um, const IpvParams* params, IpvDetectionCallback callback, void* user_data, IpvWcsResult* result );",
ipv_solve_from_memory_with_callback_d,lib/algorithms/platesolve/cpp/ipv/include/ipv_api.h,"IPV_API int ipv_solve_from_memory_with_callback_d( void* solver, const double* pixels, int width, int height, double ra0, double dec0, double focal_length_mm, double pixel_size_um, const IpvParams* params, IpvDetectionCallback callback, void* user_data, IpvWcsResult* result );",
void,lib/algorithms/platesolve/cpp/ipv/include/ipv_api.h,"typedef void (*IpvDetectionCallback)( const double* detections, int n_detections, void* user_data );",
estimate_radial_distortion,lib/algorithms/platesolve/cpp/ipv/include/ipv_distortion.h,"DistortionModel estimate_radial_distortion( const std::vector<StarPoint>& U_full, const std::vector<StarPoint>& W, const SimTransform& tf, double s0, int img_width, int img_height, double tau_match = 15.0, Logger* logger = nullptr );",
undistort_stars,lib/algorithms/platesolve/cpp/ipv/include/ipv_distortion.h,"std::vector<StarPoint> undistort_stars( const std::vector<StarPoint>& U, const DistortionModel& dist, int img_width, int img_height, Logger* logger = nullptr );",
at_match_lists,lib/algorithms/platesolve/cpp/ipv/include/ipv_itertrans.h,"std::vector<MatchPair> at_match_lists( const std::vector<StarPoint>& U, const std::vector<StarPoint>& W, const Trans& trans, double tolerance_arcsec = 5.0 );",
at_recalc_trans,lib/algorithms/platesolve/cpp/ipv/include/ipv_itertrans.h,"IterTransResult at_recalc_trans( const std::vector<StarPoint>& U, const std::vector<StarPoint>& W, const std::vector<MatchPair>& matched_pairs, int order = 1 );",
init_itertrans_logger,lib/algorithms/platesolve/cpp/ipv/include/ipv_itertrans.h,void init_itertrans_logger(const std::string& path);,
iter_trans_solve,lib/algorithms/platesolve/cpp/ipv/include/ipv_itertrans.h,"IterTransResult iter_trans_solve( const std::vector<StarPoint>& U, const std::vector<StarPoint>& W, const std::vector<MatchPair>& initial_pairs, double tolerance_arcsec = 5.0, int order = 1 );",
kvector_build,lib/algorithms/platesolve/cpp/ipv/include/ipv_kvector.h,KVectorIndex kvector_build(const std::vector<StarPoint>& W);,
kvector_query,lib/algorithms/platesolve/cpp/ipv/include/ipv_kvector.h,"std::vector<std::pair<int,int>> kvector_query( const KVectorIndex& kv, double d_lo, double d_hi );",
fprintf,lib/algorithms/platesolve/cpp/ipv/include/ipv_log.h,"std::fprintf(stderr, ""%s"", line.c_str());",
lock,lib/algorithms/platesolve/cpp/ipv/include/ipv_log.h,std::lock_guard<std::mutex> lock(mtx_);,
snprintf,lib/algorithms/platesolve/cpp/ipv/include/ipv_log.h,"std::snprintf(buf, sizeof(buf), fmt, args...);",
strftime,lib/algorithms/platesolve/cpp/ipv/include/ipv_log.h,"std::strftime(time_str, sizeof(time_str), ""%Y-%m-%d %H:%M:%S"", &tm_buf);",
build_hex_descriptor,lib/algorithms/platesolve/cpp/ipv/include/ipv_polygon.h,"HexDescriptor build_hex_descriptor( const std::vector<StarPoint>& U, int pivot_idx, double r_local = 0.0, double fov_diag = 0.0, bool use_ratio = false );",
collect_candidates,lib/algorithms/platesolve/cpp/ipv/include/ipv_polygon.h,"std::set<int> collect_candidates( const KVectorIndex& kv, const HexDescriptor& hex, double sigma_d, int K = 5, int min_occur = 2, const std::vector<StarPoint>* W = nullptr, bool use_ratio = false );",
extract_consensus,lib/algorithms/platesolve/cpp/ipv/include/ipv_polygon.h,"std::vector<CandidateMatch> extract_consensus( const VoteMap& votes, int N_U, const IPVSolverParams& params );",
geometric_vote,lib/algorithms/platesolve/cpp/ipv/include/ipv_polygon.h,"void geometric_vote( const std::vector<StarPoint>& U, const std::vector<StarPoint>& W, const KVectorIndex& kv, const IPVSolverParams& params, double fov_diag, double sigma_d, VoteMap& votes );",
polygon_match,lib/algorithms/platesolve/cpp/ipv/include/ipv_polygon.h,"PolygonMatchResult polygon_match( const std::vector<StarPoint>& U, const std::vector<StarPoint>& W, const KVectorIndex& kv, const IPVSolverParams& params, double sigma_d );",
polygon_match_adaptive,lib/algorithms/platesolve/cpp/ipv/include/ipv_polygon.h,"PolygonMatchResult polygon_match_adaptive( const std::vector<StarPoint>& U, const std::vector<StarPoint>& W, const KVectorIndex& kv, const IPVSolverParams& params, double sigma_d, double fov_diag, bool use_ratio = false );",
verify_polygon,lib/algorithms/platesolve/cpp/ipv/include/ipv_polygon.h,"std::vector<std::pair<int,int>> verify_polygon( const std::vector<StarPoint>& W, int candidate_w, const HexDescriptor& hex, const KVectorIndex& kv, double sigma_d, int K = 5, int min_match = 3, bool use_ratio = false );",
full_verify_transform,lib/algorithms/platesolve/cpp/ipv/include/ipv_ransac.h,"std::vector<MatchPair> full_verify_transform( const std::vector<StarPoint>& U, const std::vector<StarPoint>& W, const SimTransform& tf, double tau );",
iter_trans_verify,lib/algorithms/platesolve/cpp/ipv/include/ipv_ransac.h,"PROSACResult iter_trans_verify( const std::vector<StarPoint>& U, const std::vector<StarPoint>& W, const std::vector<CandidateMatch>& candidates, const IPVSolverParams& params );",
prosac_verify,lib/algorithms/platesolve/cpp/ipv/include/ipv_ransac.h,"PROSACResult prosac_verify( const std::vector<StarPoint>& U, const std::vector<StarPoint>& W, const std::vector<CandidateMatch>& candidates, const IPVSolverParams& params );",
solve_similarity_transform,lib/algorithms/platesolve/cpp/ipv/include/ipv_ransac.h,"SimTransform solve_similarity_transform( const std::vector<StarPoint>& U, const std::vector<StarPoint>& W, int u1, int w1, int u2, int w2 );",
umeyama_estimate,lib/algorithms/platesolve/cpp/ipv/include/ipv_ransac.h,"SimTransform umeyama_estimate( const std::vector<StarPoint>& U, const std::vector<StarPoint>& W, const std::vector<MatchPair>& pairs );",
compute_fov_density,lib/algorithms/platesolve/cpp/ipv/include/ipv_select.h,"void compute_fov_density( double focal_length_mm, double pixel_size_um, double img_width, double img_height, int n_img_bright, double gaia_density_ratio, double gaia_query_radius_factor, double& s0, double& fov_diag_deg, double& query_radius_deg, double& query_area_sqdeg, double& img_area_sqdeg, double& rho_img, double& rho_target, int& n_target, Logger* logger = nullptr);",
compute_initial_mag_cut,lib/algorithms/platesolve/cpp/ipv/include/ipv_select.h,"double compute_initial_mag_cut( double focal_length_mm, double exposure_time_s, Logger* logger = nullptr);",
density_match_iterate,lib/algorithms/platesolve/cpp/ipv/include/ipv_select.h,"void density_match_iterate( std::function<int(double, double, double, double)> query_func, double center_ra, double center_dec, double query_radius_deg, int n_target, double m_cut_initial, double step_init, int max_iter, double tolerance, double& final_mag_lim, int& final_n_gaia, int& iterations, bool& converged, Logger* logger = nullptr);",
get_gaia_client_handle,lib/algorithms/platesolve/cpp/ipv/include/ipv_select.h,void* get_gaia_client_handle();,
get_star_detector_handle,lib/algorithms/platesolve/cpp/ipv/include/ipv_select.h,void* get_star_detector_handle();,
gnomonic_forward_proj,lib/algorithms/platesolve/cpp/ipv/include/ipv_select.h,"void gnomonic_forward_proj( double ra_deg, double dec_deg, double ra0_deg, double dec0_deg, double& xi_asec, double& eta_asec, bool& valid);",
ipv_select,lib/algorithms/platesolve/cpp/ipv/include/ipv_select.h,"int ipv_select( const std::string& image_path, double ra, double dec, double focal_length_mm, double pixel_size_um, const IPVSolverParams& params, StarSelection& output, Logger* logger = nullptr );",
ipv_select_from_detections,lib/algorithms/platesolve/cpp/ipv/include/ipv_select.h,"int ipv_select_from_detections( const double* detections, int n_detections, int image_width, int image_height, double ra, double dec, double focal_length_mm, double pixel_size_um, const IPVSolverParams& params, StarSelection& output, Logger* logger = nullptr );",
ipv_select_from_memory,lib/algorithms/platesolve/cpp/ipv/include/ipv_select.h,"int ipv_select_from_memory( const float* pixels, int width, int height, double ra, double dec, double focal_length_mm, double pixel_size_um, const IPVSolverParams& params, StarSelection& output, Logger* logger = nullptr );",
ipv_select_from_memory_with_callback,lib/algorithms/platesolve/cpp/ipv/include/ipv_select.h,"int ipv_select_from_memory_with_callback( const float* pixels, int width, int height, double ra, double dec, double focal_length_mm, double pixel_size_um, const IPVSolverParams& params, DetectionSinkFn callback, void* user_data, StarSelection& output, Logger* logger = nullptr );",
ipv_select_from_memory_with_callback_f64,lib/algorithms/platesolve/cpp/ipv/include/ipv_select.h,"int ipv_select_from_memory_with_callback_f64( const double* pixels, int width, int height, double ra, double dec, double focal_length_mm, double pixel_size_um, const IPVSolverParams& params, DetectionSinkFn callback, void* user_data, StarSelection& output, Logger* logger = nullptr );",
select_image_stars,lib/algorithms/platesolve/cpp/ipv/include/ipv_select.h,"std::vector<int> select_image_stars( const std::vector<double>& flux, const std::vector<double>& mag, const std::vector<bool>& saturated, int img_n_target, Logger* logger = nullptr);",
void,lib/algorithms/platesolve/cpp/ipv/include/ipv_select.h,"typedef void (*DetectionSinkFn)( const double* detections, int n_detections, void* user_data );",
fit_sip,lib/algorithms/platesolve/cpp/ipv/include/ipv_sip.h,"SIPCoeffs fit_sip( const std::vector<StarPoint>& U, const std::vector<StarPoint>& W, const std::vector<MatchPair>& inliers, const SimTransform& tf, double s0, int img_width, int img_height, int order = 3, Logger* logger = nullptr );",
IPVSolver,lib/algorithms/platesolve/cpp/ipv/include/ipv_solver.h,public: IPVSolver();,
cache_last_inliers_,lib/algorithms/platesolve/cpp/ipv/include/ipv_solver.h,"void cache_last_inliers_( const std::vector<MatchPair>& matched, const std::vector<StarPoint>& U_snapshot, const std::vector<double>& gaia_ra, const std::vector<double>& gaia_dec, const Trans& trans, double s0, double ra0, double dec0, int img_width, int img_height, bool robust_applied);",
extract_wcs_sip,lib/algorithms/platesolve/cpp/ipv/include/ipv_solver.h,"void extract_wcs_sip( const Trans& trans, double ra0, double dec0, int img_width, int img_height, double s0, const std::vector<StarPoint>& U, const std::vector<StarPoint>& W, const std::vector<MatchPair>& matched, WcsFitResult* result, Logger* logger = nullptr );",
iterative_reproject,lib/algorithms/platesolve/cpp/ipv/include/ipv_solver.h,"IterativeReprojectResult iterative_reproject( const std::vector<StarPoint>& U, const std::vector<double>& gaia_ra, const std::vector<double>& gaia_dec, const Trans& initial_trans, const std::vector<MatchPair>& initial_inliers, double ra0, double dec0, double s0, int img_width, int img_height, Logger* logger = nullptr );",
set_detector_handle,lib/algorithms/platesolve/cpp/ipv/include/ipv_solver.h,void set_detector_handle(intptr_t handle);,
set_gaia_handle,lib/algorithms/platesolve/cpp/ipv/include/ipv_solver.h,void set_gaia_handle(intptr_t handle);,
solve,lib/algorithms/platesolve/cpp/ipv/include/ipv_solver.h,"void solve( const std::string& image_path, double ra0, double dec0, double focal_length_mm, double pixel_size_um, const IPVSolverParams& params, WcsFitResult* result );",
solve_from_detections_v1,lib/algorithms/platesolve/cpp/ipv/include/ipv_solver.h,"void solve_from_detections_v1( const double* detections, int n_detections, int image_width, int image_height, double ra0, double dec0, double focal_length_mm, double pixel_size_um, const IPVSolverParams& params, WcsFitResult* result );",
solve_from_memory,lib/algorithms/platesolve/cpp/ipv/include/ipv_solver.h,"void solve_from_memory( const float* pixels, int width, int height, double ra0, double dec0, double focal_length_mm, double pixel_size_um, const IPVSolverParams& params, WcsFitResult* result );",
solve_from_memory_with_callback,lib/algorithms/platesolve/cpp/ipv/include/ipv_solver.h,"void solve_from_memory_with_callback( const float* pixels, int width, int height, double ra0, double dec0, double focal_length_mm, double pixel_size_um, const IPVSolverParams& params, DetectionSinkFn callback, void* user_data, WcsFitResult* result );",
solve_from_memory_with_callback_f64,lib/algorithms/platesolve/cpp/ipv/include/ipv_solver.h,"void solve_from_memory_with_callback_f64( const double* pixels, int width, int height, double ra0, double dec0, double focal_length_mm, double pixel_size_um, const IPVSolverParams& params, DetectionSinkFn callback, void* user_data, WcsFitResult* result );",
solve_post_select,lib/algorithms/platesolve/cpp/ipv/include/ipv_solver.h,"private: void solve_post_select( StarSelection& selection, const IPVSolverParams& params, double ra0, double dec0, WcsFitResult* result );",
init_triangle_logger,lib/algorithms/platesolve/cpp/ipv/include/ipv_triangle.h,void init_triangle_logger(const std::string& path);,
triangle_match,lib/algorithms/platesolve/cpp/ipv/include/ipv_triangle.h,"TriangleMatchResult triangle_match( const std::vector<StarPoint>& U, const std::vector<StarPoint>& W, int n_stars_A = 60, int n_stars_B = 60, double tolerance = 0.002, double s0 = 0.0 );",
build_wcs,lib/algorithms/platesolve/cpp/ipv/include/ipv_wcs.h,"WcsFitResult build_wcs( const SimTransform& transform, double s0, int img_width, int img_height, double ra0, double dec0, const std::vector<StarPoint>& U, const std::vector<StarPoint>& W_flipped, const std::vector<MatchPair>& inliers, int flip_mode );",
snr_estimate,lib/algorithms/noise_snr/cpp/include/snr_estimator.h,"SNR_API int snr_estimate(const float* data, int h, int w, const double* psf, int n_stars, double sigma_residual, float* out_snr);",SNR_API
snr_estimate_f64,lib/algorithms/noise_snr/cpp/include/snr_estimator.h,"SNR_API int snr_estimate_f64(const double* data, int h, int w, const double* psf, int n_stars, double sigma_residual, float* out_snr);",SNR_API
snr_extract_model,lib/algorithms/noise_snr/cpp/include/snr_estimator.h,"SNR_API int snr_extract_model(const double* psf, int n_stars, double sigma_residual, const SnrWcsParams* wcs, SnrModel* out_model);",SNR_API
snr_extract_model_v2,lib/algorithms/noise_snr/cpp/include/snr_estimator.h,"SNR_API int snr_extract_model_v2(const double* psf, int n_stars, double sigma_residual, const SnrWcsParams* wcs, int value_dtype, SnrModelV2* out_model);",SNR_API
snr_extract_model_v3,lib/algorithms/noise_snr/cpp/include/snr_estimator.h,"SNR_API int snr_extract_model_v3(const double* psf, int n_stars, double sigma_residual, const SnrWcsParams* wcs, int value_dtype, const int64_t* star_ids, const uint32_t* quality_flags, const uint32_t* photometric_status, SnrModelV3* out_model);",SNR_API
snr_free_model,lib/algorithms/noise_snr/cpp/include/snr_estimator.h,SNR_API void snr_free_model(SnrModel* model);,SNR_API
snr_free_model_v2,lib/algorithms/noise_snr/cpp/include/snr_estimator.h,SNR_API void snr_free_model_v2(SnrModelV2* model);,SNR_API
snr_free_model_v3,lib/algorithms/noise_snr/cpp/include/snr_estimator.h,SNR_API void snr_free_model_v3(SnrModelV3* model);,SNR_API
snr_noise_gain_variance,lib/algorithms/noise_snr/cpp/include/snr_estimator.h,"SNR_API double snr_noise_gain_variance(double signal, double gain_e_per_adu, double read_noise_e);",SNR_API
snr_noise_model_v1,lib/algorithms/noise_snr/cpp/include/snr_estimator.h,"SNR_API int snr_noise_model_v1(const float* data, int h, int w, const float* source_mask, const double* star_x, const double* star_y, int n_stars, const SnrNoiseModelConfig* cfg, NoiseWeightModelV1* out_model);",SNR_API
snr_noise_model_v1_default_config,lib/algorithms/noise_snr/cpp/include/snr_estimator.h,SNR_API int snr_noise_model_v1_default_config(SnrNoiseModelConfig* cfg);,SNR_API
snr_noise_model_v1_f64,lib/algorithms/noise_snr/cpp/include/snr_estimator.h,"SNR_API int snr_noise_model_v1_f64(const double* data, int h, int w, const float* source_mask, const double* star_x, const double* star_y, int n_stars, const SnrNoiseModelConfig* cfg, NoiseWeightModelV1* out_model);",SNR_API
snr_noise_model_v1_fill,lib/algorithms/noise_snr/cpp/include/snr_estimator.h,"SNR_API int snr_noise_model_v1_fill(const NoiseWeightModelV1* model, int h, int w, float* out_variance, float* out_ivar);",SNR_API
snr_noise_model_v1_free,lib/algorithms/noise_snr/cpp/include/snr_estimator.h,SNR_API void snr_noise_model_v1_free(NoiseWeightModelV1* model);,SNR_API
snr_noise_scale_law,lib/algorithms/noise_snr/cpp/include/snr_estimator.h,"SNR_API void snr_noise_scale_law(double alpha, double* variance, double* ivar);",SNR_API
snr_phot_cal_quality,lib/algorithms/noise_snr/cpp/include/snr_estimator.h,"SNR_API int snr_phot_cal_quality(double sigma_logflux_dex, int n_matches, PhotometricCalibrationQuality* out);",SNR_API
snr_psf_fit_quality,lib/algorithms/noise_snr/cpp/include/snr_estimator.h,"SNR_API int snr_psf_fit_quality(const double* psf, int n_stars, const int64_t* star_ids, const uint32_t* quality_flags, PsfFitQualityRow* out);",SNR_API
sdet_create,lib/algorithms/star_detection/include/star_detector.h,SDET_EXPORT StarDetectorHandle sdet_create(const SDetParams *params);,
sdet_destroy,lib/algorithms/star_detection/include/star_detector.h,SDET_EXPORT void sdet_destroy(StarDetectorHandle handle);,
sdet_detect,lib/algorithms/star_detection/include/star_detector.h,"SDET_EXPORT int sdet_detect(StarDetectorHandle handle, const uint16_t *image, int width, int height, double **out_x, double **out_y, int *out_count);",
sdet_detect_debug,lib/algorithms/star_detection/include/star_detector.h,"SDET_EXPORT int sdet_detect_debug(StarDetectorHandle handle, const uint16_t *image, int width, int height, double **out_x, double **out_y, int *out_count, float **out_mag, int **out_has_saturated, float **out_detail, float **out_smap, float **out_binary, const char **extra_names, int extra_count, float ***out_extras);",
sdet_detect_ex,lib/algorithms/star_detection/include/star_detector.h,"SDET_EXPORT int sdet_detect_ex(StarDetectorHandle handle, const uint16_t *image, int width, int height, double **out_x, double **out_y, float **out_flux, int **out_saturated, float **out_mag, int **out_has_saturated, int *out_count, const char **extra_names, int extra_count, float ***out_extras);",
