elapsed_seconds,stage,cpu_pct,system_cpu_pct,active_workers,runnable_workers,rss_bytes,pss_bytes,commit_bytes,page_faults,read_bytes,write_bytes,queue_depth,lock_wait_ns,progress,threads,active_compute_threads,per_thread_cpu_max_pct,per_thread_cpu_sum_pct,io_wait_pct
0.000,active,0.00,0.00,1,1,6582272,0,94695424,0,0,0,0,0,0.000,2,0,0.00,0.00,0.00
0.502,active,90.00,0.00,1,1,12124160,0,179642368,0,5763072,8192,0,0,0.000,4,1,86.00,86.00,104.00
1.000,active,92.00,0.00,1,1,12128256,0,179642368,0,1552384,0,0,0,0.000,4,1,92.00,92.00,48.00
1.500,active,94.00,0.00,1,1,12124160,0,178589696,0,1404928,0,0,0,0.000,4,1,96.00,96.00,84.00
2.000,active,78.00,0.00,1,1,12128256,0,178589696,0,18415616,0,0,0,0.000,4,1,76.00,76.00,110.00
2.500,active,76.00,0.00,1,1,12128256,0,178589696,0,20221952,0,0,0,0.000,4,1,76.00,76.00,116.00
3.000,active,98.00,0.00,1,1,19189760,0,181653504,0,0,0,0,0,0.000,4,1,98.00,98.00,96.00
3.500,active,98.00,0.00,1,1,22159360,0,181653504,0,0,0,0,0,0.000,4,1,100.00,100.00,92.00
4.000,active,88.00,0.00,1,1,22605824,0,181653504,0,606208,0,0,0,0.000,4,1,86.00,86.00,54.00
4.502,active,96.00,0.00,1,1,24608768,0,178589696,0,237568,0,0,0,0.000,4,1,96.00,96.00,100.00
5.000,active,98.00,0.00,1,1,24608768,0,178589696,0,0,0,0,0,0.000,4,1,98.00,98.00,86.00
5.500,active,94.00,0.00,1,1,60542976,0,178589696,0,0,7016448,0,0,0.000,4,1,94.00,94.00,96.00
6.002,active,102.00,0.00,1,1,60542976,0,178589696,0,0,0,0,0,0.000,4,1,102.00,102.00,94.00
6.500,active,96.00,0.00,1,1,60805120,0,178589696,0,0,2174976,0,0,0.000,4,1,96.00,96.00,94.00
7.000,active,96.00,0.00,1,1,60870656,0,178589696,0,122880,33554432,0,0,0.000,4,1,96.00,96.00,34.00
7.502,active,100.00,0.00,1,1,60870656,0,178589696,0,45056,33554432,0,0,0.000,4,1,98.00,98.00,88.00
8.000,active,94.00,0.00,1,1,60870656,0,178589696,0,4243456,33554432,0,0,0.000,4,1,96.00,96.00,92.00
8.500,active,96.00,0.00,1,1,60882944,0,178589696,0,5259264,20975616,0,0,0.000,4,2,94.00,96.00,98.00
9.002,active,94.00,0.00,1,1,60882944,0,178589696,0,5722112,25165824,0,0,0.000,4,1,94.00,94.00,96.00
9.500,active,94.00,0.00,1,1,60882944,0,178589696,0,4853760,20971520,0,0,0.000,4,1,94.00,94.00,92.00
10.000,active,92.00,0.00,1,1,60887040,0,178589696,0,8384512,33554432,0,0,0.000,4,1,94.00,94.00,62.00
10.502,active,94.00,0.00,1,1,60887040,0,178589696,0,5636096,25165824,0,0,0.000,4,1,92.00,92.00,68.00
11.000,active,92.00,0.00,1,1,60887040,0,178589696,0,4689920,25165824,0,0,0.000,4,1,92.00,92.00,94.00
11.500,active,96.00,0.00,1,1,60887040,0,178589696,0,6938624,29364224,0,0,0.000,4,1,96.00,96.00,96.00
12.002,active,92.00,0.00,1,1,60887040,0,178589696,0,7356416,29360128,0,0,0.000,4,1,92.00,92.00,98.00
12.500,active,92.00,0.00,1,1,60887040,0,178589696,0,5300224,25169920,0,0,0.000,4,1,94.00,94.00,112.00
13.001,active,88.00,0.00,1,1,60887040,0,178589696,0,7348224,25165824,0,0,0.000,4,1,86.00,86.00,78.00
13.502,active,94.00,0.00,1,1,60887040,0,178589696,0,5869568,25169920,0,0,0.000,4,1,92.00,92.00,66.00
14.000,active,94.00,0.00,1,1,60887040,0,178589696,0,4907008,20971520,0,0,0.000,4,1,96.00,96.00,98.00
14.500,active,90.00,0.00,1,1,60887040,0,178589696,0,10420224,41943040,0,0,0.000,4,2,88.00,90.00,104.00
15.002,active,96.00,0.00,1,1,60887040,0,178589696,0,2002944,12582912,0,0,0.000,4,1,96.00,96.00,92.00
15.500,active,94.00,0.00,1,1,60887040,0,178589696,0,4239360,33554432,0,0,0.000,4,1,94.00,94.00,94.00
16.002,active,96.00,0.00,1,1,60887040,0,178589696,0,40960,29364224,0,0,0.000,4,1,96.00,96.00,66.00
16.500,active,86.00,0.00,1,1,60907520,0,178589696,0,1384448,29360128,0,0,0.000,4,1,86.00,86.00,90.00
