elapsed_seconds,stage,cpu_pct,system_cpu_pct,active_workers,runnable_workers,rss_bytes,pss_bytes,commit_bytes,page_faults,read_bytes,write_bytes,queue_depth,lock_wait_ns,progress,threads,active_compute_threads,per_thread_cpu_max_pct,per_thread_cpu_sum_pct,io_wait_pct
0.000,active,0.00,0.00,16,16,6623232,0,94703616,0,0,0,0,0,0.000,2,0,0.00,0.00,0.00
0.501,active,24.00,0.00,16,16,13045760,0,372797440,0,18743296,36864,0,0,0.000,19,2,6.00,22.00,154.00
1.001,active,56.00,0.00,16,16,13049856,0,372797440,0,46497792,0,0,0,0.000,19,1,56.00,56.00,44.00
1.501,active,54.00,0.00,16,16,13053952,0,372797440,0,45461504,0,0,0,0.000,19,1,54.00,54.00,50.00
2.001,active,54.00,0.00,16,16,13053952,0,372797440,0,47550464,0,0,0,0.000,19,1,54.00,54.00,46.00
2.501,active,60.00,0.00,16,16,13058048,0,372797440,0,44384256,0,0,0,0.000,19,1,60.00,60.00,40.00
3.001,active,52.00,0.00,16,16,13053952,0,371744768,0,43327488,0,0,0,0.000,19,1,52.00,52.00,48.00
3.501,active,58.00,0.00,16,16,13053952,0,371744768,0,46497792,0,0,0,0.000,19,1,58.00,58.00,42.00
4.001,active,42.00,0.00,16,16,13053952,0,371744768,0,34873344,0,0,0,0.000,19,1,40.00,40.00,58.00
4.501,active,2.00,0.00,16,16,13062144,0,371744768,0,1077248,0,0,0,0.000,19,1,2.00,2.00,98.00
5.001,active,2.00,0.00,16,16,13062144,0,371744768,0,1052672,0,0,0,0.000,19,1,2.00,2.00,240.00
5.501,active,0.00,0.00,16,16,13062144,0,371744768,0,0,0,0,0,0.000,19,0,0.00,0.00,338.00
6.001,active,0.00,0.00,16,16,13062144,0,371744768,0,2097152,0,0,0,0.000,19,0,0.00,0.00,234.00
6.501,active,34.00,0.00,16,16,13062144,0,371744768,0,26439680,0,0,0,0.000,19,1,34.00,34.00,112.00
7.001,active,50.00,0.00,16,16,13062144,0,371744768,0,44380160,0,0,0,0.000,19,1,50.00,50.00,48.00
7.501,active,52.00,0.00,16,16,13062144,0,371744768,0,44384256,0,0,0,0.000,19,1,50.00,50.00,48.00
8.001,active,54.00,0.00,16,16,13066240,0,371744768,0,46497792,0,0,0,0.000,19,1,56.00,56.00,46.00
8.501,active,60.00,0.00,16,16,13078528,0,371744768,0,45441024,0,0,0,0.000,19,1,60.00,60.00,38.00
9.001,active,58.00,0.00,16,16,13078528,0,371744768,0,49668096,0,0,0,0.000,19,1,56.00,56.00,44.00
9.501,active,54.00,0.00,16,16,13078528,0,371744768,0,47570944,0,0,0,0.000,19,1,54.00,54.00,46.00
10.001,active,54.00,0.00,16,16,13082624,0,371744768,0,47575040,0,0,0,0.000,19,1,56.00,56.00,44.00
10.501,active,54.00,0.00,16,16,13082624,0,371744768,0,48717824,0,0,0,0.000,19,1,54.00,54.00,106.00
11.001,active,60.00,0.00,16,16,13082624,0,371744768,0,48631808,0,0,0,0.000,19,1,58.00,58.00,42.00
11.501,active,14.00,0.00,16,16,13082624,0,371744768,0,14774272,0,0,0,0.000,19,1,16.00,16.00,158.00
12.001,active,48.00,0.00,16,16,13082624,0,371744768,0,38064128,0,0,0,0.000,19,1,44.00,44.00,100.00
12.501,active,46.00,0.00,16,16,13082624,0,371744768,0,39112704,0,0,0,0.000,19,2,46.00,48.00,48.00
13.001,active,0.00,0.00,16,16,13082624,0,371744768,0,1060864,0,0,0,0.000,19,0,0.00,0.00,134.00
13.501,active,2.00,0.00,16,16,13082624,0,371744768,0,0,0,0,0,0.000,19,0,0.00,0.00,194.00
14.001,active,40.00,0.00,16,16,13082624,0,371744768,0,34852864,0,0,0,0.000,19,1,44.00,44.00,116.00
14.501,active,58.00,0.00,16,16,13082624,0,371744768,0,44400640,0,0,0,0.000,19,1,56.00,56.00,46.00
15.001,active,54.00,0.00,16,16,13082624,0,371744768,0,43380736,0,0,0,0.000,19,1,54.00,54.00,44.00
15.501,active,56.00,0.00,16,16,13082624,0,371744768,0,48521216,0,0,0,0.000,19,1,58.00,58.00,84.00
16.001,active,58.00,0.00,16,16,13082624,0,371744768,0,49606656,0,0,0,0.000,19,1,54.00,54.00,46.00
16.501,active,56.00,0.00,16,16,13099008,0,371744768,0,46444544,0,0,0,0.000,19,1,56.00,56.00,50.00
17.001,active,60.00,0.00,16,16,13103104,0,371744768,0,47464448,0,0,0,0.000,19,1,60.00,60.00,54.00
17.501,active,54.00,0.00,16,16,13103104,0,371744768,0,47566848,0,0,0,0.000,19,1,56.00,56.00,48.00
18.001,active,38.00,0.00,16,16,13103104,0,371744768,0,30519296,0,0,0,0.000,19,1,38.00,38.00,100.00
18.501,active,44.00,0.00,16,16,13103104,0,371744768,0,36954112,0,0,0,0.000,19,2,44.00,46.00,82.00
19.001,active,58.00,0.00,16,16,13103104,0,371744768,0,45445120,0,0,0,0.000,19,1,56.00,56.00,42.00
19.501,active,58.00,0.00,16,16,13103104,0,371744768,0,43307008,0,0,0,0.000,19,1,58.00,58.00,42.00
20.001,active,60.00,0.00,16,16,13103104,0,371744768,0,48607232,0,0,0,0.000,19,1,60.00,60.00,42.00
20.501,active,56.00,0.00,16,16,13103104,0,371744768,0,49680384,0,0,0,0.000,19,1,56.00,56.00,88.00
21.001,active,56.00,0.00,16,16,13103104,0,371744768,0,48582656,0,0,0,0.000,19,1,56.00,56.00,42.00
21.501,active,56.00,0.00,16,16,13103104,0,371744768,0,47546368,0,0,0,0.000,19,1,54.00,54.00,46.00
22.001,active,50.00,0.00,16,16,13103104,0,371744768,0,44335104,0,0,0,0.000,19,1,52.00,52.00,48.00
