elapsed_seconds,stage,cpu_pct,system_cpu_pct,active_workers,runnable_workers,rss_bytes,pss_bytes,commit_bytes,page_faults,read_bytes,write_bytes,queue_depth,lock_wait_ns,progress,threads,active_compute_threads,per_thread_cpu_max_pct,per_thread_cpu_sum_pct,io_wait_pct
0.001,active,0.00,0.00,4,4,6594560,0,94699520,0,0,0,0,0,0.000,2,0,0.00,0.00,0.00
0.501,active,60.00,0.00,4,4,12357632,0,204967936,0,81920,36864,0,0,0.000,7,2,42.00,58.00,136.00
1.001,active,98.00,0.00,4,4,12361728,0,204967936,0,167936,0,0,0,0.000,7,1,98.00,98.00,90.00
1.501,active,100.00,0.00,4,4,12365824,0,204967936,0,0,0,0,0,0.000,7,1,98.00,98.00,38.00
2.001,active,90.00,0.00,4,4,12361728,0,203915264,0,2904064,0,0,0,0.000,7,1,92.00,92.00,12.00
2.501,active,96.00,0.00,4,4,12365824,0,203915264,0,385024,0,0,0,0.000,7,1,94.00,94.00,4.00
3.001,active,102.00,0.00,4,4,12365824,0,203915264,0,0,0,0,0,0.000,7,1,100.00,100.00,56.00
3.501,active,54.00,0.00,4,4,12365824,0,203915264,0,1536000,0,0,0,0.000,7,1,56.00,56.00,110.00
4.001,active,76.00,0.00,4,4,12365824,0,203915264,0,5300224,0,0,0,0.000,7,1,76.00,76.00,54.00
4.501,active,98.00,0.00,4,4,12369920,0,203915264,0,966656,0,0,0,0.000,7,1,100.00,100.00,2.00
5.001,active,82.00,0.00,4,4,12369920,0,203915264,0,13750272,0,0,0,0.000,7,1,80.00,80.00,18.00
5.501,active,74.00,0.00,4,4,12369920,0,203915264,0,26206208,0,0,0,0.000,7,1,74.00,74.00,26.00
6.001,active,96.00,0.00,4,4,12369920,0,203915264,0,2981888,0,0,0,0.000,7,1,96.00,96.00,14.00
6.501,active,82.00,0.00,4,4,12369920,0,203915264,0,14012416,0,0,0,0.000,7,1,84.00,84.00,16.00
7.001,active,76.00,0.00,4,4,12369920,0,203915264,0,23449600,0,0,0,0.000,7,1,74.00,74.00,24.00
7.501,active,98.00,0.00,4,4,12369920,0,203915264,0,552960,0,0,0,0.000,7,2,98.00,100.00,48.00
8.001,active,72.00,0.00,4,4,12369920,0,203915264,0,1175552,0,0,0,0.000,7,1,70.00,70.00,88.00
8.501,active,32.00,0.00,4,4,12382208,0,203915264,0,10616832,0,0,0,0.000,7,1,32.00,32.00,56.00
9.001,active,24.00,0.00,4,4,12382208,0,203915264,0,2695168,0,0,0,0.000,7,1,24.00,24.00,76.00
9.501,active,90.00,0.00,4,4,12382208,0,203915264,0,10145792,0,0,0,0.000,7,1,90.00,90.00,8.00
10.001,active,100.00,0.00,4,4,12386304,0,203915264,0,0,0,0,0,0.000,7,1,100.00,100.00,0.00
10.501,active,80.00,0.00,4,4,12386304,0,203915264,0,22683648,0,0,0,0.000,7,1,78.00,78.00,20.00
11.001,active,82.00,0.00,4,4,12386304,0,203915264,0,17395712,0,0,0,0.000,7,1,84.00,84.00,16.00
11.501,active,100.00,0.00,4,4,12386304,0,203915264,0,0,0,0,0,0.000,7,1,100.00,100.00,0.00
12.001,active,96.00,0.00,4,4,12386304,0,203915264,0,3117056,0,0,0,0.000,7,1,96.00,96.00,4.00
12.501,active,44.00,0.00,4,4,12386304,0,203915264,0,2412544,0,0,0,0.000,7,1,44.00,44.00,122.00
13.001,active,44.00,0.00,4,4,12386304,0,203915264,0,5414912,0,0,0,0.000,7,1,44.00,44.00,108.00
13.501,active,102.00,0.00,4,4,12386304,0,203915264,0,0,0,0,0,0.000,7,1,100.00,100.00,0.00
14.001,active,88.00,0.00,4,4,12386304,0,203915264,0,8052736,0,0,0,0.000,7,1,90.00,90.00,10.00
14.501,active,96.00,0.00,4,4,12386304,0,203915264,0,4018176,0,0,0,0.000,7,1,94.00,94.00,6.00
15.001,active,98.00,0.00,4,4,12386304,0,203915264,0,1196032,0,0,0,0.000,7,2,100.00,102.00,2.00
15.501,active,80.00,0.00,4,4,12386304,0,203915264,0,18411520,0,0,0,0.000,7,1,78.00,78.00,20.00
16.001,active,84.00,0.00,4,4,12386304,0,203915264,0,14491648,0,0,0,0.000,7,1,84.00,84.00,28.00
