elapsed_seconds,stage,cpu_pct,system_cpu_pct,active_workers,runnable_workers,rss_bytes,pss_bytes,commit_bytes,page_faults,read_bytes,write_bytes,queue_depth,lock_wait_ns,progress,threads,active_compute_threads,per_thread_cpu_max_pct,per_thread_cpu_sum_pct,io_wait_pct
0.000,active,0.00,0.00,16,16,6623232,0,94695424,0,0,0,0,0,0.000,2,0,0.00,0.00,2.00
0.502,active,6.00,0.00,16,16,12414976,0,305668096,0,0,20480,0,0,0.000,19,1,0.00,2.00,222.00
1.001,active,100.00,0.00,16,16,12419072,0,305668096,0,0,0,0,0,0.000,19,1,94.00,100.00,44.00
1.501,active,100.00,0.00,16,16,12423168,0,305668096,0,0,0,0,0,0.000,19,1,100.00,100.00,0.00
2.001,active,100.00,0.00,16,16,12419072,0,304615424,0,0,0,0,0,0.000,19,1,100.00,100.00,94.00
2.501,active,100.00,0.00,16,16,12423168,0,304615424,0,0,0,0,0,0.000,19,1,102.00,102.00,92.00
3.001,active,100.00,0.00,16,16,12423168,0,304615424,0,0,0,0,0,0.000,19,1,98.00,98.00,44.00
3.501,active,100.00,0.00,16,16,12423168,0,304615424,0,0,0,0,0,0.000,19,1,100.00,100.00,0.00
4.001,active,100.00,0.00,16,16,12423168,0,304615424,0,0,0,0,0,0.000,19,1,100.00,100.00,0.00
4.501,active,100.00,0.00,16,16,12431360,0,304615424,0,0,0,0,0,0.000,19,1,100.00,100.00,0.00
5.001,active,100.00,0.00,16,16,12431360,0,304615424,0,0,0,0,0,0.000,19,1,102.00,102.00,0.00
5.501,active,102.00,0.00,16,16,12431360,0,304615424,0,0,0,0,0,0.000,19,1,98.00,98.00,2.00
6.001,active,82.00,0.00,16,16,12431360,0,304615424,0,11161600,0,0,0,0.000,19,1,82.00,82.00,18.00
6.501,active,84.00,0.00,16,16,12431360,0,304615424,0,11751424,0,0,0,0.000,19,1,86.00,86.00,16.00
7.001,active,100.00,0.00,16,16,12431360,0,304615424,0,0,0,0,0,0.000,19,1,100.00,100.00,0.00
7.501,active,88.00,0.00,16,16,12431360,0,304615424,0,6541312,0,0,0,0.000,19,1,86.00,86.00,16.00
8.001,active,64.00,0.00,16,16,12431360,0,304615424,0,1339392,0,0,0,0.000,19,1,66.00,66.00,68.00
8.501,active,100.00,0.00,16,16,12443648,0,304615424,0,0,0,0,0,0.000,19,2,100.00,102.00,44.00
9.001,active,92.00,0.00,16,16,12443648,0,304615424,0,6184960,0,0,0,0.000,19,1,92.00,92.00,96.00
9.501,active,92.00,0.00,16,16,12443648,0,304615424,0,7004160,0,0,0,0.000,19,1,90.00,90.00,90.00
10.001,active,98.00,0.00,16,16,12447744,0,304615424,0,0,0,0,0,0.000,19,1,100.00,100.00,10.00
10.501,active,98.00,0.00,16,16,12447744,0,304615424,0,1024000,0,0,0,0.000,19,1,96.00,96.00,94.00
11.001,active,96.00,0.00,16,16,12447744,0,304615424,0,3284992,0,0,0,0.000,19,1,96.00,96.00,24.00
11.505,active,280.00,0.00,16,16,85426176,0,1520443392,0,0,0,0,0,0.000,35,17,88.00,250.00,0.00
12.002,active,1470.00,0.00,16,16,253018112,0,1520443392,0,0,0,0,0,0.000,35,16,0.00,1470.00,2.00
12.501,active,144.00,0.00,16,16,255795200,0,1421570048,0,217088,0,0,0,0.000,19,2,90.00,0.00,70.00
13.001,active,96.00,0.00,16,16,257810432,0,1423405056,0,270336,0,0,0,0.000,19,2,96.00,98.00,88.00
13.501,active,88.00,0.00,16,16,259678208,0,1427075072,0,888832,0,0,0,0.000,19,1,88.00,88.00,94.00
14.003,active,296.00,0.00,16,16,259149824,0,1512640512,0,413696,0,0,0,0.000,35,17,42.00,258.00,76.00
14.501,active,1432.00,0.00,16,16,265965568,0,1411928064,0,0,0,0,0,0.000,19,1,0.00,0.00,4.00
15.001,active,102.00,0.00,16,16,269254656,0,1411928064,0,0,0,0,0,0.000,19,1,102.00,102.00,86.00
15.501,active,98.00,0.00,16,16,272814080,0,1411928064,0,0,0,0,0,0.000,19,2,100.00,102.00,60.00
16.001,active,102.00,0.00,16,16,278892544,0,1411928064,0,0,0,0,0,0.000,19,2,98.00,100.00,44.00
16.501,active,100.00,0.00,16,16,425836544,0,1546145792,0,0,0,0,0,0.000,19,1,98.00,98.00,86.00
17.002,active,26.00,0.00,16,16,453033984,0,1577607168,0,0,26185728,0,0,0.000,19,1,26.00,26.00,144.00
17.501,active,76.00,0.00,16,16,427081728,0,1546145792,0,0,4096,0,0,0.000,19,2,72.00,76.00,34.00
18.001,active,254.00,0.00,16,16,427421696,0,1646858240,0,0,0,0,0,0.000,26,9,70.00,88.00,8.00
18.501,active,462.00,0.00,16,16,427323392,0,1546145792,0,0,0,0,0,0.000,19,1,24.00,10.00,4.00
19.001,active,500.00,0.00,16,16,427421696,0,1646858240,0,0,0,0,0,0.000,24,7,28.00,50.00,0.00
19.501,active,466.00,0.00,16,16,427323392,0,1546145792,0,0,0,0,0,0.000,19,2,26.00,8.00,50.00
20.001,active,480.00,0.00,16,16,427421696,0,1646858240,0,0,0,0,0,0.000,26,1,26.00,26.00,86.00
20.501,active,486.00,0.00,16,16,427421696,0,1646858240,0,0,0,0,0,0.000,26,2,26.00,30.00,16.00
21.001,active,474.00,0.00,16,16,427413504,0,1638465536,0,0,0,0,0,0.000,22,4,26.00,44.00,28.00
21.501,active,468.00,0.00,16,16,427421696,0,1646858240,0,0,0,0,0,0.000,26,4,28.00,16.00,50.00
22.001,active,460.00,0.00,16,16,427421696,0,1646858240,0,0,0,0,0,0.000,24,7,24.00,42.00,104.00
22.501,active,422.00,0.00,16,16,427323392,0,1546145792,0,0,0,0,0,0.000,19,2,22.00,4.00,18.00
23.001,active,178.00,0.00,16,16,427520000,0,1546145792,0,0,7364608,0,0,0.000,19,2,82.00,84.00,58.00
23.501,active,54.00,0.00,16,16,427585536,0,1546145792,0,0,4096,0,0,0.000,19,1,54.00,54.00,144.00
24.001,active,100.00,0.00,16,16,440631296,0,1546145792,0,0,0,0,0,0.000,19,3,76.00,100.00,100.00
24.501,active,102.00,0.00,16,16,528732160,0,1646813184,0,0,0,0,0,0.000,19,2,0.00,102.00,100.00
25.003,active,100.00,0.00,16,16,510496768,0,1613254656,0,0,0,0,0,0.000,19,1,0.00,98.00,8.00
25.501,active,722.00,0.00,16,16,511832064,0,1713967104,0,33808384,264691712,0,0,0.000,27,10,0.00,708.00,34.00
26.001,active,784.00,0.00,16,16,511832064,0,1713967104,0,21123072,192487424,0,0,0.000,27,9,0.00,780.00,18.00
26.501,active,786.00,0.00,16,16,511832064,0,1713967104,0,21118976,201342976,0,0,0.000,27,9,0.00,788.00,18.00
27.001,active,788.00,0.00,16,16,511832064,0,1713967104,0,19021824,173092864,0,0,0.000,27,9,0.00,788.00,14.00
27.501,active,788.00,0.00,16,16,511832064,0,1713967104,0,17952768,191823872,0,0,0.000,27,9,0.00,786.00,16.00
28.001,active,786.00,0.00,16,16,511832064,0,1713967104,0,19017728,159383552,0,0,0.000,27,10,0.00,784.00,16.00
28.501,active,604.00,0.00,16,16,511832064,0,1713967104,0,8462336,138420224,0,0,0.000,27,9,0.00,612.00,206.00
29.001,active,744.00,0.00,16,16,511832064,0,1713967104,0,9490432,117444608,0,0,0.000,27,9,0.00,746.00,56.00
29.501,active,784.00,0.00,16,16,511832064,0,1713967104,0,16891904,142614528,0,0,0.000,27,9,0.00,780.00,16.00
30.001,active,790.00,0.00,16,16,511832064,0,1713967104,0,14774272,150994944,0,0,0.000,27,9,0.00,792.00,20.00
30.501,active,788.00,0.00,16,16,511832064,0,1713967104,0,13717504,150667264,0,0,0.000,27,9,0.00,792.00,14.00
31.001,active,790.00,0.00,16,16,511832064,0,1713967104,0,14790656,130359296,0,0,0.000,27,9,0.00,786.00,12.00
31.501,active,792.00,0.00,16,16,511832064,0,1713967104,0,13721600,146812928,0,0,0.000,27,9,0.00,788.00,30.00
32.001,active,674.00,0.00,16,16,511832064,0,1713967104,0,11653120,150994944,0,0,0.000,27,9,0.00,674.00,144.00
32.501,active,558.00,0.00,16,16,511856640,0,1713967104,0,5296128,102768640,0,0,0.000,27,8,0.00,556.00,322.00
33.003,active,436.00,0.00,16,16,511860736,0,1713967104,0,5300224,96468992,0,0,0.000,27,8,0.00,440.00,352.00
33.501,active,266.00,0.00,16,16,511860736,0,1713967104,0,4157440,31457280,0,0,0.000,27,7,0.00,266.00,206.00
34.001,active,60.00,0.00,16,16,511860736,0,1713967104,0,2150400,41951232,0,0,0.000,27,8,0.00,60.00,432.00
34.501,active,326.00,0.00,16,16,511848448,0,1713967104,0,0,100663296,0,0,0.000,26,4,0.00,0.00,408.00
35.001,active,328.00,0.00,16,16,511840256,0,1713967104,0,3129344,58720256,0,0,0.000,25,6,0.00,0.00,322.00
35.501,active,558.00,0.00,16,16,511844352,0,1713967104,0,14798848,100667392,0,0,0.000,25,7,0.00,558.00,124.00
36.001,active,532.00,0.00,16,16,511844352,0,1713967104,0,13746176,104857600,0,0,0.000,25,7,0.00,532.00,78.00
36.501,active,472.00,0.00,16,16,511832064,0,1713967104,0,13705216,100671488,0,0,0.000,24,6,0.00,0.00,76.00
37.001,active,430.00,0.00,16,16,511819776,0,1713967104,0,15851520,88080384,0,0,0.000,23,5,0.00,0.00,18.00
37.501,active,376.00,0.00,16,16,511819776,0,1713967104,0,14802944,62918656,0,0,0.000,23,5,0.00,374.00,48.00
38.001,active,368.00,0.00,16,16,511819776,0,1713967104,0,16879616,62914560,0,0,0.000,23,5,0.00,370.00,34.00
38.501,active,388.00,0.00,16,16,511819776,0,1713967104,0,15843328,62922752,0,0,0.000,23,4,0.00,384.00,14.00
39.001,active,266.00,0.00,16,16,511819776,0,1713967104,0,7438336,46137344,0,0,0.000,23,5,0.00,268.00,186.00
39.501,active,240.00,0.00,16,16,511819776,0,1713967104,0,12632064,37752832,0,0,0.000,23,5,0.00,244.00,212.00
40.001,active,388.00,0.00,16,16,511819776,0,1713967104,0,15826944,58720256,0,0,0.000,23,5,0.00,384.00,24.00
