elapsed_seconds,stage,cpu_pct,system_cpu_pct,active_workers,runnable_workers,rss_bytes,pss_bytes,commit_bytes,page_faults,read_bytes,write_bytes,queue_depth,lock_wait_ns,progress,threads,active_compute_threads,per_thread_cpu_max_pct,per_thread_cpu_sum_pct,io_wait_pct
0.000,active,0.00,0.00,16,16,6639616,0,94695424,0,0,0,0,0,0.000,2,0,0.00,0.00,0.00
0.501,active,98.00,0.00,16,16,12365824,0,305532928,0,192512,16384,0,0,0.000,19,2,92.00,96.00,92.00
1.001,active,100.00,0.00,16,16,12369920,0,305532928,0,57344,0,0,0,0.000,19,1,100.00,100.00,94.00
1.501,active,94.00,0.00,16,16,12369920,0,304480256,0,2113536,0,0,0,0.000,19,1,94.00,94.00,94.00
2.001,active,98.00,0.00,16,16,12369920,0,304480256,0,983040,0,0,0,0.000,19,1,96.00,96.00,92.00
2.501,active,98.00,0.00,16,16,12374016,0,304480256,0,192512,0,0,0,0.000,19,1,98.00,98.00,90.00
3.001,active,96.00,0.00,16,16,12374016,0,304480256,0,1454080,0,0,0,0.000,19,1,98.00,98.00,90.00
3.501,active,96.00,0.00,16,16,12374016,0,304480256,0,1548288,0,0,0,0.000,19,1,96.00,96.00,88.00
4.001,active,100.00,0.00,16,16,12374016,0,304480256,0,0,0,0,0,0.000,19,1,100.00,100.00,80.00
4.501,active,90.00,0.00,16,16,12382208,0,304480256,0,4382720,0,0,0,0.000,19,1,90.00,90.00,96.00
5.001,active,88.00,0.00,16,16,12382208,0,304480256,0,10498048,0,0,0,0.000,19,1,88.00,88.00,98.00
5.501,active,100.00,0.00,16,16,12382208,0,304480256,0,0,0,0,0,0.000,19,1,98.00,98.00,138.00
6.001,active,928.00,0.00,16,16,157241344,0,1417199616,0,303104,0,0,0,0.000,19,1,34.00,34.00,68.00
6.501,active,84.00,0.00,16,16,160047104,0,1419038720,0,983040,0,0,0,0.000,19,1,82.00,82.00,106.00
7.002,active,742.00,0.00,16,16,187891712,0,1512505344,0,421888,0,0,0,0.000,35,18,50.00,714.00,72.00
7.501,active,260.00,0.00,16,16,190607360,0,1411792896,0,0,0,0,0,0.000,19,2,88.00,0.00,80.00
8.001,active,102.00,0.00,16,16,256471040,0,1478901760,0,0,0,0,0,0.000,19,1,98.00,98.00,90.00
8.501,active,16.00,0.00,16,16,289095680,0,1494634496,0,4096,13762560,0,0,0.000,19,1,18.00,18.00,162.00
9.001,active,106.00,0.00,16,16,319508480,0,1554436096,0,0,4096,0,0,0.000,22,3,20.00,90.00,90.00
9.501,active,262.00,0.00,16,16,319508480,0,1554436096,0,0,0,0,0,0.000,22,1,0.00,26.00,78.00
10.001,active,268.00,0.00,16,16,319512576,0,1554436096,0,0,0,0,0,0.000,20,3,0.00,34.00,76.00
10.501,active,260.00,0.00,16,16,319475712,0,1520865280,0,0,0,0,0,0.000,25,2,0.00,30.00,80.00
11.001,active,262.00,0.00,16,16,319512576,0,1554436096,0,0,0,0,0,0.000,22,1,0.00,30.00,80.00
11.501,active,210.00,0.00,16,16,348483584,0,1560870912,0,0,0,0,0,0.000,19,2,0.00,54.00,82.00
12.001,active,46.00,0.00,16,16,350765056,0,1560870912,0,0,4313088,0,0,0.000,19,1,0.00,44.00,140.00
12.501,active,100.00,0.00,16,16,351440896,0,1560870912,0,0,0,0,0,0.000,19,1,0.00,100.00,66.00
13.001,active,256.00,0.00,16,16,370110464,0,1661583360,0,31768576,109051904,0,0,0.000,23,6,0.00,246.00,124.00
13.501,active,380.00,0.00,16,16,370110464,0,1661583360,0,22192128,88080384,0,0,0.000,23,5,0.00,380.00,80.00
14.001,active,372.00,0.00,16,16,370110464,0,1661583360,0,29589504,119267328,0,0,0.000,23,5,0.00,374.00,68.00
14.501,active,382.00,0.00,16,16,370110464,0,1661583360,0,24305664,98607104,0,0,0.000,23,4,0.00,378.00,104.00
15.001,active,376.00,0.00,16,16,370110464,0,1661583360,0,29589504,113487872,0,0,0.000,23,5,0.00,378.00,120.00
15.501,active,250.00,0.00,16,16,370110464,0,1661583360,0,20078592,79691776,0,0,0.000,23,4,0.00,250.00,166.00
16.001,active,372.00,0.00,16,16,370110464,0,1661583360,0,16908288,67117056,0,0,0.000,23,5,0.00,372.00,50.00
16.501,active,364.00,0.00,16,16,370126848,0,1661583360,0,28532736,113246208,0,0,0.000,23,5,0.00,366.00,132.00
17.001,active,260.00,0.00,16,16,370130944,0,1661583360,0,14864384,75505664,0,0,0.000,23,4,0.00,260.00,262.00
17.501,active,2.00,0.00,16,16,370130944,0,1661583360,0,0,0,0,0,0.000,23,1,0.00,2.00,442.00
18.001,active,0.00,0.00,16,16,370130944,0,1661583360,0,0,0,0,0,0.000,23,1,0.00,2.00,522.00
18.501,active,270.00,0.00,16,16,370130944,0,1661583360,0,16838656,50331648,0,0,0.000,23,4,0.00,268.00,176.00
19.001,active,374.00,0.00,16,16,370130944,0,1661583360,0,26419200,104857600,0,0,0.000,23,4,0.00,376.00,44.00
19.501,active,380.00,0.00,16,16,370130944,0,1661583360,0,25362432,100671488,0,0,0.000,23,5,0.00,380.00,34.00
20.001,active,368.00,0.00,16,16,370130944,0,1661583360,0,27475968,109051904,0,0,0.000,23,5,0.00,370.00,36.00
20.501,active,386.00,0.00,16,16,370130944,0,1661583360,0,23248896,92282880,0,0,0.000,23,4,0.00,380.00,20.00
21.001,active,376.00,0.00,16,16,370130944,0,1661583360,0,23248896,92942336,0,0,0.000,23,5,0.00,378.00,30.00
21.501,active,378.00,0.00,16,16,370130944,0,1661583360,0,24305664,95805440,0,0,0.000,23,5,0.00,380.00,44.00
22.001,active,308.00,0.00,16,16,370130944,0,1661583360,0,15917056,79691776,0,0,0.000,23,4,14.00,306.00,120.00
22.501,active,290.00,0.00,16,16,370135040,0,1661583360,0,24240128,79695872,0,0,0.000,23,4,72.00,286.00,136.00
23.001,active,356.00,0.00,16,16,370135040,0,1661583360,0,29589504,117440512,0,0,0.000,23,5,92.00,362.00,50.00
23.501,active,256.00,0.00,16,16,370098176,0,1661583360,0,26419200,117448704,0,0,0.000,20,1,80.00,0.00,142.00
24.002,active,802.00,0.00,16,16,779624448,0,2181169152,0,0,4251648,0,0,0.000,35,18,0.00,0.00,66.00
24.501,active,1348.00,0.00,16,16,830623744,0,2080456704,0,0,50814976,0,0,0.000,19,2,0.00,0.00,10.00
25.001,active,42.00,0.00,16,16,830623744,0,2080456704,0,0,334610432,0,0,0.000,19,2,0.00,40.00,160.00
25.502,active,4.00,0.00,16,16,830623744,0,2080456704,0,0,0,0,0,0.000,19,1,0.00,4.00,188.00
26.001,active,4.00,0.00,16,16,830623744,0,2080456704,0,0,0,0,0,0.000,19,1,0.00,4.00,204.00
26.501,active,2.00,0.00,16,16,830623744,0,2080456704,0,0,0,0,0,0.000,19,1,0.00,2.00,200.00
27.001,active,4.00,0.00,16,16,830623744,0,2080456704,0,0,0,0,0,0.000,19,1,0.00,4.00,196.00
27.502,active,2.00,0.00,16,16,830623744,0,2080456704,0,0,0,0,0,0.000,19,2,0.00,4.00,198.00
28.002,active,6.00,0.00,16,16,830623744,0,2080456704,0,0,0,0,0,0.000,19,1,0.00,6.00,196.00
28.502,active,4.00,0.00,16,16,830623744,0,2080456704,0,0,0,0,0,0.000,19,1,0.00,4.00,196.00
29.001,active,4.00,0.00,16,16,830623744,0,2080456704,0,0,0,0,0,0.000,19,1,0.00,4.00,196.00
29.501,active,50.00,0.00,16,16,650461184,0,1961177088,0,0,4096,0,0,0.000,19,3,0.00,48.00,114.00
30.001,active,102.00,0.00,16,16,1132261376,0,2399748096,0,0,0,0,0,0.000,19,2,0.00,102.00,10.00
30.501,active,102.00,0.00,16,16,1988161536,0,3251200000,0,0,0,0,0,0.000,19,2,0.00,100.00,72.00
31.001,active,118.00,0.00,16,16,2436386816,0,3844751360,0,15908864,0,0,0,0.000,35,13,0.00,88.00,618.00
31.501,active,6.00,0.00,16,16,2436386816,0,3844751360,0,0,0,0,0,0.000,35,1,0.00,6.00,1036.00
32.001,active,4.00,0.00,16,16,2436386816,0,3844751360,0,0,0,0,0,0.000,35,1,0.00,4.00,1114.00
32.501,active,6.00,0.00,16,16,2436415488,0,3844751360,0,0,0,0,0,0.000,35,1,0.00,6.00,1006.00
33.001,active,4.00,0.00,16,16,2436419584,0,3844751360,0,0,0,0,0,0.000,35,1,0.00,4.00,1256.00
33.502,active,32.00,0.00,16,16,2438516736,0,3844751360,0,15982592,0,0,0,0.000,35,11,0.00,32.00,1260.00
34.001,active,358.00,0.00,16,16,2439450624,0,3844751360,0,110563328,0,0,0,0.000,35,17,0.00,356.00,1056.00
34.502,active,304.00,0.00,16,16,2523979776,0,3844751360,0,135602176,0,0,0,0.000,35,17,0.00,308.00,1020.00
35.001,active,164.00,0.00,16,16,2523979776,0,3844751360,0,64188416,16384,0,0,0.000,35,17,0.00,166.00,1020.00
35.501,active,82.00,0.00,16,16,2523979776,0,3844751360,0,27611136,4096,0,0,0.000,35,15,0.00,82.00,1238.00
36.001,active,90.00,0.00,16,16,2523979776,0,3844751360,0,39489536,0,0,0,0.000,35,17,0.00,88.00,1266.00
36.501,active,94.00,0.00,16,16,2523865088,0,3844751360,0,37740544,4096,0,0,0.000,28,9,0.00,0.00,1170.00
37.003,active,104.00,0.00,16,16,2523422720,0,3744038912,0,3022848,686321664,0,0,0.000,19,2,0.00,0.00,220.00
37.501,active,98.00,0.00,16,16,2523422720,0,3744038912,0,0,792739840,0,0,0.000,19,2,0.00,100.00,296.00
38.001,active,26.00,0.00,16,16,2523422720,0,3744038912,0,0,193392640,0,0,0.000,19,2,0.00,26.00,340.00
38.501,active,12.00,0.00,16,16,2523422720,0,3744038912,0,0,30457856,0,0,0.000,19,2,0.00,10.00,288.00
39.001,active,6.00,0.00,16,16,2523422720,0,3744038912,0,0,0,0,0,0.000,19,1,0.00,6.00,288.00
39.501,active,4.00,0.00,16,16,2523422720,0,3744038912,0,0,0,0,0,0.000,19,1,0.00,6.00,290.00
40.001,active,8.00,0.00,16,16,2523422720,0,3744038912,0,0,0,0,0,0.000,19,1,0.00,8.00,296.00
40.501,active,6.00,0.00,16,16,2523422720,0,3744038912,0,0,0,0,0,0.000,19,1,0.00,4.00,240.00
41.001,active,4.00,0.00,16,16,2523422720,0,3744038912,0,0,0,0,0,0.000,19,1,0.00,8.00,158.00
41.501,active,6.00,0.00,16,16,2523422720,0,3744038912,0,0,0,0,0,0.000,19,1,0.00,6.00,188.00
42.001,active,8.00,0.00,16,16,2523422720,0,3744038912,0,0,0,0,0,0.000,19,1,0.00,6.00,198.00
42.501,active,8.00,0.00,16,16,2523422720,0,3744038912,0,0,0,0,0,0.000,19,1,0.00,8.00,200.00
43.001,active,8.00,0.00,16,16,2523426816,0,3744038912,0,0,0,0,0,0.000,19,1,0.00,8.00,196.00
43.501,active,70.00,0.00,16,16,573472768,0,1762197504,0,0,4096,0,0,0.000,19,2,0.00,68.00,120.00
44.001,active,26.00,0.00,16,16,548200448,0,1762197504,0,0,1056768,0,0,0.000,19,2,0.00,26.00,164.00
44.501,active,0.00,0.00,16,16,548200448,0,1762197504,0,0,0,0,0,0.000,19,1,0.00,2.00,196.00
45.001,active,2.00,0.00,16,16,548200448,0,1762197504,0,0,0,0,0,0.000,19,1,0.00,2.00,198.00
