elapsed_seconds,stage,cpu_pct,system_cpu_pct,active_workers,runnable_workers,rss_bytes,pss_bytes,commit_bytes,page_faults,read_bytes,write_bytes,queue_depth,lock_wait_ns,progress,threads,active_compute_threads,per_thread_cpu_max_pct,per_thread_cpu_sum_pct,io_wait_pct
0.000,active,0.00,0.00,16,16,6512640,0,94695424,0,0,0,0,0,0.000,2,0,0.00,0.00,0.00
0.501,active,56.00,0.00,16,16,12337152,0,305532928,0,0,8192,0,0,0.000,19,1,54.00,54.00,132.00
1.001,active,100.00,0.00,16,16,12341248,0,305532928,0,0,0,0,0,0.000,19,1,100.00,100.00,74.00
1.501,active,100.00,0.00,16,16,12345344,0,305532928,0,0,0,0,0,0.000,19,1,98.00,98.00,0.00
2.001,active,100.00,0.00,16,16,12341248,0,304480256,0,0,0,0,0,0.000,19,1,100.00,100.00,0.00
2.501,active,100.00,0.00,16,16,12345344,0,304480256,0,0,0,0,0,0.000,19,1,100.00,100.00,0.00
3.001,active,448.00,0.00,16,16,103985152,0,1414856704,0,0,0,0,0,0.000,19,1,74.00,74.00,0.00
3.501,active,432.00,0.00,16,16,106311680,0,1411792896,0,0,0,0,0,0.000,19,1,74.00,74.00,4.00
4.001,active,98.00,0.00,16,16,157708288,0,1419661312,0,0,7012352,0,0,0.000,19,1,98.00,98.00,6.00
4.501,active,0.00,0.00,16,16,157716480,0,1419661312,0,0,0,0,0,0.000,19,1,0.00,2.00,98.00
5.001,active,140.00,0.00,16,16,150970368,0,1470541824,0,0,4096,0,0,0.000,21,1,66.00,66.00,2.00
5.501,active,162.00,0.00,16,16,150929408,0,1420185600,0,0,0,0,0,0.000,20,1,52.00,52.00,0.00
6.001,active,40.00,0.00,16,16,151117824,0,1411792896,0,0,2174976,0,0,0.000,19,2,24.00,26.00,68.00
6.501,active,48.00,0.00,16,16,151117824,0,1411792896,0,0,0,0,0,0.000,19,1,46.00,46.00,52.00
7.001,active,150.00,0.00,16,16,169844736,0,1512505344,0,15208448,58720256,0,0,0.000,21,3,34.00,148.00,16.00
7.501,active,192.00,0.00,16,16,169844736,0,1512505344,0,10260480,46137344,0,0,0.000,21,2,0.00,186.00,10.00
8.001,active,192.00,0.00,16,16,169844736,0,1512505344,0,12017664,71307264,0,0,0.000,21,2,0.00,190.00,12.00
8.501,active,196.00,0.00,16,16,169857024,0,1512505344,0,3407872,50331648,0,0,0.000,21,3,0.00,200.00,2.00
9.001,active,200.00,0.00,16,16,169857024,0,1512505344,0,1134592,46141440,0,0,0.000,21,2,0.00,198.00,10.00
9.501,active,198.00,0.00,16,16,169857024,0,1512505344,0,897024,46137344,0,0,0.000,21,3,0.00,198.00,4.00
10.001,active,198.00,0.00,16,16,169861120,0,1512505344,0,585728,33554432,0,0,0.000,21,2,0.00,200.00,0.00
10.501,active,200.00,0.00,16,16,169861120,0,1512505344,0,278528,50331648,0,0,0.000,21,3,0.00,200.00,2.00
11.001,active,200.00,0.00,16,16,169861120,0,1512505344,0,434176,50335744,0,0,0.000,21,2,0.00,200.00,0.00
11.501,active,170.00,0.00,16,16,169861120,0,1512505344,0,2719744,46137344,0,0,0.000,21,2,18.00,170.00,72.00
12.001,active,200.00,0.00,16,16,169861120,0,1512505344,0,1462272,67112960,0,0,0.000,21,3,98.00,202.00,0.00
12.501,active,202.00,0.00,16,16,169861120,0,1512505344,0,0,58720256,0,0,0.000,21,2,100.00,200.00,0.00
13.001,active,198.00,0.00,16,16,169861120,0,1512505344,0,53248,50335744,0,0,0.000,21,2,102.00,202.00,2.00
13.501,active,200.00,0.00,16,16,169861120,0,1512505344,0,1445888,67108864,0,0,0.000,21,2,98.00,196.00,2.00
14.001,active,200.00,0.00,16,16,169861120,0,1512505344,0,667648,50335744,0,0,0.000,21,2,100.00,198.00,6.00
14.501,active,198.00,0.00,16,16,169861120,0,1512505344,0,1277952,71303168,0,0,0.000,21,3,100.00,200.00,4.00
15.001,active,198.00,0.00,16,16,169861120,0,1512505344,0,1323008,83890176,0,0,0.000,21,2,98.00,198.00,2.00
15.505,active,290.00,0.00,16,16,433815552,0,1790656512,0,180224,16805888,0,0,0.000,35,18,0.00,0.00,32.00
16.001,active,756.00,0.00,16,16,435417088,0,1689944064,0,0,211070976,0,0,0.000,19,2,0.00,0.00,26.00
16.501,active,92.00,0.00,16,16,935530496,0,2323025920,0,0,0,0,0,0.000,19,2,0.00,94.00,8.00
17.005,active,782.00,0.00,16,16,1396432896,0,2664919040,0,10903552,0,0,0,0.000,35,18,0.00,748.00,42.00
17.501,active,484.00,0.00,16,16,1395875840,0,2564206592,0,3018752,677883904,0,0,0.000,19,2,0.00,0.00,14.00
18.001,active,32.00,0.00,16,16,1395875840,0,2564206592,0,0,286834688,0,0,0.000,19,2,0.00,32.00,154.00
18.501,active,4.00,0.00,16,16,1395875840,0,2564206592,0,0,0,0,0,0.000,19,1,0.00,4.00,198.00
19.001,active,2.00,0.00,16,16,1395875840,0,2564206592,0,0,0,0,0,0.000,19,1,0.00,2.00,200.00
19.501,active,2.00,0.00,16,16,1395875840,0,2564206592,0,0,0,0,0,0.000,19,1,0.00,2.00,202.00
20.001,active,2.00,0.00,16,16,1395875840,0,2564206592,0,0,0,0,0,0.000,19,1,0.00,2.00,198.00
20.501,active,56.00,0.00,16,16,351129600,0,1546010624,0,0,6344704,0,0,0.000,19,2,0.00,56.00,64.00
21.001,active,42.00,0.00,16,16,374112256,0,1546010624,0,0,23248896,0,0,0.000,19,1,0.00,42.00,54.00
21.501,active,48.00,0.00,16,16,381452288,0,1546010624,0,0,21135360,0,0,0.000,19,2,0.00,50.00,52.00
22.001,active,48.00,0.00,16,16,410816512,0,1613119488,0,0,22192128,0,0,0.000,19,1,0.00,46.00,50.00
22.501,active,48.00,0.00,16,16,423403520,0,1613119488,0,0,23248896,0,0,0.000,19,2,0.00,48.00,52.00
23.001,active,48.00,0.00,16,16,440180736,0,1613119488,0,0,22192128,0,0,0.000,19,1,0.00,50.00,48.00
23.501,active,50.00,0.00,16,16,447520768,0,1613119488,0,0,23248896,0,0,0.000,19,2,0.00,48.00,52.00
