elapsed_seconds,active_workers,runnable_workers,utilization_pct
0.000,1,1,50.00
0.501,1,1,50.00
1.000,1,1,50.00
1.500,1,1,50.00
2.000,1,1,50.00
2.501,1,1,50.00
3.000,1,1,50.00
3.500,1,1,50.00
4.001,1,1,50.00
4.500,1,1,50.00
5.000,1,1,50.00
5.504,1,1,50.00
6.000,1,1,50.00
6.502,1,1,50.00
7.000,1,1,50.00
7.500,1,1,50.00
8.000,1,1,50.00
8.504,1,1,50.00
9.000,1,1,50.00
9.500,1,1,50.00
10.000,1,1,50.00
10.500,1,1,50.00
11.000,1,1,50.00
11.500,1,1,50.00
12.000,1,1,50.00
12.500,1,1,50.00
13.004,1,1,50.00
13.500,1,1,50.00
14.004,1,1,50.00
14.500,1,1,50.00
15.000,1,1,50.00
15.500,1,1,50.00
16.000,1,1,50.00
16.500,1,1,50.00
17.000,1,1,50.00
17.504,1,1,50.00
18.000,1,1,50.00
18.501,1,1,50.00
19.004,1,1,50.00
19.500,1,1,50.00
20.000,1,1,50.00
20.504,1,1,50.00
21.000,1,1,50.00
21.500,1,1,50.00
22.000,1,1,50.00
22.500,1,1,50.00
23.000,1,1,50.00
23.500,1,1,50.00
24.000,1,1,50.00
24.501,1,1,50.00
25.000,1,1,50.00
25.500,1,1,50.00
26.000,1,1,50.00
26.500,1,1,50.00
27.000,1,1,50.00
27.500,1,1,50.00
28.000,1,1,50.00
28.500,1,1,50.00
29.000,1,1,50.00
29.500,1,1,50.00
30.000,1,1,50.00
30.500,1,1,50.00
31.000,1,1,50.00
31.500,1,1,50.00
32.004,1,1,50.00
32.500,1,1,50.00
33.000,1,1,50.00
33.500,1,1,50.00
34.000,1,1,50.00
34.500,1,1,50.00
35.000,1,1,50.00
35.500,1,1,50.00
36.000,1,1,50.00
36.501,1,1,50.00
37.001,1,1,50.00
37.501,1,1,50.00
38.003,1,1,50.00
38.500,1,1,50.00
39.000,1,1,50.00
39.500,1,1,50.00
40.004,1,1,50.00
40.500,1,1,50.00
41.000,1,1,50.00
41.500,1,1,50.00
42.000,1,1,50.00
42.500,1,1,50.00
43.004,1,1,50.00
43.500,1,1,50.00
44.000,1,1,50.00
44.500,1,1,50.00
45.000,1,1,50.00
45.500,1,1,50.00
46.000,1,1,50.00
46.500,1,1,50.00
47.000,1,1,50.00
47.504,1,1,50.00
48.000,1,1,50.00
48.500,1,1,50.00
49.000,1,1,50.00
49.500,1,1,50.00
50.004,1,1,50.00
50.500,1,1,50.00
51.000,1,1,50.00
51.500,1,1,50.00
52.000,1,1,50.00
52.504,1,1,50.00
53.000,1,1,50.00
53.500,1,1,50.00
54.000,1,1,50.00
54.500,1,1,50.00
55.000,1,1,50.00
