elapsed_seconds,active_workers,runnable_workers,utilization_pct
0.000,1,1,50.00
0.502,1,1,50.00
1.000,1,1,50.00
1.500,1,1,50.00
2.000,1,1,50.00
2.500,1,1,50.00
3.000,1,1,50.00
3.500,1,1,50.00
4.000,1,1,50.00
4.502,1,1,50.00
5.000,1,1,50.00
5.500,1,1,50.00
6.002,1,1,50.00
6.500,1,1,50.00
7.000,1,1,50.00
7.502,1,1,50.00
8.000,1,1,50.00
8.500,1,1,50.00
9.002,1,1,50.00
9.500,1,1,50.00
10.000,1,1,50.00
10.502,1,1,50.00
11.000,1,1,50.00
11.500,1,1,50.00
12.002,1,1,50.00
12.500,1,1,50.00
13.001,1,1,50.00
13.502,1,1,50.00
14.000,1,1,50.00
14.500,1,1,50.00
15.002,1,1,50.00
15.500,1,1,50.00
16.002,1,1,50.00
16.500,1,1,50.00
17.000,1,1,50.00
17.502,1,1,50.00
18.000,1,1,50.00
18.500,1,1,50.00
19.002,1,1,50.00
19.500,1,1,50.00
20.000,1,1,50.00
20.502,1,1,50.00
21.000,1,1,50.00
21.500,1,1,50.00
22.002,1,1,50.00
22.500,1,1,50.00
23.000,1,1,50.00
23.502,1,1,50.00
24.000,1,1,50.00
24.502,1,1,50.00
25.000,1,1,50.00
25.500,1,1,50.00
26.002,1,1,50.00
26.500,1,1,50.00
27.000,1,1,50.00
27.500,1,1,50.00
28.002,1,1,50.00
28.502,1,1,50.00
29.006,1,1,50.00
29.500,1,1,50.00
30.000,1,1,50.00
30.500,1,1,50.00
31.000,1,1,50.00
31.502,1,1,50.00
32.001,1,1,50.00
32.500,1,1,50.00
33.000,1,1,50.00
33.502,1,1,50.00
34.000,1,1,50.00
34.502,1,1,50.00
35.000,1,1,50.00
35.500,1,1,50.00
36.000,1,1,50.00
36.501,1,1,50.00
37.001,1,1,50.00
37.500,1,1,50.00
38.000,1,1,50.00
38.500,1,1,50.00
39.001,1,1,50.00
39.500,1,1,50.00
40.000,1,1,50.00
40.502,1,1,50.00
41.001,1,1,50.00
41.500,1,1,50.00
42.000,1,1,50.00
42.501,1,1,50.00
43.000,1,1,50.00
43.500,1,1,50.00
44.002,1,1,50.00
44.500,1,1,50.00
45.000,1,1,50.00
45.500,1,1,50.00
46.001,1,1,50.00
46.500,1,1,50.00
47.000,1,1,50.00
47.502,1,1,50.00
48.000,1,1,50.00
48.500,1,1,50.00
49.000,1,1,50.00
49.500,1,1,50.00
50.000,1,1,50.00
50.500,1,1,50.00
51.002,1,1,50.00
