elapsed_seconds,active_workers,runnable_workers,utilization_pct
211.001,16,16,50.00
211.501,16,16,50.00
212.001,16,16,50.00
212.501,16,16,50.00
213.001,16,16,50.00
213.504,16,16,50.00
214.001,16,16,50.00
214.501,16,16,50.00
215.001,16,16,50.00
215.501,16,16,50.00
216.001,16,16,50.00
216.501,16,16,50.00
217.009,16,16,50.00
217.501,16,16,50.00
218.001,16,16,50.00
218.501,16,16,50.00
219.001,16,16,50.00
219.501,16,16,50.00
220.001,16,16,50.00
220.501,16,16,50.00
221.001,16,16,50.00
221.501,16,16,50.00
222.001,16,16,50.00
222.501,16,16,50.00
223.001,16,16,50.00
223.501,16,16,50.00
224.001,16,16,50.00
224.501,16,16,50.00
225.001,16,16,50.00
225.503,16,16,50.00
226.034,16,16,50.00
226.501,16,16,50.00
227.001,16,16,50.00
227.501,16,16,50.00
228.001,16,16,50.00
228.501,16,16,50.00
229.003,16,16,50.00
229.501,16,16,50.00
230.001,16,16,50.00
230.501,16,16,50.00
231.001,16,16,50.00
231.501,16,16,50.00
232.001,16,16,50.00
232.501,16,16,50.00
233.001,16,16,50.00
233.501,16,16,50.00
234.001,16,16,50.00
234.501,16,16,50.00
235.001,16,16,50.00
235.501,16,16,50.00
236.001,16,16,50.00
236.549,16,16,50.00
237.001,16,16,50.00
237.501,16,16,50.00
238.001,16,16,50.00
238.501,16,16,50.00
239.001,16,16,50.00
239.501,16,16,50.00
240.001,16,16,50.00
240.501,16,16,50.00
241.001,16,16,50.00
241.501,16,16,50.00
242.001,16,16,50.00
242.501,16,16,50.00
243.001,16,16,50.00
243.501,16,16,50.00
244.001,16,16,50.00
244.501,16,16,50.00
245.001,16,16,50.00
245.501,16,16,50.00
246.001,16,16,50.00
246.501,16,16,50.00
247.001,16,16,50.00
247.501,16,16,50.00
248.001,16,16,50.00
248.501,16,16,50.00
249.001,16,16,50.00
249.501,16,16,50.00
250.001,16,16,50.00
250.501,16,16,50.00
251.002,16,16,50.00
251.501,16,16,50.00
252.001,16,16,50.00
252.501,16,16,50.00
253.001,16,16,50.00
253.501,16,16,50.00
254.001,16,16,50.00
254.501,16,16,50.00
255.001,16,16,50.00
255.501,16,16,50.00
256.001,16,16,50.00
256.501,16,16,50.00
257.001,16,16,50.00
257.501,16,16,50.00
258.001,16,16,50.00
258.501,16,16,50.00
259.001,16,16,50.00
259.501,16,16,50.00
260.001,16,16,50.00
260.501,16,16,50.00
261.001,16,16,50.00
261.501,16,16,50.00
262.001,16,16,50.00
262.501,16,16,50.00
263.001,16,16,50.00
263.501,16,16,50.00
264.001,16,16,50.00
264.501,16,16,50.00
265.001,16,16,50.00
265.501,16,16,50.00
266.001,16,16,50.00
266.501,16,16,50.00
267.001,16,16,50.00
267.501,16,16,50.00
268.001,16,16,50.00
268.501,16,16,50.00
269.001,16,16,50.00
269.501,16,16,50.00
270.001,16,16,50.00
270.501,16,16,50.00
271.001,16,16,50.00
271.501,16,16,50.00
272.001,16,16,50.00
272.501,16,16,50.00
273.001,16,16,50.00
273.501,16,16,50.00
274.001,16,16,50.00
274.501,16,16,50.00
275.001,16,16,50.00
275.501,16,16,50.00
276.001,16,16,50.00
276.501,16,16,50.00
277.001,16,16,50.00
277.501,16,16,50.00
278.001,16,16,50.00
278.501,16,16,50.00
279.001,16,16,50.00
279.501,16,16,50.00
280.001,16,16,50.00
280.501,16,16,50.00
281.001,16,16,50.00
281.501,16,16,50.00
282.001,16,16,50.00
282.501,16,16,50.00
283.001,16,16,50.00
283.501,16,16,50.00
284.001,16,16,50.00
284.501,16,16,50.00
285.001,16,16,50.00
285.501,16,16,50.00
286.001,16,16,50.00
286.501,16,16,50.00
287.001,16,16,50.00
287.501,16,16,50.00
288.001,16,16,50.00
288.501,16,16,50.00
289.001,16,16,50.00
289.501,16,16,50.00
290.001,16,16,50.00
290.501,16,16,50.00
291.003,16,16,50.00
291.501,16,16,50.00
292.001,16,16,50.00
292.501,16,16,50.00
293.001,16,16,50.00
293.501,16,16,50.00
294.001,16,16,50.00
294.503,16,16,50.00
295.001,16,16,50.00
295.501,16,16,50.00
296.001,16,16,50.00
296.501,16,16,50.00
297.002,16,16,50.00
297.501,16,16,50.00
298.001,16,16,50.00
298.501,16,16,50.00
299.001,16,16,50.00
299.501,16,16,50.00
300.001,16,16,50.00
300.501,16,16,50.00
301.001,16,16,50.00
301.501,16,16,50.00
302.001,16,16,50.00
302.501,16,16,50.00
303.001,16,16,50.00
303.501,16,16,50.00
304.001,16,16,50.00
304.501,16,16,50.00
305.001,16,16,50.00
305.501,16,16,50.00
306.001,16,16,50.00
306.501,16,16,50.00
307.001,16,16,50.00
307.501,16,16,50.00
308.001,16,16,50.00
308.501,16,16,50.00
309.001,16,16,50.00
309.501,16,16,50.00
310.001,16,16,50.00
310.501,16,16,50.00
311.001,16,16,50.00
311.501,16,16,50.00
312.001,16,16,50.00
312.501,16,16,50.00
313.001,16,16,50.00
313.501,16,16,50.00
314.001,16,16,50.00
314.501,16,16,50.00
315.001,16,16,50.00
315.501,16,16,50.00
316.001,16,16,50.00
316.501,16,16,50.00
317.001,16,16,50.00
317.501,16,16,50.00
318.001,16,16,50.00
318.501,16,16,50.00
319.003,16,16,50.00
319.501,16,16,50.00
320.001,16,16,50.00
320.501,16,16,50.00
321.001,16,16,50.00
321.501,16,16,50.00
322.001,16,16,50.00
322.501,16,16,50.00
323.001,16,16,50.00
323.501,16,16,50.00
324.001,16,16,50.00
324.501,16,16,50.00
325.001,16,16,50.00
325.501,16,16,50.00
326.001,16,16,50.00
326.501,16,16,50.00
327.001,16,16,50.00
327.501,16,16,50.00
328.001,16,16,50.00
328.501,16,16,50.00
329.001,16,16,50.00
329.501,16,16,50.00
330.001,16,16,50.00
330.501,16,16,50.00
331.001,16,16,50.00
331.501,16,16,50.00
332.001,16,16,50.00
332.501,16,16,50.00
333.001,16,16,50.00
333.501,16,16,50.00
334.001,16,16,50.00
334.501,16,16,50.00
335.001,16,16,50.00
335.501,16,16,50.00
336.001,16,16,50.00
336.501,16,16,50.00
337.001,16,16,50.00
337.501,16,16,50.00
338.001,16,16,50.00
338.501,16,16,50.00
339.001,16,16,50.00
339.501,16,16,50.00
