elapsed_seconds,active_workers,runnable_workers,utilization_pct
0.001,4,4,50.00
0.501,4,4,50.00
1.001,4,4,50.00
1.501,4,4,50.00
2.001,4,4,50.00
2.501,4,4,50.00
3.001,4,4,50.00
3.501,4,4,50.00
4.001,4,4,50.00
4.501,4,4,50.00
5.001,4,4,50.00
5.501,4,4,50.00
6.001,4,4,50.00
6.501,4,4,50.00
7.001,4,4,50.00
7.501,4,4,50.00
8.001,4,4,50.00
8.501,4,4,50.00
9.001,4,4,50.00
9.501,4,4,50.00
10.001,4,4,50.00
10.501,4,4,50.00
11.001,4,4,50.00
11.501,4,4,50.00
12.001,4,4,50.00
12.501,4,4,50.00
13.001,4,4,50.00
13.501,4,4,50.00
14.001,4,4,50.00
14.501,4,4,50.00
15.001,4,4,50.00
15.501,4,4,50.00
16.001,4,4,50.00
16.501,4,4,50.00
17.001,4,4,50.00
17.501,4,4,50.00
18.001,4,4,50.00
18.501,4,4,50.00
19.001,4,4,50.00
19.501,4,4,50.00
20.001,4,4,50.00
20.501,4,4,50.00
21.002,4,4,50.00
21.501,4,4,50.00
22.001,4,4,50.00
22.501,4,4,50.00
23.001,4,4,50.00
23.501,4,4,50.00
24.001,4,4,50.00
24.501,4,4,50.00
25.001,4,4,50.00
25.501,4,4,50.00
26.003,4,4,50.00
26.502,4,4,50.00
27.002,4,4,50.00
27.501,4,4,50.00
28.001,4,4,50.00
28.501,4,4,50.00
29.001,4,4,50.00
29.502,4,4,50.00
30.001,4,4,50.00
30.501,4,4,50.00
31.001,4,4,50.00
31.501,4,4,50.00
32.001,4,4,50.00
32.501,4,4,50.00
33.003,4,4,50.00
33.502,4,4,50.00
34.002,4,4,50.00
34.502,4,4,50.00
35.001,4,4,50.00
35.501,4,4,50.00
36.001,4,4,50.00
36.501,4,4,50.00
37.001,4,4,50.00
37.501,4,4,50.00
38.001,4,4,50.00
38.501,4,4,50.00
39.001,4,4,50.00
39.501,4,4,50.00
40.001,4,4,50.00
40.501,4,4,50.00
41.001,4,4,50.00
41.503,4,4,50.00
42.001,4,4,50.00
42.501,4,4,50.00
43.003,4,4,50.00
43.501,4,4,50.00
44.001,4,4,50.00
44.501,4,4,50.00
45.002,4,4,50.00
45.501,4,4,50.00
46.003,4,4,50.00
46.501,4,4,50.00
47.001,4,4,50.00
47.501,4,4,50.00
48.002,4,4,50.00
48.502,4,4,50.00
49.006,4,4,50.00
49.501,4,4,50.00
50.002,4,4,50.00
50.502,4,4,50.00
51.001,4,4,50.00
51.501,4,4,50.00
52.001,4,4,50.00
52.502,4,4,50.00
53.002,4,4,50.00
53.502,4,4,50.00
