elapsed_seconds,active_workers,runnable_workers,utilization_pct
0.000,0,0,0.00
0.251,2,2,50.00
0.502,2,2,50.00
0.752,2,2,50.00
1.003,2,2,50.00
1.253,2,2,50.00
1.503,2,2,50.00
1.753,2,2,50.00
2.003,2,2,50.00
2.254,2,2,50.00
2.504,2,2,50.00
2.754,2,2,50.00
3.009,2,2,50.00
3.259,2,2,50.00
3.509,2,2,50.00
3.759,2,2,50.00
4.010,2,2,50.00
4.260,2,2,50.00
4.511,2,2,50.00
4.761,2,2,50.00
5.011,2,2,50.00
5.262,2,2,50.00
5.512,2,2,50.00
5.762,2,2,50.00
6.012,2,2,50.00
6.262,2,2,50.00
6.513,2,2,50.00
6.763,2,2,50.00
7.013,2,2,50.00
7.263,2,2,50.00
7.513,2,2,50.00
7.763,2,2,50.00
8.014,2,2,50.00
8.264,2,2,50.00
8.514,2,2,50.00
8.764,2,2,50.00
9.014,2,2,50.00
9.265,2,2,50.00
9.515,2,2,50.00
9.765,2,2,50.00
10.015,2,2,50.00
10.265,2,2,50.00
10.516,2,2,50.00
10.766,2,2,50.00
11.016,2,2,50.00
11.266,2,2,50.00
11.521,2,2,50.00
11.771,2,2,50.00
12.021,2,2,50.00
12.271,2,2,50.00
12.521,2,2,50.00
12.772,2,2,50.00
13.022,2,2,50.00
13.272,2,2,50.00
13.522,2,2,50.00
13.772,2,2,50.00
14.022,2,2,50.00
14.273,2,2,50.00
14.523,2,2,50.00
14.774,2,2,50.00
15.025,2,2,50.00
15.275,2,2,50.00
15.527,2,2,50.00
15.777,2,2,50.00
16.027,2,2,50.00
16.277,2,2,50.00
16.527,2,2,50.00
16.779,2,2,50.00
17.030,2,2,50.00
17.280,2,2,50.00
17.530,2,2,50.00
17.780,2,2,50.00
18.030,2,2,50.00
18.280,2,2,50.00
18.533,2,2,50.00
18.783,2,2,50.00
19.033,2,2,50.00
19.283,2,2,50.00
19.533,2,2,50.00
19.784,2,2,50.00
20.034,2,2,50.00
20.284,2,2,50.00
20.534,2,2,50.00
20.784,2,2,50.00
21.035,2,2,50.00
21.285,2,2,50.00
21.537,2,2,50.00
21.787,2,2,50.00
22.037,2,2,50.00
22.287,2,2,50.00
22.537,2,2,50.00
22.789,2,2,50.00
23.039,2,2,50.00
23.289,2,2,50.00
23.539,2,2,50.00
23.789,2,2,50.00
24.040,2,2,50.00
24.290,2,2,50.00
24.540,2,2,50.00
24.793,2,2,50.00
25.043,2,2,50.00
25.294,2,2,50.00
25.544,2,2,50.00
25.794,2,2,50.00
26.045,2,2,50.00
26.295,2,2,50.00
26.549,2,2,50.00
26.799,2,2,50.00
27.049,2,2,50.00
27.301,2,2,50.00
27.551,2,2,50.00
27.805,2,2,50.00
28.055,2,2,50.00
28.305,2,2,50.00
28.555,2,2,50.00
28.806,2,2,50.00
29.059,2,2,50.00
29.309,2,2,50.00
29.559,2,2,50.00
29.813,2,2,50.00
30.063,2,2,50.00
30.314,2,2,50.00
30.564,2,2,50.00
30.814,2,2,50.00
31.064,2,2,50.00
31.314,2,2,50.00
31.565,2,2,50.00
31.817,2,2,50.00
32.067,2,2,50.00
32.317,2,2,50.00
32.567,2,2,50.00
32.818,2,2,50.00
33.068,2,2,50.00
33.319,2,2,50.00
33.569,2,2,50.00
33.819,2,2,50.00
34.069,2,2,50.00
34.320,2,2,50.00
34.570,2,2,50.00
34.825,2,2,50.00
35.075,2,2,50.00
35.325,2,2,50.00
35.575,2,2,50.00
35.825,2,2,50.00
36.076,2,2,50.00
36.326,2,2,50.00
36.576,2,2,50.00
36.826,2,2,50.00
37.076,2,2,50.00
37.327,2,2,50.00
37.577,2,2,50.00
37.828,2,2,50.00
38.078,2,2,50.00
38.328,2,2,50.00
38.578,2,2,50.00
38.829,2,2,50.00
39.079,2,2,50.00
39.330,2,2,50.00
39.580,2,2,50.00
39.831,2,2,50.00
40.081,2,2,50.00
40.331,2,2,50.00
40.581,2,2,50.00
40.833,2,2,50.00
41.083,2,2,50.00
41.333,2,2,50.00
41.583,2,2,50.00
41.833,2,2,50.00
42.084,2,2,50.00
42.334,2,2,50.00
42.584,2,2,50.00
42.834,2,2,50.00
43.084,2,2,50.00
43.335,2,2,50.00
43.585,2,2,50.00
43.835,2,2,50.00
44.085,2,2,50.00
44.335,2,2,50.00
44.589,2,2,50.00
44.839,2,2,50.00
45.089,2,2,50.00
45.341,2,2,50.00
45.591,2,2,50.00
45.841,2,2,50.00
46.091,2,2,50.00
46.342,2,2,50.00
46.592,2,2,50.00
46.842,2,2,50.00
47.092,2,2,50.00
47.342,2,2,50.00
