elapsed_seconds,active_workers,runnable_workers,utilization_pct
47.593,2,2,50.00
47.847,2,2,50.00
48.098,2,2,50.00
48.348,2,2,50.00
48.598,2,2,50.00
48.848,2,2,50.00
49.098,2,2,50.00
49.348,2,2,50.00
49.599,2,2,50.00
49.849,2,2,50.00
50.099,2,2,50.00
50.353,2,2,50.00
50.603,2,2,50.00
50.853,2,2,50.00
51.103,2,2,50.00
51.357,2,2,50.00
51.607,2,2,50.00
51.861,2,2,50.00
52.111,2,2,50.00
52.361,2,2,50.00
52.611,2,2,50.00
52.861,2,2,50.00
53.112,2,2,50.00
53.362,2,2,50.00
53.612,2,2,50.00
53.862,2,2,50.00
54.112,2,2,50.00
54.362,2,2,50.00
54.613,2,2,50.00
54.863,2,2,50.00
55.117,2,2,50.00
55.367,2,2,50.00
55.620,2,2,50.00
55.870,2,2,50.00
56.120,2,2,50.00
56.371,2,2,50.00
56.621,2,2,50.00
56.871,2,2,50.00
57.121,2,2,50.00
57.371,2,2,50.00
57.621,2,2,50.00
57.872,2,2,50.00
58.122,2,2,50.00
58.372,2,2,50.00
58.622,2,2,50.00
58.872,2,2,50.00
59.122,2,2,50.00
59.373,2,2,50.00
59.623,2,2,50.00
59.877,2,2,50.00
60.127,2,2,50.00
60.377,2,2,50.00
60.627,2,2,50.00
60.878,2,2,50.00
61.128,2,2,50.00
61.378,2,2,50.00
61.628,2,2,50.00
61.878,2,2,50.00
62.128,2,2,50.00
62.379,2,2,50.00
62.629,2,2,50.00
62.879,2,2,50.00
63.129,2,2,50.00
63.379,2,2,50.00
63.629,2,2,50.00
63.880,2,2,50.00
64.130,2,2,50.00
64.380,2,2,50.00
64.630,2,2,50.00
64.884,2,2,50.00
65.134,2,2,50.00
65.384,2,2,50.00
65.634,2,2,50.00
65.884,2,2,50.00
66.135,2,2,50.00
66.385,2,2,50.00
66.635,2,2,50.00
66.889,2,2,50.00
67.139,2,2,50.00
67.389,2,2,50.00
67.639,2,2,50.00
67.892,2,2,50.00
68.142,2,2,50.00
68.392,2,2,50.00
68.642,2,2,50.00
68.892,2,2,50.00
69.143,2,2,50.00
69.393,2,2,50.00
69.643,2,2,50.00
69.893,2,2,50.00
70.144,2,2,50.00
70.394,2,2,50.00
70.644,2,2,50.00
70.894,2,2,50.00
71.144,2,2,50.00
71.395,2,2,50.00
71.645,2,2,50.00
71.895,2,2,50.00
72.145,2,2,50.00
72.396,2,2,50.00
72.646,2,2,50.00
72.896,2,2,50.00
73.146,2,2,50.00
73.396,2,2,50.00
73.646,2,2,50.00
73.897,2,2,50.00
74.147,2,2,50.00
74.397,2,2,50.00
74.647,2,2,50.00
74.897,2,2,50.00
